Name,Team,WPA,-WPA,+WPA,RE24,REW,pLI,inLI,gmLI,exLI,Pulls,WPA/LI,Clutch,SD,MD,NameASCII,PlayerId,MLBAMID
"Dallas Keuchel","ATL",-0.06793999671936035,-0.7008439898490906,0.6329039931297302,-0.20719993114471436,-0.03063499927520752,0.9765779376029968,0.9290667176246643,0.8700000047683716,1.1779999732971191,2,-0.5123640894889832,0.4427946326096699,0,0,"Dallas Keuchel",9434,572971
"Aníbal Sánchez","WSN",0.521120011806488,-1.0301120281219482,1.5512319803237915,4.15880012512207,0.4293839931488037,1.036605954170227,1.0690946578979492,0.8700000047683716,1.1809333562850952,3,0.08593502640724182,0.41678252958406004,0,0,"Anibal Sanchez",3284,434671
"Zack Greinke","HOU",0.04952201619744301,-2.0642220973968506,2.113744020462036,0.9013999104499817,0.08122579008340836,1.0836875438690186,0.9994669556617737,0.8799999952316284,1.6962400674819946,5,-0.3652520179748535,0.4109497068314014,0,0,"Zack Greinke",1943,425844
"Daniel Hudson","WSN",0.5330300331115723,-0.8260700106620789,1.3590999841690063,1.475000023841858,0.15548460185527802,1.6783777475357056,1.2891249656677246,1.4639333486557007,1.3029333353042603,3,-0.08257109671831131,0.40015754821541843,3,0,"Daniel Hudson",7146,543339
"Stephen Strasburg","WSN",0.894613966345787,-1.5663440488278866,2.4609580785036087,9.730900406837463,0.9659318178892136,0.8150635345341408,0.8199670749741632,0.86626668771108,0.8745000064373016,6,0.7221588045358658,0.3754414786826863,1,0,"Stephen Strasburg",10131,544931
"Max Scherzer","WSN",0.8159380182623863,-1.6883399486541748,2.5042779073119164,7.660799950361252,0.7730757668614388,1.0300304335217143,0.9639675974845886,1.0034000078837078,0.8987666467825571,6,0.46869920939207077,0.32345021814732955,1,0,"Max Scherzer",3137,453286
"Josh James","HOU",0.14172199368476868,-0.3242959976196289,0.4660179913043976,-0.3209999203681946,-0.026409905403852463,0.7302009463310242,0.4031333327293396,1.2102888822555542,1.0846856832504272,7,-0.12227070331573486,0.31635699476313245,2,0,"Josh James",16794,657624
"Charlie Morton","TBR",0.27168798446655273,-0.586762011051178,0.8584499955177307,3.150400161743164,0.31654298305511475,1.0419872999191284,0.8060200214385986,0.8949999809265137,0.4587000012397766,2,0.0013506989926099777,0.25938950819383,0,0,"Charlie Morton",4676,450203
"James Paxton","NYY",0.06952999532222748,-1.0260679721832275,1.0955979824066162,1.4331998825073242,0.13558760285377502,1.0128141641616821,0.9224857687950134,0.8700000047683716,1.2730666399002075,3,-0.18591707944869995,0.2545673785682608,0,0,"James Paxton",11828,572020
"Luis Severino","NYY",0.1919879913330078,-0.5969799757003784,0.7889679670333862,2.047100067138672,0.1924194097518921,1.0601317882537842,0.8800444602966309,0.8700000047683716,1.3838000297546387,2,-0.07147779315710068,0.252576024018798,0,0,"Luis Severino",15890,622663
"Joe Smith","HOU",0.3995901048183441,-0.22670400142669678,0.6262940168380737,2.0360000133514404,0.20211198925971985,0.8465991020202637,1.0400800704956055,0.8115400075912476,0.7902666926383972,9,0.2216094434261322,0.2503850388084825,2,0,"Joe Smith",3281,501925
"Sean Doolittle","WSN",0.5387558937072754,-0.24288000166416168,0.7816359996795654,3.486999988555908,0.34093090891838074,0.8682432174682617,1.0898200273513794,1.0579999685287476,0.8972799777984619,5,0.3718308210372925,0.2486818220424324,3,0,"Sean Doolittle",1581,448281
"John Brebbia","STL",-0.14125603437423706,-0.32270798087120056,0.1814519464969635,-2.319999933242798,-0.2238830029964447,0.6921641230583191,0.36890000104904175,1.1470400094985962,0.5508000254631042,5,-0.379934698343277,0.1758558828304201,0,1,"John Brebbia",12777,605154
"Miles Mikolas","STL",0.4823959916830063,-0.6214280128479004,1.103824034333229,4.112899929285049,0.41710248216986656,1.0903537904514986,1.019733488559723,1.3479999701182048,1.1430000066757202,2,0.31105878949165344,0.13136274002240783,1,0,"Miles Mikolas",9803,571945
"Colin Poche","TBR",0.048345983028411865,-0.0208359993994236,0.06918197870254517,1.7009999752044678,0.1706579029560089,0.1910800039768219,0.29919999837875366,0.23904000222682953,0.23969998955726624,2,0.12237480282783508,0.13063954729891214,0,0,"Colin Poche",19403,621363
"Yusmeiro Petit","OAK",0.006252000108361244,-0.09012000262737274,0.09637200087308884,0.44200000166893005,0.04437749832868576,0.4398910105228424,0.49900001287460327,0.3912000060081482,0.1656000018119812,1,-0.11575199663639069,0.1299646083033813,0,0,"Yusmeiro Petit",4020,433589
"Génesis Cabrera","STL",0.0011640170123428106,0,0.0011640170123428106,0.8309999704360962,0.08058260381221771,0.006466666702181101,0,0.009999999776482582,0.029999999329447746,1,0.05471919849514961,0.12528343129095126,0,0,"Genesis Cabrera",17490,650893
"Brandon Woodruff","MIL",0.13301999866962433,-0.11063200235366821,0.24365200102329254,1.1959999799728394,0.11489000171422958,0.7379429936408997,0.9682000279426575,0.9100000262260437,1.2588000297546387,1,0.05981040000915527,0.12044742453271573,0,0,"Brandon Woodruff",16162,605540
"Zack Britton","NYY",0.3856961131095886,-0.2603899836540222,0.6460859775543213,3.745000123977661,0.365273654460907,0.9925891757011414,0.9139999747276306,1.2196571826934814,0.9954000115394592,7,0.2714461088180542,0.11712967112347306,3,0,"Zack Britton",3240,502154
"Josh Tomlin","ATL",0.17245200276374817,-0.0008360000210814178,0.1732880026102066,2.5960001945495605,0.25784599781036377,0.5801666378974915,1.104699969291687,1.0017999410629272,0.9229999780654907,2,0.18016910552978516,0.11707653304865784,1,0,"Josh Tomlin",9388,458708
