Name,Team,WPA,-WPA,+WPA,RE24,REW,pLI,inLI,gmLI,exLI,Pulls,WPA/LI,Clutch,SD,MD,NameASCII,PlayerId,MLBAMID
"Chris Carpenter","STL",0.8678418397903442,-2.423585891723633,3.2914278507232666,3.2902002334594727,0.3289104402065277,1.1677017211914062,,0.8792333602905273,1.4579999446868896,5,0.24049371480941772,0.5027113554930265,0,0,"Chris Carpenter",1292,112020
"Derek Holland","TEX",0.3855060040950775,-1.5768240168690681,1.9623300433158875,2.161600112915039,0.22308199852705002,0.9884508462513194,4.264200210571289,1.5539666811625164,0.9273333549499512,6,-0.08383294939994812,0.473843242331662,2,0,"Derek Holland",4141,502706
"Yovani Gallardo","MIL",0.4801720082759857,-1.0172300338745117,1.4974019527435303,2.847400188446045,0.2893190085887909,0.9643269777297974,,0.8700000047683716,1.0712666511535645,3,0.12122568488121033,0.37670916436089913,0,0,"Yovani Gallardo",8173,451596
"Randy Wolf","MIL",-0.3239020109176636,-1.1624540090560913,0.8385519981384277,-4.453000068664551,-0.4435020089149475,1.0176901817321777,,0.8949999809265137,0.9204000234603882,2,-0.6043150424957275,0.2860433162554681,0,0,"Randy Wolf",976,150116
"Neftalí Feliz","TEX",0.8078600168228149,-1.5111100673675537,2.318969964981079,3.6660001277923584,0.3370288014411926,2.556351900100708,3.4158666133880615,2.130491018295288,2.009999990463257,2,0.06363079696893692,0.25238986387630474,7,1,"Neftali Feliz",18,491703
"Michael Gonzalez","TEX",0.1521119922399521,-0.10582400113344193,0.2579360008239746,1.0449999570846558,0.12700329720973969,0.7623777389526367,1.77497136592865,1.63777494430542,1.698599934577942,7,-0.05093519762158394,0.2504583269943346,2,1,"Michael Gonzalez",1794,283166
"Doug Fister","DET",0.37755996733903885,-1.3124800324440002,1.6900399923324585,2.6117000579833984,0.2615010067820549,1.1393064260482788,,0.899999996026357,1.0076666275660198,3,0.1028548926115036,0.22853968105786276,0,1,"Doug Fister",9425,450729
"Francisco Rodríguez","MIL",0.2385380119085312,-0.4049599766731262,0.6434980034828186,1.3420000076293945,0.1451939046382904,1.5168259143829346,,0.9745599627494812,1.0694400072097778,5,-0.05306439846754074,0.21032569631764486,2,0,"Francisco Rodriguez",1642,408061
"Iván Nova","NYY",0.16648000478744507,-0.3793399930000305,0.5458200126886368,1.0981999039649963,0.10927349328994751,0.7370001235428978,,0.9300000071525574,0.3880000114440918,2,0.02506500482559204,0.2008237019322094,1,0,"Ivan Nova",1994,467100
"Jose Valverde","DET",0.3808799982070923,-1.314620018005371,1.6955000162124634,-2.053999900817871,-0.21060249209403992,2.453848361968994,,2.049166679382324,1.180999994277954,2,-0.04399930685758591,0.1992167213116193,3,1,"Jose Valverde",1726,407878
"Ryan Madson","PHI",0.4362200200557709,-0.18358799815177917,0.61980801820755,1.3949999809265137,0.15463130176067352,1.4248236417770386,3.123300075531006,1.8700499534606934,,0,0.1272284984588623,0.17892870392424648,1,0,"Ryan Madson",1852,425492
"Edwin Jackson","STL",-0.009236009791493416,-1.3205100297927856,1.3112740516662598,-2.0655999183654785,-0.229193776845932,0.9546730518341064,,0.8368499875068665,1.0746999979019165,4,-0.17811548709869385,0.16844096054350377,0,0,"Edwin Jackson",1841,429719
