Name,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR,PlayerId_x,MLBAMID_x,WPA,-WPA,+WPA,RE24,REW,pLI,phLI,PH,WPA/LI,Clutch,PlayerId_y,MLBAMID_y,Years_Contributed
Jason Heyward,148.66666666666666,619.0,16.166666666666668,78.0,63.833333333333336,15.666666666666666,0.10614437866666666,0.18022312299999999,0.15330067566666666,0.30629576583333334,0.26512494466666664,0.3479533521666667,0.41842562033333336,0.3353524164354312,0.3136666666666667,109.34215270319119,4.308351537872416,11.309138715774921,6.170861124992371,3.844803912598765,4940.0,518792.0,1.6095376418282588,-10.21630605061849,11.825843652089437,15.897550026575724,1.7313819030920665,0.9986573755741119,1.72781207660834,4.166666666666667,1.886307751139005,-0.28564702086393395,4940.0,518792.0,6
Jeff McNeil,145.66666666666666,601.3333333333334,14.0,77.0,64.0,6.333333333333333,0.063275098,0.11204971266666668,0.14966584533333332,0.3258749566666667,0.30472885366666663,0.3666054816666667,0.454394699,0.35459323193614956,0.3223333333333333,128.09134158094966,-0.7513983499569198,19.397603152981556,2.52201255162557,4.243201264017429,15362.0,643446.0,1.0793110330899556,-9.50976848602295,10.58907985687256,18.264766613642376,1.9552414615948994,0.9418433308601379,2.1076171000798545,5.0,1.4988011072079341,-0.35148323818455474,15362.0,643446.0,3
Joey Votto,151.88888888888889,659.5555555555555,27.444444444444443,92.11111111111111,86.55555555555556,6.888888888888889,0.16411208444444444,0.18377663411111111,0.2196067021111111,0.34009101644444445,0.30082952644444444,0.4191411577777778,0.5204362285555555,0.4004991530717554,0.39683333333333337,149.78773898239282,-2.3430386467112436,37.977611913449294,-10.802418876439333,4.975513956711992,4314.0,458015.0,4.057813929186927,-9.915146827697754,13.97296068403456,47.57387733459473,4.936831547154321,0.9981199900309244,1.811681255698204,2.6666666666666665,4.334923307100932,-0.27157905477241095,4314.0,458015.0,9
Joey Wendle,139.0,545.0,7.0,62.0,61.0,16.0,0.067889908,0.176146788,0.135523614,0.352791878,0.299794661,0.35359116,0.435318275,0.337726273319938,0.304,117.27994252085674,3.316706862766296,14.574997365894014,5.418439149856567,3.971933704047217,13853.0,621563.0,1.758216381072998,-8.896957397460938,10.655174255371094,11.305500030517578,1.0959292650222778,1.0156272649765017,1.44677996635437,10.0,0.9021256566047668,0.8290373809626401,13853.0,621563.0,1
Jonathan Lucroy,147.33333333333334,593.0,18.333333333333332,66.33333333333333,77.33333333333333,6.0,0.08882358666666668,0.13706199733333332,0.182309979,0.31175668233333337,0.29097391999999994,0.35565122199999993,0.47328389899999995,0.3582812339961093,0.345,123.70748567784212,-2.645606849497805,13.812185385617873,25.30663876980543,6.156105134290304,7870.0,518960.0,2.8562005360921217,-10.201431115468344,13.057631969451904,17.320333162943523,1.8471192320187886,1.0406107181676458,2.164505095192881,8.666666666666666,1.9262986580530803,0.8386598360168293,7870.0,518960.0,3
Jose Altuve,147.8181818181818,653.4545454545455,18.636363636363637,92.9090909090909,66.45454545454545,26.545454545454547,0.07485364690909091,0.12499445427272726,0.16536621263636364,0.33011013899999997,0.3088250391818182,0.3653343743636364,0.47419125181818184,0.3602037772464113,0.343125,131.93110126625416,1.253579270539128,25.856946942531724,0.1257716715335846,4.884539317480139,5417.0,514888.0,1.6236091472885825,-10.78455942327326,12.408168532631613,20.123672897165473,2.101316462863575,0.9759643077850342,3.411650002002716,1.3636363636363635,1.9968032132495532,-0.3297016731978968,5417.0,514888.0,11
Josh Donaldson,150.14285714285714,646.0,29.857142857142858,93.42857142857143,91.57142857142857,4.571428571428571,0.12406252014285714,0.20357048171428574,0.22542777900000002,0.29536074757142855,0.2663042131428571,0.36285930099999997,0.4917319921428572,0.36665911936540824,0.373,134.3835896741736,-0.8844158680710409,26.618640134289965,5.312550135755113,5.527815813382559,5038.0,518626.0,3.218692802957126,-10.229961803981237,13.448654447283063,33.104400634765625,3.4174894222191403,0.974159802709307,1.8001481691996257,3.7142857142857144,3.386800387075969,-0.02186034556416264,5038.0,518626.0,7
Josh Hamilton,138.25,595.25,30.25,87.75,100.25,6.75,0.0790090445,0.21059547174999999,0.24660772625,0.332280976,0.297878035,0.35415714475,0.54448576125,0.3801494452064482,,137.07650175638923,3.539602235541679,28.950409573269415,-4.566687643527985,4.634934504607363,1875.0,285078.0,3.7180092334747314,-9.153379678726196,12.87138843536377,31.99625027179718,3.083803690969944,0.9667121469974518,1.9680999517440796,2.75,3.3790445029735565,0.5506669949271106,1875.0,285078.0,4
José Bautista,144.14285714285714,629.7142857142857,35.0,95.0,93.0,6.714285714285714,0.15557800542857142,0.17817703571428573,0.25813341900000003,0.259900013,0.25629174585714287,0.37661849828571425,0.5144251648571428,0.38222161310627467,0.35200000000000004,141.87874665632896,-0.1392587566016508,30.535062165264797,-9.548276194504329,4.4430574893388775,1887.0,430832.0,3.113007511411394,-9.961407388959612,13.074414798191615,31.776714188711985,3.299481442996434,0.9779642394610814,1.932800054550171,0.7142857142857143,3.3537249735423496,-0.15971791977332891,1887.0,430832.0,7
José Ramírez,151.625,649.625,28.75,96.375,96.75,26.625,0.09979766775,0.117602999,0.23487646375000001,0.280426719875,0.282614062125,0.35637201825,0.517490525875,0.3652281383159298,0.348125,132.9412550098859,4.924533940269612,30.934380255044907,4.619569408707321,5.835851131826565,13510.0,608070.0,2.727655529975891,-10.55617082118988,13.283826231956482,33.384137868881226,3.347165659070015,0.9785812497138977,1.0174499824643135,0.625,2.8786925822496414,-0.08847355705996612,13510.0,608070.0,8
Juan Soto,154.6,679.6,33.2,107.8,97.0,9.2,0.19125536140000002,0.1672374892,0.2445380338,0.2973649962,0.28004911359999995,0.4192368266,0.5245871473999999,0.4011111349438238,0.422,157.11302142046708,-1.9357033776119352,45.58405469085918,-8.520438551902771,6.033060024094427,20123.0,665742.0,3.718425762653351,-9.828114271163942,13.546540069580079,50.23559970855713,5.141622006893158,0.9389671394478383,2.714340001344681,1.8,4.937653589248657,-0.9434727053545606,20123.0,665742.0,5
Julio Rodríguez,143.33333333333334,629.0,26.666666666666668,87.33333333333333,82.0,28.666666666666668,0.06641503766666666,0.25283758100000003,0.19011050533333332,0.3394218576666667,0.277451767,0.33420304733333334,0.4675622723333333,0.34471960505815313,0.3426666666666667,130.36893997291074,3.5973162977024913,25.20515470522983,3.9468043645222983,5.131104821845519,23697.0,677594.0,2.8150511582692466,-11.108125368754068,13.923176765441895,27.380399386088055,2.896154840787252,1.0604851643244426,2.91920006275177,0.6666666666666666,2.4307286540667215,0.21490305527715678,23697.0,677594.0,3
Ketel Marte,144.0,599.8,23.8,84.0,76.0,7.2,0.099357542,0.1607327286,0.2168412228,0.2998895354,0.2791377734,0.3543208016,0.49597899619999997,0.3607456440972526,0.34940000000000004,126.83217715233657,1.360322541790083,21.921450843724564,1.450951910018921,4.3409216220079205,13613.0,606466.0,1.7195596575737,-10.004500198364259,11.72406005859375,22.26241989135742,2.180752384662628,0.9758939743041992,1.6421878337860107,7.6,2.1511615604162215,-0.3437697493192511,13613.0,606466.0,5
Kevin Kiermaier,151.0,535.0,10.0,62.0,40.0,18.0,0.044859813,0.177570093,0.156435644,0.305970149,0.263366336,0.298311444,0.41980198,0.3093079205525525,0.302,97.04778312413356,3.919882886111736,2.09217675166818,20.617961645126343,4.266099765542101,11038.0,595281.0,0.8025357127189636,-10.238374710083008,11.04090976715088,1.9317994117736816,0.229544997215271,1.098257541656494,1.15957772731781,9.0,0.5300112962722778,0.200724148083064,11038.0,595281.0,1
Kris Bryant,149.6,646.8,30.0,102.6,84.8,8.4,0.1182272212,0.2356063668,0.23458939279999996,0.33735409279999995,0.2818646092,0.37960691879999997,0.5164540019999999,0.3803872002495502,0.36219999999999997,137.66998094274862,3.4527386512141676,34.36590561153653,0.00966641902923584,5.611897731210778,15429.0,592178.0,3.1386612176895143,-10.30749282836914,13.446153831481933,36.98159961700439,3.777806007862091,0.9755168935090058,1.5744500197470188,2.4,3.7270755529403687,-0.5484930478224661,15429.0,592178.0,5
Kyle Tucker,149.0,616.6666666666666,29.666666666666668,83.66666666666667,103.66666666666667,23.0,0.10301630633333332,0.15040736833333332,0.238961187,0.28501577733333333,0.2785971563333333,0.3527135433333333,0.5175583433333334,0.36737738773969325,0.37833333333333335,138.50494228659394,3.3969218766627214,31.555777795330567,-3.3242685000101724,4.962238881693752,18345.0,663656.0,3.187420924504598,-9.884737650553385,13.072158495585123,35.668599446614586,3.719183842341105,0.9783914486567179,2.426900029182434,1.3333333333333333,2.557055393854777,0.6787886583286343,18345.0,663656.0,3
Lance Berkman,145.0,587.0,31.0,90.0,94.0,2.0,0.156729131,0.158432708,0.245901639,0.315217391,0.301229508,0.412265758,0.547131147,0.4076506966038754,,163.14201775362042,1.5224064744543284,44.33108024442774,-17.545833110809326,4.73397432609941,548.0,204020.0,5.750773906707764,-8.68805980682373,14.438834190368652,53.58100128173828,5.905916213989258,1.044614553451538,1.4053332805633545,3.0,5.0466742515563965,0.4584892441143102,548.0,204020.0,1
Lorenzo Cain,143.4,598.8,11.4,81.4,52.0,26.0,0.07751218439999999,0.1708374442,0.1285949756,0.3447580952,0.2951246016,0.3564566798,0.4237195772,0.33967659623809043,0.34725,111.95583042358733,4.740774239553138,12.967337856639526,12.094737267494201,4.589763984081541,9077.0,456715.0,0.807157289981842,-10.05390796661377,10.861065673828126,8.821359825134277,0.9500070571899414,0.9885631561279297,1.2181111176808674,2.6,0.8944896578788757,-0.08328924292826154,9077.0,456715.0,5
Luis Robert Jr.,145.0,595.0,38.0,90.0,80.0,20.0,0.050420168,0.28907563,0.278388279,0.313609467,0.263736263,0.315254237,0.542124542,0.3581275160496051,0.347,128.4771516630258,-0.1306928684934973,20.171646928914715,8.742753267288208,4.92138247539896,20043.0,673357.0,2.6888670921325684,-10.46429443359375,13.15316104888916,16.78820037841797,1.5961215496063232,0.9861619472503662,1.2836999893188477,2.0,2.499518156051636,0.2270797416158965,20043.0,673357.0,1
Manny Machado,154.2,670.7,30.7,88.5,94.4,8.9,0.0826960241,0.1734354239,0.2109534275,0.2970013571,0.27834304849999997,0.3384919543,0.489296476,0.3505423051544535,0.35188888888888886,122.94789047174466,-0.7751106434501708,17.690935966636836,6.00553013086319,4.737251701633847,11493.0,592518.0,1.4638035729527474,-11.178880310058593,12.642684173583984,20.09139003753662,2.089413419365883,0.9681977667136568,3.3610250055789948,1.1,1.663950379565358,-0.16155650728490817,11493.0,592518.0,10
Marcus Semien,159.875,698.875,26.625,98.5,80.125,13.375,0.088045579,0.17826026225,0.19056132325,0.28139087675,0.25759019250000004,0.323990016125,0.44815151575,0.33136228903574966,0.320375,111.64689817824588,1.8429518359189387,12.598562132691416,6.108372285962105,4.281862809319317,12533.0,543760.0,-0.5005723722279072,-12.223206400871277,11.722634077072144,10.00659978017211,1.0070974100381136,0.9593839049339294,1.8664000034332275,1.0,0.9584967792034149,-1.3883906738709344,12533.0,543760.0,8
Matt Carpenter,149.83333333333334,659.3333333333334,21.166666666666668,101.5,73.16666666666667,3.0,0.13753830866666666,0.1909111225,0.20146584450000002,0.31167213600000004,0.27184854666666664,0.37843858066666664,0.4733143911666667,0.3671871834008597,0.3885,133.73045643777587,-0.28215341436831903,26.12992164431371,-4.448891560236613,4.451870275010064,8090.0,572761.0,3.418893814086914,-9.547576427459717,12.966470718383789,35.576634089152016,3.8269739548365274,0.9661704500516256,1.3708955546220143,3.1666666666666665,3.252709945042928,0.28571830860167863,8090.0,572761.0,6
Matt Chapman,150.16666666666666,626.1666666666666,26.333333333333332,87.33333333333333,73.16666666666667,4.333333333333333,0.10780998033333333,0.26385399316666663,0.21420714,0.2950033205,0.24194824533333334,0.3321029518333333,0.45615538533333333,0.33904078461143766,0.34,118.92667642371119,0.9549954919687783,15.35759687289662,9.147959371407827,4.642267442396044,16505.0,656305.0,0.9341425771514577,-10.707110087076822,11.641252358754477,10.24903392791748,1.0191474501043558,0.9833191235860189,2.2655500173568726,0.8333333333333334,1.3443268636862438,-0.34073719749139425,16505.0,656305.0,6
Matt Holliday,147.2,629.6,23.8,91.8,92.8,5.0,0.11061507699999999,0.1605305958,0.2019751422,0.3238013752,0.2950628302,0.3831212306,0.4970379724000001,0.38275043396452196,,144.62937169732544,-1.2779060169123113,30.96621321486898,-7.7765652418136595,4.481929917331067,1873.0,407812.0,3.7534173488616944,-10.124335861206054,13.877753067016602,39.50879974365235,4.254705762863159,1.0045836806297301,1.9521833956241608,2.2,3.792353057861328,-0.054214184626334094,1873.0,407812.0,5
Matt Olson,155.16666666666666,664.0,36.833333333333336,91.66666666666667,104.33333333333333,1.1666666666666667,0.11424074216666667,0.23174733216666665,0.2535154138333333,0.288351301,0.2590416785,0.35063503966666665,0.5125570923333334,0.3637237750081816,0.36733333333333335,133.23150127875152,-1.9608954972742747,25.227362974882507,-8.665506027638912,3.966254355756036,14344.0,621566.0,2.705183684825897,-10.554128964742025,13.259312470753988,27.128167629241943,2.714897175629934,0.9502335588137308,0.7456799745559692,0.8333333333333334,2.6902350783348083,0.18382937347222683,14344.0,621566.0,6
Michael Bourn,146.0,651.25,4.75,87.25,48.75,44.5,0.08501658425,0.206029991,0.096491821,0.34624095850000003,0.27413087,0.3382765745,0.370622691,0.3149560027376449,,96.16902039126963,9.03090923774289,6.705626437430163,9.286800786852837,3.794786055035717,6387.0,456422.0,1.3628890663385391,-10.428160548210144,11.791050553321838,11.57042513974011,1.2171412520256126,0.9960127846881894,1.2153583467006683,3.25,0.3584339154185727,1.0237351288694283,6387.0,456422.0,4
Michael Conforto,152.0,643.0,30.5,84.0,87.0,5.0,0.1306455355,0.23957728550000001,0.2206070305,0.289605734,0.2499622615,0.35609205,0.470569292,0.3503066276233567,0.35550000000000004,123.16556395211691,-0.6015797039726751,18.468435008050626,-0.8341442346572876,3.7593840218589314,16376.0,624424.0,2.0021427869796753,-10.909022808074951,12.911166191101074,26.702750205993652,2.8102205991744995,1.014941155910492,1.9170300364494326,7.5,2.5289672613143916,-0.5564878425411514,16376.0,624424.0,2
Michael Harris II,138.0,539.0,18.0,76.0,57.0,20.0,0.046382189,0.187384044,0.184158416,0.334190231,0.293069306,0.330855018,0.477227722,0.3447199068699913,0.357,115.43292633711408,4.9910273919813335,15.296205597034325,4.6715247631073,3.817302838179564,25931.0,671739.0,0.4451608061790466,-8.344987869262695,8.790148735046387,-4.797699451446533,-0.510292649269104,0.855669379234314,1.236799955368042,1.0,0.3936409950256347,0.1266076161580372,25931.0,671739.0,1
Miguel Andujar,149.0,606.0,27.0,83.0,92.0,2.0,0.041254125,0.160066006,0.230366492,0.315673289,0.296684118,0.328382838,0.52705061,0.3609711025526981,0.322,129.30006415117322,-0.1540361924562603,21.072290804560065,-4.159579753875732,3.86901338017466,15878.0,609280.0,1.4167643785476685,-10.15697193145752,11.573736190795898,14.769000053405762,1.4785670042037964,0.9698931574821472,2.2410500049591064,4.0,1.6451976299285889,-0.1844549000534718,15878.0,609280.0,1
Miguel Cabrera,145.2,616.4,28.0,83.0,99.4,1.4,0.1141340206,0.1691847238,0.2147971978,0.3385536582,0.3104536644,0.3897195634,0.5252508622000001,0.3872498139854925,0.3794,145.316852831138,-4.9469315346097575,29.376753135107528,-9.979788333177567,4.241246892760524,1744.0,408234.0,3.6798377320170403,-9.999074268341065,13.6789119720459,37.589699912071225,3.872581508755684,1.0016225278377533,2.880687538534403,1.5,3.690844351053238,0.0052168618061952275,1744.0,408234.0,10
Miguel Montero,139.0,562.0,15.333333333333334,56.666666666666664,82.0,0.3333333333333333,0.10413020266666667,0.1918324153333333,0.155221772,0.3178648783333333,0.2704364246666667,0.35698188633333333,0.42565819666666665,0.34120801231635284,,110.69600702630044,-5.959499346092343,1.2705729854056276,27.305981636047363,4.854593814407953,3364.0,471083.0,1.2460960547129314,-9.827754020690918,11.07384999593099,19.310667117436726,1.9754892339309056,1.0460839470227559,1.8037277857462566,5.666666666666667,1.3437515944242477,-0.11365194322962602,3364.0,471083.0,3
Mike Trout,144.875,642.25,35.0,110.375,92.0,24.5,0.15635547175,0.2103466105,0.283079611375,0.348101635125,0.30741846325,0.42375048675,0.590498074625,0.42336538612620833,0.43360000000000004,174.5321000873024,5.856199061643565,62.13860072103844,1.2066087145358324,8.810560634252699,10155.0,545361.0,5.486674964427948,-8.805409491062164,14.292083740234375,63.35099983215332,6.680436491966248,0.9659359157085419,3.010200023651123,0.375,6.46816623210907,-0.7875910049660386,10155.0,545361.0,8
Mookie Betts,141.55555555555554,646.0,27.77777777777778,110.0,86.0,19.0,0.10904165311111111,0.13568650299999999,0.23144466655555554,0.3039401898888889,0.2937530105555555,0.3738336122222222,0.5251976771111111,0.3805697162489813,0.37,140.478562144801,4.432435062817401,35.823451073809586,2.4254867235819497,6.122155874969322,13611.0,605141.0,3.388570706049601,-10.13846386803521,13.52703497144911,39.91343307495117,4.001507176293267,0.9682074122958713,1.9519642804350172,1.6666666666666667,3.4658813344107733,0.04503471489458076,13611.0,605141.0,9
Nicky Lopez,151.0,565.0,2.0,78.0,43.0,22.0,0.086725663,0.130973451,0.078470825,0.346698113,0.299798792,0.365280289,0.378269617,0.3286870972372955,0.283,104.47418016492274,5.318134066415951,8.413157721246076,26.65581321716309,5.457342530693427,19339.0,670032.0,1.2126463651657104,-8.610493659973145,9.823140144348145,8.918999671936035,0.8662756681442261,0.9513890147209167,0.262000024318695,1.0,0.4320067167282104,0.8425995131129358,19339.0,670032.0,1
Nico Hoerner,145.33333333333334,615.3333333333334,8.666666666666666,81.33333333333333,57.0,31.333333333333332,0.064674094,0.111285034,0.10957201233333334,0.3031286146666667,0.27885840333333334,0.33624435533333336,0.38843041566666664,0.31827661647416877,0.30866666666666664,105.11112170208541,5.04926869738847,8.62239260667896,12.262638409932455,4.277032814972031,21479.0,663538.0,0.9480533103148142,-9.946517944335938,10.89457098642985,9.612600008646647,0.9541350603103638,0.9813024997711182,3.911600112915039,1.3333333333333333,0.27486743211435777,0.6962268995172552,21479.0,663538.0,3
Nolan Arenado,152.1,641.0,31.5,86.3,104.5,2.6,0.07836030940000001,0.1504180836,0.2306350027,0.2931251632,0.285411693,0.3422730224,0.5160466957,0.36006659161130605,0.33466666666666667,118.53416277194196,-1.0234996043145657,14.53631511259552,11.136745677888394,4.745031577186635,9777.0,571448.0,2.0974026739597322,-10.91330623626709,13.010708618164063,23.611800384521484,2.179531182721257,0.9848899841308594,1.950029194355011,1.4,2.073042229283601,0.07826868498874111,9777.0,571448.0,10
Ozzie Albies,155.5,683.0,27.75,101.5,93.25,15.5,0.0669411855,0.16946123375,0.21444177775,0.2941748715,0.274000297,0.32568813425,0.48844207475,0.34295201239304807,0.329,111.95091622011651,5.283195901487488,15.585893460318662,2.071216270327568,3.9816442258140228,16556.0,645277.0,1.350784294307232,-11.25044560432434,12.601229429244995,19.856074810028076,1.9885779917240143,0.9438990503549576,1.2587000131607056,1.75,1.4292698949575424,0.003130002456226244,16556.0,645277.0,4
Paul Goldschmidt,155.72727272727272,673.1818181818181,29.90909090909091,97.27272727272727,97.36363636363636,14.090909090909092,0.12474097809090909,0.22606038718181817,0.22237845254545452,0.34197067854545454,0.2889002309090909,0.37975584790909084,0.5112786834545454,0.37774819538392157,0.37466666666666665,137.5824207412758,1.2043915938543663,31.8503124018938,-9.928725945678623,4.499557543138255,9218.0,502671.0,3.5522291633215817,-10.715090491554953,14.267319332469594,38.58336353302002,3.9990073442459106,0.994544809514826,2.8856852054595947,1.8181818181818181,3.891462578014894,-0.3409691966870176,9218.0,502671.0,11
Peter Bourjos,147.0,552.0,12.0,72.0,43.0,22.0,0.057971014,0.224637681,0.167330677,0.337874659,0.270916334,0.326605504,0.438247011,0.3352281202963733,,113.5526118569717,4.2869784261565655,12.998151887627971,9.172180652618408,4.265671200879395,2578.0,488721.0,-0.505334198474884,-9.772035598754885,9.266701698303224,3.160799980163574,0.4212581813335418,0.9975953102111816,1.7848000526428225,1.0,0.6475433111190796,-1.1540956107363556,2578.0,488721.0,1
Rafael Devers,148.8,647.4,31.6,98.2,99.8,4.8,0.08983516899999999,0.2014420764,0.2402864722,0.3180288842,0.2856837048,0.35532957600000004,0.525970177,0.36919161392981215,0.3736,132.58774246633917,-1.3623566273134202,23.71374241535441,0.3366651117801666,4.6438283431019,17350.0,646240.0,2.1595075368881225,-11.250994873046874,13.410502433776855,30.9862003326416,2.9904410600662232,1.0043386220932007,2.339850068092346,1.6,2.4507317304611207,-0.303680076906448,17350.0,646240.0,5
Riley Greene,137.0,584.0,24.0,82.0,74.0,4.0,0.109589041,0.267123287,0.216796875,0.329341317,0.26171875,0.34819897,0.478515625,0.3553962396136645,0.357,134.9744115098804,-0.1551609709858894,23.21538563829361,-3.886954069137573,4.006801844107629,25976.0,682985.0,2.285531997680664,-9.145102500915527,11.430634498596191,24.354398727416992,2.5920183658599854,0.9680824875831604,2.7088003158569336,2.0,2.068558692932129,0.2923268999748822,25976.0,682985.0,1
Robinson Canó,158.0,682.125,26.75,92.25,98.625,4.25,0.07719271725,0.130774157375,0.198756380625,0.3173669215,0.30339546875,0.361956914625,0.502151849375,0.36799447245609707,0.353,134.00300922086504,-2.373220550158294,24.774629240342257,3.1340571790933605,5.306073078363369,3269.0,429664.0,2.879321739077568,-10.84960687160492,13.728928327560425,33.52774953842163,3.5086318254470825,0.9749201014637947,2.1083399772644045,1.0,2.9660679399967194,0.0007585466560421639,3269.0,429664.0,8
Ronald Acuña Jr.,144.66666666666666,661.0,32.333333333333336,115.66666666666667,85.66666666666667,46.333333333333336,0.10485813033333334,0.20454017466666666,0.21464520933333334,0.33526743566666667,0.2941859663333333,0.37744644866666666,0.5088311756666667,0.37730114020872946,0.4053333333333333,137.28099938249022,6.315551676011334,39.04619787457573,-6.506657958030701,5.439263786569593,18401.0,660670.0,4.204779426256816,-9.715985457102457,13.92076555887858,41.92970116933187,4.13679055372874,0.9180659055709839,1.8249999284744263,2.0,3.7218041022618613,0.8169924446788491,18401.0,660670.0,3
Russell Martin,131.0,516.0,19.333333333333332,63.0,68.66666666666667,5.0,0.11292905400000001,0.23304907566666666,0.17846832433333334,0.27291610866666666,0.23238647933333334,0.3304424083333333,0.41085480366666666,0.3257290699913458,0.3295,105.96588159829794,-2.690404045395553,0.8113434756818271,23.88569180170695,4.36811840080695,4616.0,431145.0,0.0826912224292755,-9.491680781046549,9.574371973673502,5.9280000527699785,0.5963500787814459,1.027314821879069,2.592316230138143,8.333333333333334,0.2657280365626017,-0.21064850996062776,4616.0,431145.0,3
Ryan Braun,145.0,601.5714285714286,27.857142857142858,89.0,93.85714285714286,19.857142857142858,0.08303839714285714,0.18113599742857142,0.22725956142857143,0.32935050871428573,0.2995103407142857,0.36332675614285714,0.5267699021428571,0.37927705029966535,0.35400000000000004,137.09555423924243,1.6276156319904007,28.99785087722944,-10.230180501937866,3.8947746111068966,3410.0,460075.0,2.73780689069203,-9.70396968296596,12.441776275634766,34.55024283272879,3.6378368650163924,0.9640185151781354,2.409670182636806,7.285714285714286,3.208654046058655,-0.33984782774320615,3410.0,460075.0,7
Ryan Zimmerman,144.5,613.25,28.0,88.0,91.75,4.0,0.09363175825,0.19308713775,0.214634017,0.32444033675,0.29168914675,0.35910605675,0.50632316375,0.3706254535167316,0.378,130.83662920321638,0.689603696228005,23.28081673254647,-1.7456147223711005,4.225391111150563,4220.0,475582.0,3.092501610517502,-9.68637466430664,12.778876066207886,30.68174934387207,3.18339467048645,0.9746942073106766,1.4423124939203262,2.75,2.934250593185425,0.26713700985660466,4220.0,475582.0,4
Scott Rolen,133.0,537.0,20.0,66.0,83.0,1.0,0.093109869,0.152700186,0.212314225,0.302387267,0.284501061,0.357541899,0.496815286,0.3692701081658124,,126.1756560899358,-0.9099750574678184,15.93359069808329,11.794638514518738,4.578483610574019,970.0,121409.0,2.458885669708252,-9.4203519821167,11.87923812866211,14.796000480651855,1.5307658910751345,1.076699137687683,2.3673999309539795,7.0,2.3373751640319824,-0.0536492988948098,970.0,121409.0,1
Sean Murphy,148.0,612.0,18.0,67.0,66.0,1.0,0.091503267,0.202614379,0.176908752,0.29,0.24953445,0.332242225,0.426443202,0.3313379441380305,0.344,120.5478118024314,-0.830019123852253,13.320890088611767,17.29264545440674,5.24662807350076,19352.0,669221.0,0.3549427390098572,-9.981882095336914,10.336825370788574,8.70300006866455,0.9654252529144288,0.9341480731964112,1.842599987983704,2.0,1.5605080127716064,-1.1805439051592708,19352.0,669221.0,1
Shane Victorino,138.75,608.0,15.25,83.25,61.5,28.25,0.0755547095,0.12262991875,0.16681689975,0.290981861,0.2718226105,0.33851609775,0.43863951025000003,0.34043251930043583,,111.7550259509805,6.860964244406205,14.360305486589244,4.936262398958206,4.030119883418748,1677.0,425664.0,1.214324414730072,-9.844262957572937,11.058587372303009,16.02042454481125,1.6912290044128895,0.9784272591994461,2.048283338546753,2.0,1.2939894162118435,0.029777371329590907,1677.0,425664.0,4
Shohei Ohtani,152.25,658.75,44.5,107.25,105.0,29.0,0.130267457,0.24946545825,0.31687697775,0.32518803875,0.2858980365,0.38272015525,0.60277501425,0.4067863511180943,0.4165,163.23603195104567,3.2162305654492225,52.923148337032586,-15.420551650226116,6.060803257161012,19755.0,660271.0,4.683050751686096,-9.789262533187866,14.472313165664673,57.09500026702881,5.7837048172950745,0.9460171014070511,1.6960777640342715,3.25,5.408100247383118,-0.4831931650428314,19755.0,660271.0,4
Starling Marte,133.375,562.0,15.5,81.75,61.25,33.875,0.053063055625,0.199457881375,0.16734255675,0.348934678625,0.29293130975,0.349525134875,0.4602738665,0.3499511692177147,0.3426666666666667,123.03815326986225,4.756123467232101,19.883063432750138,1.0063090845942497,4.014736547767864,9241.0,516782.0,2.4036816880106926,-9.397895276546478,11.801576972007751,22.289374947547913,2.360895186662674,1.0001645301251787,1.8923762366175652,3.25,2.1640157997608185,0.24454285152582794,9241.0,516782.0,8
Stephen Drew,151.0,633.0,15.0,83.0,61.0,10.0,0.097946287,0.170616113,0.180530973,0.32054176,0.277876106,0.351822503,0.458407079,0.3551458061594273,,113.15206001900071,1.4952628761529922,11.471336985064006,15.372673511505129,4.791208179048505,4251.0,452220.0,1.0971877574920654,-10.660841941833496,11.75802993774414,17.06999969482422,1.83270001411438,1.0205628871917725,2.231600046157837,6.0,1.2579987049102783,-0.1829177165048137,4251.0,452220.0,1
Steven Kwan,142.33333333333334,632.0,8.333333333333334,88.33333333333333,50.0,17.333333333333332,0.09760662233333334,0.097648385,0.11215251733333333,0.307097997,0.2860310546666667,0.36032602733333335,0.398183572,0.33463088165728827,0.321,118.25275406461806,3.49737682674701,15.524400428880464,2.6733630498250327,4.030036989417772,24610.0,680757.0,0.7122671405474345,-10.854401270548502,11.566668510437012,11.641633828481039,1.217090258995692,1.022092342376709,1.89573339621226,3.3333333333333335,0.6015550891558329,0.09893853922577904,24610.0,680757.0,3
Steven Souza Jr.,148.0,617.0,30.0,78.0,78.0,16.0,0.136142625,0.290113452,0.219885277,0.301587301,0.239005736,0.351219512,0.458891013,0.3480919054048485,0.35,120.88141675563482,1.569425302091986,17.46550343212577,-0.1357069015502929,3.7514084274670703,5667.0,519306.0,2.3025765419006348,-11.036815643310549,13.339391708374023,18.858200073242188,1.8694969415664675,1.0914828777313232,3.475466728210449,3.0,1.5984681844711304,0.5111173975643868,5667.0,519306.0,1
