Name,W,L,SV,G,GS,IP,K/9,BB/9,HR/9,BABIP,LOB%,GB%,HR/FB,vFA (pi),ERA,xERA,FIP,xFIP,WAR,PlayerId_x,MLBAMID_x,WPA,-WPA,+WPA,RE24,REW,pLI,inLI,gmLI,exLI,Pulls,WPA/LI,Clutch,SD,MD,PlayerId_y,MLBAMID_y,Years_Contributed
Aaron Nola,11.0,8.222222222222221,0.0,28.444444444444443,28.444444444444443,171.98888888888888,9.659587902663796,2.3066303924056117,1.1046982126878888,0.2949813350837249,0.7359072433333333,0.47118516577777775,0.13692266566666667,92.52573606587589,3.785004036586653,3.4444444444444446,3.484103898299083,3.3667163659308534,3.892599688635932,16149.0,605400.0,1.3152854839960735,-11.366879834069145,12.682165516747368,12.87914448314243,1.3252929432524576,0.9752981464068095,0.9339636564254761,0.8695781760745578,1.1115812725490994,28.0,1.5648199535078473,-0.20656334432225598,0.0,0.0,16149.0,605400.0,9
Adam Wainwright,12.416666666666666,8.416666666666666,0.0,26.583333333333332,26.25,162.95,7.399257091716607,2.5678254958826883,0.8297980522186409,0.30424089061434295,0.7337422933333334,0.47360894391666664,0.09764768566666666,89.82926875654402,3.819727794854204,4.605,3.6408974317554184,3.865201578374857,2.8412291458807886,2233.0,425794.0,0.773229640054827,-10.685111969088515,11.458342068518201,7.832749806014665,0.893763493768347,0.9683879615074239,0.8846799815035792,0.8452958363729218,1.033135548254682,24.5,0.8348046873385707,0.0051282846481655224,0.0,0.0,2233.0,425794.0,12
Blake Snell,9.0,7.0,0.0,25.0,25.0,130.6875,11.215932398923876,4.12321331166649,0.8357362329209383,0.2920870656053635,0.76252850625,0.4086728285,0.103397736625,95.40316864289592,3.3369241383610664,3.5825,3.2920168599683226,3.619374440592304,2.9952475130558014,13543.0,605483.0,1.6497203432954848,-8.498349726200104,10.148070035036653,15.617162503302097,1.6347883371636271,1.0037680293611635,0.9168159565818843,0.8771233335137367,1.1038436633348465,25.0,1.4460261042695493,0.20085303410477903,0.0,0.0,13543.0,605483.0,8
C.J. Wilson,13.666666666666666,8.333333333333334,0.0,31.0,31.0,191.41666666666666,7.783593166523592,3.7044723296755584,0.7207027680452786,0.2868903089045586,0.7231084666666666,0.47336314416666664,0.08744706966666667,91.606052294447,3.6509832366599952,4.55,3.7811332975638035,3.9749137947221147,2.800592929124832,3580.0,450351.0,0.4422483791907628,-13.828149000803629,14.270397981007894,6.112433314323425,0.6012246857086817,0.9980238576730093,0.8902053932348887,0.8731466035048167,1.0765873789787292,29.833333333333332,0.5432231103380522,-0.10809588707189317,0.0,0.0,3580.0,450351.0,6
Chris Sale,9.857142857142858,5.928571428571429,0.8571428571428571,26.571428571428573,20.857142857142858,139.6142857142857,10.977868707520631,2.2755125895382142,0.8758414405162692,0.295215654253764,0.7670196642857142,0.4441996432142857,0.11081680792857142,94.70453155648975,3.0117534609086722,3.1933333333333334,2.9192102252241696,2.968048257807889,3.855843917134085,10603.0,519242.0,2.300539056105273,-8.464120283722878,10.764659539929458,20.63898609365736,2.0887917280197144,1.0463023696098712,1.0058483384704726,0.9769196409554708,1.0852107622940552,23.642857142857142,2.2029668546414802,0.05078470849907425,2.5714285714285716,0.7857142857142857,10603.0,519242.0,14
Clayton Kershaw,13.785714285714286,5.642857142857143,0.0,26.357142857142858,26.285714285714285,171.6,9.65939720115631,1.9768424440704195,0.7814305159165306,0.2736158404943105,0.790686115,0.4664678509285714,0.10314376014285716,92.32541920349591,2.571336050701905,3.102222222222222,2.836506267543155,3.0133691975048964,4.968987016938627,2036.0,477132.0,3.0798716603645255,-9.3917464528765,12.471618270767587,29.651928360973084,3.230428497972233,0.9680864569028235,0.9260456152054486,0.8720279017399097,1.063774554159841,24.571428571428573,3.235133525516306,-0.07856033443158451,0.0,0.0,2036.0,477132.0,14
Cliff Lee,10.6,7.8,0.0,26.8,26.8,191.71999999999997,8.563479527712984,1.2406375595652004,0.829454068996003,0.3062765234483954,0.750527706,0.45175144520000005,0.0941590286,91.73748831813873,3.0510084107173987,,2.8206622117122144,2.9187122811388218,5.388162922859192,1636.0,424324.0,2.1086816787719727,-11.999682426452637,14.108363723754882,20.697600650787354,2.248394078016281,1.0044866819130747,0.9457407266862929,0.8756491099085126,1.1124233654567175,23.6,2.278984068334103,-0.08634637850783675,0.0,0.0,1636.0,424324.0,5
Cole Hamels,11.5,8.7,0.0,30.6,30.5,195.51999999999998,8.560940948131265,2.7207849318292743,0.994327828551975,0.28736106643840803,0.7718996330000001,0.4673503562,0.11992138599999999,92.6208930845479,3.3715674728548564,4.314,3.699480034650045,3.6591952106042926,3.6625453047454357,4972.0,430935.0,1.75880818516016,-13.491217860579491,15.25002665668726,17.678820019960405,1.8709501825273036,1.0229423826971589,0.9342686136206746,0.8718521552160382,1.0610518826092885,29.5,1.5096122279763222,0.20312620249747187,0.0,0.1,4972.0,430935.0,10
Corbin Burnes,9.333333333333334,5.833333333333333,0.3333333333333333,31.166666666666668,21.5,140.54999999999998,10.37682649328723,2.6122428900063692,1.2521766481681664,0.28785877892372935,0.7417290383333333,0.4703249215,0.1602798075,95.76929896935081,3.849571900572171,3.57,3.668639334241505,3.2736107382826414,3.1774083400766053,19361.0,669203.0,1.506861204902331,-8.499919811884562,10.006781220436096,14.468683560689291,1.5059370795885723,0.9588845266317961,0.9395318380717573,0.9427628045280775,1.180398639705446,28.833333333333332,1.6553334544102352,-0.06428438219438189,3.3333333333333335,1.6666666666666667,19361.0,669203.0,6
Corey Kluber,9.666666666666666,6.416666666666667,0.08333333333333333,22.5,21.583333333333332,136.56666666666666,9.202686463613334,2.673042995593292,1.0260585750281646,0.3161960885773251,0.7170183916666666,0.4079173975833333,0.10748830125000002,92.11873138958839,4.375970414313334,3.9675000000000002,3.7118696078430493,3.8425935855308793,3.193152308522258,2429.0,446372.0,1.2332283811022837,-8.319888640195131,9.553116883384064,11.88674165805181,1.1734387278556824,0.8570735578978129,0.8111507937562137,0.794929473216717,0.925777626974242,20.666666666666668,1.4417489090313513,-0.12120957743250926,0.08333333333333333,0.16666666666666666,2429.0,446372.0,12
