Name,Team,WPA,-WPA,+WPA,RE24,REW,pLI,phLI,PH,WPA/LI,Clutch,NameASCII,PlayerId,MLBAMID
"Alex Gordon","KCR",2.8541760444641113,-9.975173950195312,12.829350471496582,21.802000045776367,2.3440568447113037,1.002845048904419,,0,0.6708630323410034,2.175215778719809,"Alex Gordon",5209,460086
"Denard Span","WSN",4.042365550994873,-10.025894165039062,14.068260192871094,21.10569953918457,2.3660266399383545,0.9912889003753662,,0,2.145474910736084,1.9324135327481224,"Denard Span",8347,452655
"Justin Morneau","COL",3.436018228530884,-8.996818542480469,12.432835578918457,24.614999771118164,2.63570237159729,1.0349010229110718,3.3706798553466797,5,1.4457663297653198,1.874375550919765,"Justin Morneau",1737,408047
"Mike Trout","LAA",7.167886257171631,-9.397762298583984,16.56564712524414,66.69400024414062,7.471908092498779,0.967998743057251,,0,5.698707103729248,1.7061436861934158,"Mike Trout",10155,545361
"Buster Posey","SFG",5.030715465545654,-8.480241775512695,13.510957717895508,35.02199935913086,3.992382287979126,0.9642820358276367,3.253033399581909,6,3.5308239459991455,1.686234216064224,"Buster Posey",9166,457763
"Jacoby Ellsbury","NYY",2.8410000801086426,-10.268939971923828,13.109939575195312,18.98189926147461,2.0489468574523926,1.0306282043457031,1.5368499755859375,4,1.1343334913253784,1.6222377611683942,"Jacoby Ellsbury",4727,453056
"Jonathan Lucroy","MIL",3.9066240787506104,-10.214427947998047,14.121051788330078,25.751998901367188,2.8577215671539307,0.9973344802856445,3.191466808319092,3,2.3545236587524414,1.5625414342259165,"Jonathan Lucroy",7870,518960
"Casey McGehee","MIA",2.124349594116211,-13.235172271728516,15.359521865844727,5.905000686645508,0.7006245255470276,1.171026349067688,0.525600016117096,1,0.3122904598712921,1.5018015934864404,"Casey McGehee",6086,431171
"Salvador Perez","KCR",0.5751138925552368,-11.034984588623047,11.610097885131836,-12.186999320983887,-1.2811322212219238,1.035997748374939,2.989500045776367,2,-0.9352251887321472,1.4903556351615508,"Salvador Perez",7304,521692
"Adam Eaton","CHW",2.574674129486084,-8.457435607910156,11.032110214233398,19.41309928894043,2.044145107269287,1.0221086740493774,,0,1.069981575012207,1.4490011856816944,"Adam Eaton",11205,594809
"Conor Gillaspie","CHW",1.9103440046310425,-8.367427825927734,10.277771949768066,12.595999717712402,1.3261092901229858,1.0308201313018799,2.5880444049835205,9,0.4139311611652374,1.4392961348697781,"Conor Gillaspie",9009,543216
"Hunter Pence","SFG",3.9885504245758057,-10.610538482666016,14.599087715148926,35.49639892578125,3.915072441101074,0.9915574789047241,0.7541999816894531,1,2.6200432777404785,1.4024672770501168,"Hunter Pence",8252,452254
"Coco Crisp","OAK",2.1992697715759277,-8.431923866271973,10.631194114685059,13.306699752807617,1.5489075183868408,1.039904236793518,2.1021454334259033,11,0.7787087559700012,1.336168454605891,"Coco Crisp",1572,424825
"Yoenis Cespedes","- - -",2.8848899602890015,-11.27278995513916,14.157680034637451,18.532000064849854,2.0242093205451965,1.0697115884022574,2.5773199558258058,5,1.4323944002389908,1.2644913693149604,"Yoenis Cespedes",13110,493316
"David Ortiz","BOS",4.070267677307129,-10.41660213470459,14.486869812011719,36.755001068115234,3.8521761894226074,1.1095795631408691,1.8481999635696411,6,2.439300060272217,1.2289972052122766,"David Ortiz",745,120074
"Josh Harrison","PIT",3.71340012550354,-8.267040252685547,11.980440139770508,24.00320053100586,2.7484028339385986,0.9692164063453674,1.4855047464370728,21,2.613449811935425,1.217892807929719,"Josh Harrison",8202,543281
"Chris Carter","HOU",2.295865774154663,-9.110686302185059,11.4065523147583,16.878999710083008,1.9127851724624634,0.9362406730651855,1.2941428422927856,7,1.2683866024017334,1.1838309098306303,"Chris Carter",9911,474892
"Curtis Granderson","NYM",2.3610122203826904,-10.130986213684082,12.491997718811035,11.058699607849121,1.130892038345337,0.9972752928733826,1.804466724395752,6,1.2458187341690063,1.1216441291493697,"Curtis Granderson",4747,434158
"José Reyes","TOR",2.1313815116882324,-11.013293266296387,13.144676208496094,11.494500160217285,1.2439548969268799,1.0187944173812866,,0,0.9849663972854614,1.1070960201419369,"Jose Reyes",1736,408314
"Adam LaRoche","WSN",4.063251972198486,-9.42348575592041,13.486738204956055,28.53700065612793,3.223299264907837,1.0665876865386963,1.3622000217437744,4,2.715303421020508,1.0942773790209799,"Adam LaRoche",1904,425560
"Omar Infante","KCR",-0.68867027759552,-9.841513633728027,9.152843475341797,-7.550099849700928,-0.8283576965332031,0.9964496493339539,3.4284000396728516,1,-1.7500224113464355,1.0588984011610334,"Omar Infante",1609,408299
"Luis Valbuena","CHC",2.9433462619781494,-8.931509971618652,11.874855995178223,17.746299743652344,2.1021249294281006,1.0655879974365234,1.9358999729156494,18,1.7060575485229492,1.056122833631255,"Luis Valbuena",4969,472528
"Neil Walker","PIT",3.553339719772339,-9.45915412902832,13.012494087219238,24.437999725341797,2.7957000732421875,1.0684661865234375,3.6324000358581543,3,2.370342493057251,0.9553029645066924,"Neil Walker",7539,435522
"Dioner Navarro","TOR",0.7871497869491577,-8.762822151184082,9.549971580505371,4.809999465942383,0.504460871219635,0.9873761534690857,1.1972999572753906,18,-0.13605310022830963,0.933266790455236,"Dioner Navarro",3179,425900
"Billy Butler","KCR",-0.010300114750862122,-10.1350679397583,10.124768257141113,1.3680001497268677,0.13511177897453308,0.9848975539207458,1.3539000749588013,8,-0.8811726570129395,0.8707146000202515,"Billy Butler",7399,456714
"Chris Davis","BAL",1.0121856927871704,-8.885488510131836,9.897674560546875,10.433999061584473,1.1678816080093384,1.0294770002365112,3.425466537475586,3,0.15583397448062897,0.8273698198291338,"Chris Davis",9272,448801
"Austin Jackson","- - -",-0.6005955338478088,-10.484772205352783,9.884176254272461,-12.501500368118286,-1.4073983542621136,0.9196031663728796,,0,-1.4359437143430114,0.7828407718893747,"Austin Jackson",9848,457706
"Kurt Suzuki","MIN",1.6383434534072876,-7.822595596313477,9.46094036102295,14.677000045776367,1.504553198814392,0.9963178038597107,1.7194181680679321,11,0.8902696967124939,0.7541287543242992,"Kurt Suzuki",8259,435559
"Matt Carpenter","STL",2.8084158897399902,-9.577367782592773,12.385784149169922,26.270401000976562,2.9395699501037598,0.9510878324508667,0.8342000246047974,2,2.210834264755249,0.7420117226683924,"Matt Carpenter",8090,572761
"Matt Holliday","STL",4.587438583374023,-10.80249309539795,15.389931678771973,41.52299880981445,4.64436674118042,1.0410116910934448,,0,3.6710684299468994,0.7356434471844011,"Matt Holliday",1873,407812
"Domonic Brown","PHI",-0.14400164783000946,-9.413186073303223,9.269184112548828,0.7329999804496765,0.17318511009216309,1.0586479902267456,1.3440916538238525,24,-0.8515952825546265,0.7155711752409513,"Domonic Brown",3154,502126
"Ian Kinsler","DET",1.0994676351547241,-12.316231727600098,13.41569995880127,4.729300022125244,0.4627076983451843,0.9452109336853027,3.413599967956543,1,0.5381342768669128,0.6250639003568594,"Ian Kinsler",6195,435079
"Alex Rios","TEX",-0.3479296565055847,-9.32551383972168,8.977583885192871,-7.7820000648498535,-0.7389856576919556,0.9826922416687012,4.651199817657471,1,-0.9764831066131592,0.6224255067334976,"Alex Rios",2090,425567
"Norichika Aoki","KCR",0.6440683007240295,-9.235459327697754,9.879528045654297,8.755499839782715,0.9416899681091309,1.023098111152649,2.580399990081787,3,0.07011665403842926,0.5594107526717693,"Norichika Aoki",13075,493114
"Dayan Viciedo","CHW",0.509303867816925,-11.014947891235352,11.524251937866211,-4.833999156951904,-0.5606115460395813,1.0481277704238892,1.762600064277649,6,-0.06688842177391052,0.55280615259689,"Dayan Viciedo",3917,493364
"Ryan Howard","PHI",0.632179856300354,-12.874658584594727,13.506837844848633,9.868999481201172,1.0507911443710327,1.1621038913726807,1.422971487045288,7,-0.002238445682451129,0.5462344351921509,"Ryan Howard",2154,429667
"Howie Kendrick","LAA",2.2222061157226562,-10.649153709411621,12.871359825134277,29.702899932861328,3.274139642715454,0.9919990301132202,,0,1.7091847658157349,0.5309445571625631,"Howie Kendrick",4229,435062
"Jayson Werth","WSN",4.511514663696289,-9.065835952758789,13.577349662780762,46.409000396728516,5.220812797546387,1.0075594186782837,1.7774399518966675,5,3.9473354816436768,0.5303306292190388,"Jayson Werth",1327,150029
"Billy Hamilton","CIN",-0.43515855073928833,-11.624704360961914,11.189545631408691,-3.2125000953674316,-0.3251822292804718,1.030469536781311,1.2706444263458252,9,-0.9459254145622253,0.5236338909345464,"Billy Hamilton",10199,571740
"Alexei Ramirez","CHW",-0.06045603007078171,-12.46729850769043,12.406842231750488,0.08189988136291504,-0.01288160402327776,1.0409654378890991,1.6654000282287598,1,-0.568411648273468,0.5103347632297376,"Alexei Ramirez",5133,493351
"Miguel Montero","ARI",0.6664620637893677,-11.037599563598633,11.704062461853027,1.9830000400543213,0.22690348327159882,1.1635743379592896,2.3513500690460205,4,0.06305350363254547,0.5097178630497313,"Miguel Montero",3364,471083
"Jason Heyward","ATL",2.756727695465088,-10.036784172058105,12.793512344360352,19.410200119018555,2.221698760986328,1.0023714303970337,0.21459999680519104,1,2.2704291343688965,0.47977663952587957,"Jason Heyward",4940,518792
"Kole Calhoun","LAA",2.125439405441284,-8.105538368225098,10.230978012084961,20.024099349975586,2.192453384399414,0.957602322101593,0.81632000207901,10,1.7655400037765503,0.45400286530997036,"Kole Calhoun",11200,594777
"Todd Frazier","CIN",2.5301241874694824,-11.782883644104004,14.313008308410645,13.8100004196167,1.546543836593628,1.0430710315704346,2.009999990463257,1,1.9729267358779907,0.45272224764344715,"Todd Frazier",785,453943
"Carlos Santana","CLE",2.5515201091766357,-11.05892562866211,13.610445976257324,17.816999435424805,1.828850269317627,1.0878934860229492,0.02160000056028366,1,1.9281965494155884,0.41718021950350703,"Carlos Santana",2396,467793
"Miguel Cabrera","DET",4.4968581199646,-9.540628433227539,14.03748607635498,44.79800033569336,4.7529616355896,0.8722819089889526,5.558000087738037,1,4.747201442718506,0.4080792912093969,"Miguel Cabrera",1744,408234
"Zack Cozart","CIN",-2.6154117584228516,-10.293166160583496,7.677753925323486,-24.91900062561035,-2.7374472618103027,1.0802617073059082,0.19660000503063202,1,-2.8215410709381104,0.4004501994070879,"Zack Cozart",2616,446359
"Matt Adams","STL",1.5022457838058472,-9.683684349060059,11.185930252075195,10.097000122070312,0.9841277599334717,1.0423200130462646,1.208340048789978,10,1.0487778186798096,0.39247416248038336,"Matt Adams",9393,571431
"Khris Davis","MIL",1.5139997005462646,-9.075433731079102,10.589433670043945,5.714000225067139,0.5722829699516296,1.0159257650375366,1.8480181694030762,11,1.1409661769866943,0.34929989623404456,"Khris Davis",9112,501981
"Dee Strange-Gordon","LAD",1.1522362232208252,-10.543725967407227,11.695961952209473,3.2158005237579346,0.3474939465522766,0.9594573974609375,1.081375002861023,8,0.8888177871704102,0.31210705458915977,"Dee Strange-Gordon",8203,543829
"Lonnie Chisenhall","CLE",0.6954438090324402,-9.294686317443848,9.990129470825195,14.352999687194824,1.4699050188064575,1.0600475072860718,2.0364999771118164,14,0.3898240029811859,0.2662256591824579,"Lonnie Chisenhall",7571,502082
"Brandon Crawford","SFG",0.8548682332038879,-9.048531532287598,9.903400421142578,9.688000679016113,1.1280219554901123,1.0404257774353027,2.0659332275390625,6,0.5690814852714539,0.2525708149158573,"Brandon Crawford",5343,543063
"Lucas Duda","NYM",2.3392624855041504,-10.290929794311523,12.630191802978516,31.808000564575195,3.630523681640625,1.0521409511566162,1.2913399934768677,10,1.9807993173599243,0.24253633261416363,"Lucas Duda",2502,446263
"Brett Gardner","NYY",1.0957250595092773,-10.413299560546875,11.509025573730469,9.864599227905273,0.990324854850769,0.9637709259986877,1.8087999820709229,3,0.9048963189125061,0.23201809710793442,"Brett Gardner",9927,458731
"Marlon Byrd","PHI",2.020524263381958,-11.989941596984863,14.010466575622559,14.602999687194824,1.6520309448242188,1.1286845207214355,2.2872400283813477,5,1.5585561990737915,0.2316023671927805,"Marlon Byrd",950,407781
"Kyle Seager","SEA",1.3066821098327637,-11.353179931640625,12.659862518310547,24.163000106811523,2.761448621749878,0.9879595041275024,2.8835999965667725,1,1.1085492372512817,0.21405771614478386,"Kyle Seager",9785,572122
"Josh Donaldson","OAK",3.5147600173950195,-11.249611854553223,14.764371871948242,31.968000411987305,3.5662243366241455,1.0299954414367676,0.5662000179290771,3,3.2013120651245117,0.2110914038580196,"Josh Donaldson",5038,518626
"DJ LeMahieu","COL",-1.8624646663665771,-10.477066040039062,8.614602088928223,-15.541999816894531,-1.673209309577942,1.0336124897003174,1.8655999898910522,1,-2.0126333236694336,0.2107349478994438,"DJ LeMahieu",9874,518934
"James Loney","TBR",0.3545096218585968,-10.949470520019531,11.303979873657227,2.4529995918273926,0.305279016494751,1.0033220052719116,2.7552666664123535,3,0.1427016258239746,0.2106342125168985,"James Loney",4556,425766
"Jose Altuve","HOU",3.291149854660034,-11.59321403503418,14.884364128112793,26.708398818969727,2.979369878768921,1.0184412002563477,4.499800205230713,1,3.0261175632476807,0.20543851856797302,"Jose Altuve",5417,514888
"Adrián González","LAD",2.7520999908447266,-10.830955505371094,13.583056449890137,31.81999969482422,3.6338868141174316,1.0067492723464966,1.6899999380111694,4,2.5308773517608643,0.2027724917897813,"Adrian Gonzalez",1908,408236
"Eric Hosmer","KCR",0.16116967797279358,-8.971198081970215,9.132368087768555,5.133000373840332,0.659911572933197,0.9661215543746948,3.4261999130249023,1,-0.004502732772380114,0.1713240579389714,"Eric Hosmer",3516,543333
"Yangervis Solarte","- - -",0.6001699343323708,-8.736360549926758,9.336529731750488,1.799299716949463,0.14799366518855095,0.9940131606854798,2.476249933242798,4,0.4375741183757782,0.16621057791384486,"Yangervis Solarte",5352,500208
