Name,Team,W,L,SV,G,GS,IP,K/9,BB/9,HR/9,BABIP,LOB%,GB%,HR/FB,vFA (pi),ERA,xERA,FIP,xFIP,WAR,NameASCII,PlayerId,MLBAMID
"Luke Weaver","NYY",1,0,4,12,0,15.1,9.3913068789397,1.1739133598674625,1.1739133598674625,0.14285714285714285,0.97222222,0.416666666,0.111111111,,1.7608700398011936,,3.3621320049343724,3.441446242310463,,"Luke Weaver",16918,596133
"Matthew Boyd","CLE",0,0,0,3,3,11.2,10.800000588553324,4.628571680808568,0,0.2692307692307692,0.92857143,0.461538461,0,,0.7714286134680947,,2.566479745592388,3.732886293956226,,"Matthew Boyd",15440,571510
"Tarik Skubal","DET",1,1,0,3,3,19,9.473684210526315,0.9473684210526315,0.47368421052631576,0.25,0.76923077,0.458333333,0.058823529,,2.3684210526315788,,2.3770060940792685,3.0456451943830443,,"Tarik Skubal",22267,669373
"Anthony Banda","LAD",0,0,0,10,0,8,12.375006638470873,6.7500036209841126,0,0.3157894736842105,0.92857143,0.421052631,0,,1.125000603497352,,3.416479912400318,4.739487977561283,,"Anthony Banda",14706,607455
"Blake Treinen","LAD",2,0,3,9,0,12.1,13.135137505040621,2.9189194455645824,0,0.3870967741935484,0.82352941,0.516129032,0,,2.189189584173437,,1.4637767683771221,2.4445391547722597,,"Blake Treinen",12572,595014
"Cole Ragans","KCR",1,0,0,2,2,10,11.7,3.6,0,0.2916666666666667,0.90909091,0.375,0,,0.9,,1.7664797782897952,3.580889865756035,,"Cole Ragans",21846,666142
"Yu Darvish","SDP",1,1,0,2,2,13.2,4.609756312010059,1.9756098480043107,1.317073232002874,0.1111111111111111,0.96774194,0.394736842,0.111111111,,1.9756098480043107,,4.703065215626481,4.79205190113159,,"Yu Darvish",13074,506433
"Zack Wheeler","PHI",0,0,0,1,1,7,11.571428571428571,5.142857142857143,0,0.08333333333333333,1,0.416666666,0,,0,,2.7379083497183667,3.817914354162557,,"Zack Wheeler",10310,554430
"Alex Vesia","LAD",0,0,1,7,0,5.2,9.529414437634648,3.176471479211549,0,0.15384615384615385,1,0.307692307,0,,0,,2.6370678650878703,4.771668566728701,,"Alex Vesia",25007,681911
"Tim Herrin","CLE",1,0,0,9,0,8.1,6.480002471924771,5.400002059937309,0,0.2727272727272727,0.90909091,0.409090909,0,,1.0800004119874618,,3.526479915618949,4.615126383384363,,"Tim Herrin",25139,682120
"Evan Phillips","LAD",2,0,0,5,0,6.2,8.10000193119095,4.050000965595475,0,0.17647058823529413,1,0.235294117,0,,0,,2.7164796710014087,5.211294136077608,,"Evan Phillips",17734,623465
"Beau Brieske","DET",0,1,2,6,0,6,9.000002861023859,3.0000009536746197,1.5000004768373099,0,1,0.25,0.166666666,,1.5000004768373099,,4.333146815829925,3.6784883472748025,,"Beau Brieske",26079,689225
"Mark Leiter Jr.","NYY",1,0,0,6,0,5.1,8.437505029144901,8.437505029144901,0,0.21428571428571427,0.875,0.538461538,0,,1.68750100582898,,4.103980337083673,4.9544855725240975,,"Mark Leiter Jr.",15551,643410
"Tanner Scott","SDP",0,0,0,5,0,4.1,14.538465804603518,4.153847372743862,0,0.25,1,0.428571428,0,,0,,1.3203253904036338,2.3671007480288564,,"Tanner Scott",17586,656945
"Clay Holmes","NYY",3,1,0,13,0,12,9.000003576280108,3.7500014901167114,0.7500002980233423,0.2413793103448276,0.87301587,0.535714285,0.125,,2.250000894070027,,3.749813343419061,3.6744855843010766,,"Clay Holmes",13649,605280
"Pedro Avila","CLE",1,0,0,3,0,4,6.750001609325793,4.500001072883862,0,0,1,0.25,0,,0,,3.166479778289795,5.4344929283590675,,"Pedro Avila",18864,658648
"Tobias Myers","MIL",0,0,0,1,1,5,9,0,0,0.16666666666666666,1,0.166666666,0,,0,,1.7664797782897952,3.8832915470004084,,"Tobias Myers",22191,668964
"Corbin Burnes","BAL",0,1,0,1,1,8,3.375,1.125,0,0.21739130434782608,0.83333333,0.391304347,0,,1.125,,2.791479778289795,4.681490286067128,,"Corbin Burnes",19361,669203
"Tommy Kahnle","NYY",1,1,1,9,0,8.2,7.269232902301759,7.269232902301759,0,0.24,0.76923077,0.56,0,,2.076923686371931,,3.9741723229899906,5.544335359427825,,"Tommy Kahnle",11384,592454
"John Schreiber","KCR",0,0,0,5,0,3.2,9.818183520608992,9.818183520608992,0,0,1,0.142857142,0,,0,,4.257389058357461,6.319219060717155,,"John Schreiber",20020,670167
