Name,Team,W,L,SV,G,GS,IP,K/9,BB/9,HR/9,BABIP,LOB%,GB%,HR/FB,vFA (pi),ERA,xERA,FIP,xFIP,WAR,NameASCII,PlayerId,MLBAMID
"Joe Blanton","PHI",0,0,0,1,0,1,0,0,0,0,1,0.666666666,0,,0,,3.0253862857818605,4.281643596291542,,"Joe Blanton",4849,430599
"Yoshinori Tateyama","TEX",0,0,0,1,0,0.2,0,0,0,0.3333333333333333,1,0,0,,0,,3.025386285781861,6.794162148450471,,"Yoshinori Tateyama",11651,599899
"Mike Adams","TEX",2,0,0,11,0,8.1,6.4800017303471416,6.4800017303471416,2.1600005767823807,0.36,0.98591549,0.555555555,0.285714285,,3.2400008651735708,,6.865387311172759,4.800642900654652,,"Mike Adams",1937,430606
"Marc Rzepczynski","STL",1,0,0,12,0,8.1,9.720009269723196,1.080001029969244,0,0.3181818181818182,0.55555556,0.636363636,0,,4.320004119876976,,1.5853849124895352,2.0376379755751515,,"Marc Rzepczynski",6612,519240
"Ian Kennedy","ARI",0,1,0,2,2,12.2,5.684209099767308,2.1315784124127406,0.7105261374709135,0.2857142857142857,0.73863636,0.285714285,0.052631578,,4.263156824825481,,4.20959651490005,5.067666475843708,,"Ian Kennedy",6986,453178
"J.J. Putz","ARI",0,1,0,3,0,2.1,0,3.8571433826369397,0,0.3,0.75,0.5,0,,3.8571433826369397,,4.31110074666084,5.926288937368073,,"J.J. Putz",1795,407816
"Max Scherzer","DET",1,1,0,4,3,15.2,8.042556516507108,5.170214903468856,0.5744683226076506,0.2978723404255319,0.63559322,0.3125,0.045454545,,5.744683226076506,,3.9828334901279447,4.917152652862016,,"Max Scherzer",3137,453286
"Jake McGee","TBR",0,0,0,1,0,0.1,0,0,0,0,1,0,0,,0,,12.025395673523207,12.025395673523207,,"Jake McGee",7550,459429
"Brandon Gomes","TBR",0,0,0,3,0,2.1,11.571444336270382,7.714296224180255,3.8571481120901274,0,0.625,0.25,0.333333333,,7.714296224180255,,8.596822447689823,4.64057645695914,,"Brandon Gomes",2267,460156
"Alexi Ogando","TEX",2,0,0,13,0,13,10.384614622804596,6.230768773682757,1.3846152830406129,0.28125,0.87209302,0.44117647,0.142857142,,2.7692305660812258,,4.794616925222644,4.14750946093536,,"Alexi Ogando",10261,468396
"Vance Worley","PHI",0,0,0,2,0,1.1,0,6.750001609325793,0,0.42857142857142855,0.75,0.285714285,0,,6.750001609325793,,5.275386822223791,8.101966444779674,,"Vance Worley",6435,474699
"Fernando Salas","STL",0,0,0,11,0,13.1,8.10000077247627,2.70000025749209,0,0.2857142857142857,0.5625,0.414634146,0,,3.3750003218651123,,2.1253861999511643,3.5386758090563566,,"Fernando Salas",4971,477569
"Phil Coke","DET",0,0,1,5,0,4.1,6.230766945337535,4.153844630225024,0,0.375,0.5,0.4375,0,,8.307689260450047,,3.0253862857818605,4.474913420071186,,"Phil Coke",5535,457435
"Ryan Perry","DET",0,1,0,5,0,6.1,4.263160034561174,0,1.4210533448537248,0.34782608695652173,0.52631579,0.347826086,0.1,,5.684213379414899,,4.130649998445868,4.061582559320186,,"Ryan Perry",8799,543634
"Jaime García","STL",0,2,0,5,5,25.2,7.363635451622077,2.8051944577607912,1.0519479216602967,0.3157894736842105,0.75471698,0.539473684,0.157894736,,4.207791686641187,,3.960451105035458,3.3709273689469947,,"Jaime Garcia",8137,448802
"Kyle McClellan","STL",0,0,0,1,0,0.1,0,0,0,0.6666666666666666,0.5,0,0,,27.000028163224034,,3.025386285781861,3.025386285781861,,"Kyle McClellan",4845,449072
"Jarrod Parker","ARI",0,0,0,1,0,0.1,0,27.000028163224034,0,0.6666666666666666,0.66666667,0.5,0,,27.000028163224034,,12.025395673523207,12.025395673523207,,"Jarrod Parker",4913,519105
"Marco Estrada","MIL",0,0,0,4,0,6,13.5,3,0,0.4375,0.55555556,0.3125,0,,6,,1.025386285781861,2.0722673778732625,,"Marco Estrada",1118,462136
"Jeremy Hellickson","TBR",0,1,0,1,1,4,2.25,2.25,6.75,0.09090909090909091,1,0.285714285,0.428571428,,6.75,,13.02538628578186,5.4738365791738035,,"Jeremy Hellickson",4371,476451
"Justin Verlander","DET",2,1,0,4,4,20.1,11.065575500484451,4.42623020019378,0.8852460400387561,0.32075471698113206,0.66176471,0.333333333,0.086956521,,5.311476240232537,,3.4680093058012385,3.6103331710877007,,"Justin Verlander",8700,434378
"Mark Lowe","TEX",0,1,0,2,0,1,9,0,9,0.5,0.625,0.2,1,,18,,14.02538628578186,2.2816435962915422,,"Mark Lowe",7416,450275
"Joe Saunders","ARI",0,0,0,1,1,3,3,6,0,0.4166666666666667,0.57142857,0.333333333,0,,9,,4.3587196191151945,6.033729366461436,,"Joe Saunders",4366,434578
"Luis Ayala","NYY",0,0,0,2,0,1.1,0,0,0,0.42857142857142855,0.75,0.666666666,0,,6.750001609325793,,5.275386822223791,5.275386822223791,,"Luis Ayala",1650,425646
"J.P. Howell","TBR",0,0,0,1,0,0,0,0,0,1,1,0,0,,0,,3.0253862857818605,3.0253862857818605,,"J.P. Howell",8245,434442
"Daniel Hudson","ARI",0,1,0,1,1,5.1,10.12500603497388,0,1.68750100582898,0.47058823529411764,0.52631579,0.388888888,0.142857142,,8.437505029144901,,3.2128863975406365,2.424223647504963,,"Daniel Hudson",7146,543339
"Freddy Garcia","NYY",0,1,0,1,1,5.1,10.12500603497388,0,1.68750100582898,0.3125,0.43478261,0.588235294,0.5,,5.06250301748694,,3.2128863975406365,1.2464817169132425,,"Freddy Garcia",1077,150119
"Jose Valverde","DET",0,1,3,6,0,7.1,7.363639555688145,7.363639555688145,2.454546518562715,0.25,0.71428571,0.227272727,0.166666666,,7.363639555688145,,7.798115627431584,6.308354217016884,,"Jose Valverde",1726,407878
"Michael Stutes","PHI",0,0,0,1,0,0.1,0,27.000028163224034,0,0.75,0.25,0.75,0,,81.0000844896721,,12.025395673523207,12.025395673523207,,"Michael Stutes",6550,452741
"Edwin Jackson","STL",1,1,0,4,4,17.2,6.11320974717401,4.584907310380507,2.0377365823913367,0.2777777777777778,0.75892857,0.368421052,0.148148148,,5.603775601576176,,6.13859495332418,5.115138776539403,,"Edwin Jackson",1841,429719
"CC Sabathia","NYY",0,0,0,3,2,8.2,11.42308546012608,8.30769851645533,1.0384623145569163,0.42857142857142855,0.72289157,0.421052631,0.2,,6.230773887341497,,4.756156810043388,3.9809200636561366,,"CC Sabathia",404,282332
"Roy Oswalt","PHI",0,1,0,1,1,6,7.5,1.5,1.5,0.2777777777777778,0.45454545,0.444444444,0.125,,7.5,,4.525386285781861,4.033729366461436,,"Roy Oswalt",571,400061
"James Shields","TBR",0,1,0,1,1,5,10.8,0,0,0.47058823529411764,0.3,0.470588235,0,,12.6,,1.8253862857818606,2.830392134189606,,"James Shields",7059,448306
"Rick Porcello","DET",0,1,0,4,2,15,7.199998626709246,1.1999997711182078,0,0.3125,0.52631579,0.510638297,0,,4.799999084472831,,2.225386438369722,3.1466416236946735,,"Rick Porcello",2717,519144
"Cliff Lee","PHI",0,1,0,1,1,6,13.5,3,0,0.6,0.64285714,0.45,0,,7.5,,1.025386285781861,2.2816435962915427,,"Cliff Lee",1636,424324
"Al Alburquerque","DET",0,0,0,4,0,2,9.000018239058264,13.500027358587396,4.500009119529132,0.2,0.55555556,0.833333333,1,,13.500027358587396,,12.025404524840123,6.1535212803834565,,"Al Alburquerque",6324,456379
"Daniel Schlereth","DET",0,0,0,3,0,1.2,21.600008239749236,0,0,0.8333333333333334,0.4,0.333333333,0,,16.20000617981193,,-1.7746155452735257,-1.7746155452735257,,"Daniel Schlereth",8739,519259
"Matt Harrison","TEX",1,2,0,5,4,18.1,7.854544390528799,4.41818121967245,0.9818180488160999,0.32142857142857145,0.61068702,0.48275862,0.105263157,,5.39999926848855,,4.170840676067311,4.054598268160498,,"Matt Harrison",5551,457448
"Chris Narveson","MIL",0,0,0,6,0,7.1,15.954546146156405,2.454545560947139,6.136363902367847,0.15384615384615385,0,0.388888888,0.5,,11.045455024262125,,9.161750188149707,2.011191665240001,,"Chris Narveson",2141,429780
"Mitchell Boggs","STL",0,0,0,7,0,7.2,5.869560593246324,2.34782423729853,2.34782423729853,0.32,0.76086957,0.555555555,0.4,,5.869560593246324,,5.894949242480063,3.322945166909436,,"Mitchell Boggs",3344,459939
"Brad Penny","DET",0,0,0,1,0,1.2,5.399989314100431,10.799978628200861,10.799978628200861,0.5555555555555556,0.64516129,0.545454545,0.666666666,,26.999946570502154,,21.02535066611663,7.686640220664105,,"Brad Penny",535,207267
"Randy Wolf","MIL",1,1,0,2,2,10,7.2,3.6,3.6,0.3125,0.72580645,0.5,0.307692307,,8.1,,7.82538628578186,4.258520789444447,,"Randy Wolf",976,150116
"Brad Ziegler","ARI",0,0,0,2,0,0.1,0,54.00005632644807,0,0.8,0.33333333,0.5,0,,108.00011265289614,,21.02540506126455,21.02540506126455,,"Brad Ziegler",7293,446899
"Koji Uehara","TEX",0,0,0,3,0,1.1,6.750007040806008,13.500014081612017,20.250021122418026,0.4,0.71428571,0.125,0.5,,33.75003520403004,,35.275419925188345,11.67855320903189,,"Koji Uehara",9227,493157
"Kameron Loe","MIL",0,0,0,5,0,4.1,6.2307751728994845,2.0769250576331615,0,0.5909090909090909,0.5,0.59090909,0,,8.307700230532646,,2.3330779332374734,2.9128895525780067,,"Kameron Loe",4422,434180
"Kyle Lohse","STL",0,2,0,3,3,12.2,7.105266724268624,2.131580017280587,2.8421066897074496,0.3333333333333333,0.6097561,0.478260869,0.307692307,,7.8157933966954865,,6.4990722398687435,3.683124381972286,,"Kyle Lohse",739,346798
"Zack Greinke","MIL",1,1,0,3,3,16.2,7.019998661041515,2.159999588012774,2.159999588012774,0.3275862068965517,0.58035714,0.393442622,0.181818181,,6.479998764038322,,5.485385816574187,4.023645745251759,,"Zack Greinke",1943,425844
"C.J. Wilson","TEX",0,3,0,6,5,28,8.35714289272318,6.107142883143863,1.9285714367822726,0.3026315789473684,0.70422535,0.467532467,0.272727272,,5.785714310346817,,6.311100585484992,4.512445607513442,,"C.J. Wilson",3580,450351
"Shaun Marcum","MIL",0,3,0,3,3,9.2,4.655170882925203,4.655170882925203,2.793102529755122,0.3888888888888889,0.33707865,0.459459459,0.23076923,,14.896546825360652,,7.577108926864282,5.232076425962567,,"Shaun Marcum",6204,451788
