Name,Team,W,L,SV,G,GS,IP,K/9,BB/9,HR/9,BABIP,LOB%,GB%,HR/FB,vFA (pi),ERA,xERA,FIP,xFIP,WAR,NameASCII,PlayerId,MLBAMID
"Masahiro Tanaka","NYY",2,1,0,3,3,20,8.1,1.35,0,0.19607843137254902,0.84615385,0.549019607,0,,0.9,,1.8076396942138673,3.1417444184422494,,"Masahiro Tanaka",15764,547888
"Justin Verlander","HOU",4,1,0,6,5,36.2,9.327271857971084,1.9636361806254912,0.7363635677345592,0.2235294117647059,0.82733813,0.252873563,0.06,,2.2090907032036777,,2.9667306210975,4.328739083664474,,"Justin Verlander",8700,434378
"Lance McCullers Jr.","HOU",1,0,1,5,3,20.2,8.274196093834936,3.919356044448128,0.4354840049386809,0.24489795918367346,0.81300813,0.54,0.071428571,,2.612904029632085,,3.8350592574518156,4.411024992007686,,"Lance McCullers Jr.",14120,621121
"Stephen Strasburg","WSN",1,1,0,2,2,14,14.142857142857142,1.9285714285714286,0,0.23076923076923078,0.77777778,0.48,0,,0,,0.6576396942138674,1.8011580292667664,,"Stephen Strasburg",10131,544931
"Kenley Jansen","LAD",1,1,5,13,0,16.2,10.79999794006387,1.6199996910095804,1.079999794006387,0.16666666666666666,0.88235294,0.324324324,0.095238095,,1.6199996910095804,,3.2176396827697777,3.8989354895265973,,"Kenley Jansen",3096,445276
"David Price","BOS",0,0,0,2,0,6.2,8.09999613762086,2.6999987125402867,0,0.2631578947368421,1,0.421052631,0,,0,,2.2576401233671053,4.392206664291873,,"David Price",3184,456034
"Jon Lester","CHC",0,0,0,3,2,14.1,4.395346814456177,5.02325350223563,0.6279066877794538,0.1282051282051282,0.87301587,0.307692307,0.05,,1.8837200633383615,,4.762290118539139,6.337367950387083,,"Jon Lester",4930,452657
"Charlie Morton","HOU",2,1,0,5,4,23.1,9.64285845659235,2.314286029582164,0.771428676527388,0.3050847457627119,0.67460317,0.516666666,0.125,,4.242857720900634,,3.1576396942138674,3.26310688502001,,"Charlie Morton",4676,450203
"Tommy Kahnle","NYY",0,0,1,7,0,11.1,7.941181370959287,1.5882362741918572,0.7941181370959286,0.19230769230769232,0.75757576,0.407407407,0.083333333,,2.382354411287786,,3.069404345647653,3.8057879401448593,,"Tommy Kahnle",11384,592454
"Jake Arrieta","CHC",1,1,0,2,2,10.2,10.968746731058737,8.437497485429798,0.8437497485429798,0.17391304347826086,0.95890411,0.318181818,0.166666666,,0.8437497485429798,,5.032639135420489,4.814467743611917,,"Jake Arrieta",4153,453562
"Clayton Kershaw","LAD",3,0,0,6,5,33,9,2.727272727272727,2.1818181818181817,0.16883116883116883,0.85858586,0.469879518,0.25,,3.8181818181818183,,5.218245754819928,3.791633681095008,,"Clayton Kershaw",2036,477132
"Aroldis Chapman","NYY",0,1,3,6,0,8,17.999993562700666,2.2499991953375833,0,0.4666666666666667,0.88888889,0.6,0,,1.1249995976687917,,-0.09235914349597518,0.7970436879143739,,"Aroldis Chapman",10233,547973
"Kenta Maeda","LAD",2,0,0,9,0,10.2,8.43750050291422,1.687500100582844,0.843750050291422,0.15384615384615385,1,0.481481481,0.083333333,,0.843750050291422,,3.0638896886259315,3.846296821603604,,"Kenta Maeda",18498,628317
"Brian Duensing","CHC",1,1,0,5,0,5.1,6.749997988343838,6.749997988343838,0,0.07692307692307693,0.8,0.636363636,0,,1.6874994970859596,,3.907639470696516,4.574691634013671,,"Brian Duensing",4064,488846
"Joe Smith","CLE",0,0,0,4,0,2.1,11.57143487736014,3.857144959120047,0,0,1,0.75,0,,0,,1.8719247078405183,2.634270679988036,,"Joe Smith",3281,501925
"Adam Warren","NYY",0,0,0,3,0,4.1,4.153849201091767,2.0769246005458837,0,0.15384615384615385,0.66666667,0.307692307,0,,2.0769246005458837,,2.926870294153214,5.800328731217045,,"Adam Warren",9029,476589
"Luke Gregerson","HOU",0,0,0,5,0,3.2,12.272733390826918,4.909093356330767,0,0.25,1,0.625,0,,0,,2.066730059473697,3.036988524415777,,"Luke Gregerson",4090,502381
"Tony Cingrani","LAD",0,0,0,7,0,5,5.400006694802001,3.600004463201334,1.800002231600667,0.16666666666666666,1,0.583333333,0.333333333,,1.800002231600667,,6.357643661503943,4.82492554065857,,"Tony Cingrani",12555,571561
"Rich Hill","LAD",0,0,0,4,4,17.2,12.226412894336612,4.07547096477887,1.5283016117920765,0.2564102564102564,0.95238095,0.4,0.1875,,2.5471693529867943,,4.006696145209466,3.4101434667148642,,"Rich Hill",4806,448179
"CC Sabathia","NYY",1,1,0,4,4,19,9.000004517406925,4.73684448284575,0.47368444828457495,0.2727272727272727,0.78125,0.518518518,0.09090909,,2.368422241422875,,3.5786925371334894,3.924317410018678,,"CC Sabathia",404,282332
"Carlos Carrasco","CLE",0,0,0,1,1,5.2,11.117640821994993,4.7647032094264254,0,0.2727272727272727,1,0.454545454,0,,0,,2.804698715737836,3.7464191692551587,,"Carlos Carrasco",6632,471911
"Bryan Shaw","CLE",0,0,0,3,0,6,7.5,0,1.5,0.21428571428571427,1,0.466666666,0.2,,1.5,,3.657639694213868,2.973311610023181,,"Bryan Shaw",8110,543766
"Alex Wood","LAD",0,1,0,3,2,12.1,9.486481596208728,1.4594587071090352,2.9189174142180705,0.041666666666666664,1,0.428571428,0.4,,2.9189174142180705,,5.752232951296596,2.978293542589317,,"Alex Wood",13781,622072
"Pedro Strop","CHC",0,0,0,5,0,5.1,1.68750100582898,5.06250301748694,0,0.0625,0.8,0.625,0,,1.68750100582898,,5.032640811801624,7.033799090927481,,"Pedro Strop",4070,467008
"Andrew Miller","CLE",0,1,0,4,0,5,14.400010986336508,3.600002746584127,1.8000013732920634,0.3,1,0.4,0.25,,1.8000013732920634,,3.7576401519778884,2.58068429320877,,"Andrew Miller",6785,453192
"Josh Tomlin","CLE",1,0,0,2,0,3,12,0,0,0,1,0.4,0,,0,,0.4909730275472013,1.6768438935279852,,"Josh Tomlin",9388,458708
"Sean Doolittle","WSN",0,0,1,3,0,3,12,0,0,0.2,1,0.2,0,,0,,0.4909730275472013,1.6768438935279852,,"Sean Doolittle",1581,448281
"David Hernandez","ARI",0,0,0,2,0,1.2,5.400002059937309,0,0,0.2,1,0.6,0,,0,,1.9576392364500208,4.0922076094886455,,"David Hernandez",4259,456696
"Brandon Kintzler","WSN",0,1,0,3,0,3.1,5.40000514984622,5.40000514984622,0,0.14285714285714285,0.5,0.5,0,,5.40000514984622,,4.657641124726706,5.191283523339109,,"Brandon Kintzler",9939,445213
"Chris Rusin","COL",0,0,0,1,0,2.1,11.57144551863525,7.7142970124235,0,0.3333333333333333,1,0.5,0,,0,,3.1576396942138674,4.682333040639806,,"Chris Rusin",9895,543734
"Matt Albers","WSN",0,0,0,2,0,2.1,0,3.8571481120901274,0,0.125,1,0.5,0,,0,,4.443355731577244,6.730395517527477,,"Matt Albers",4300,458006
"Scott Oberg","COL",0,0,0,1,0,0.2,27.000028163224034,0,0,0,1,0,0,,0,,-2.8423665642803617,-2.8423665642803617,,"Scott Oberg",13911,623184
"Joe Kelly","BOS",1,0,0,2,0,2.2,3.374995976691274,0,0,0.4,1,0.3,0,,0,,2.407640588282473,4.408795289062745,,"Joe Kelly",9761,523260
"Tony Watson","LAD",2,0,0,11,0,7,3.857145747362084,1.2857152491206947,0,0.22727272727272727,0.57142857,0.545454545,0,,2.5714304982413894,,3.1576396942138674,4.6823319500933245,,"Tony Watson",3132,453265
"Danny Salazar","CLE",0,0,0,1,0,1.2,16.199967942301292,10.799978628200861,0,0,0.5,0.666666666,0,,0,,3.1576396942138674,4.22492136158041,,"Danny Salazar",5867,517593
"Taylor Rogers","MIN",0,0,0,1,0,0.1,27.000028163224034,0,0,0,1,0,0,,0,,-2.8423665642803617,-2.8423665642803617,,"Taylor Rogers",13449,573124
"Cody Allen","CLE",0,0,1,4,0,5.1,13.50000804663184,5.06250301748694,0,0.35714285714285715,0.75,0.214285714,0,,1.68750100582898,,1.8451389119024388,3.5127708111739864,,"Cody Allen",12183,592102
"Jaime García","NYY",0,0,0,1,0,2.2,10.124987024830519,6.749991349887012,0,0,1,0,0,,0,,3.1576396942138674,5.825845723364972,,"Jaime Garcia",8137,448802
"Ryan Madson","WSN",0,0,0,4,0,4,8.999993562702969,4.499996781351484,0,0.2727272727272727,0.83333333,0.636363636,0,,2.249998390675742,,3.407639515400061,3.8523407720677296,,"Ryan Madson",1852,425492
"Justin Wilson","CHC",0,0,0,1,0,0.2,0,0,0,0,1,0,0,,0,,3.157639694213868,5.825851925832872,,"Justin Wilson",4301,458677
"Matt Belisle","MIN",0,0,0,1,0,1,0,0,0,0,1,0.333333333,0,,0,,3.1576396942138674,6.71525229215622,,"Matt Belisle",1837,279571
"Dallas Keuchel","HOU",2,2,0,5,5,27.2,10.409633769927533,2.602408442481883,0.6506021106204708,0.323943661971831,0.69536424,0.569444444,0.133333333,,3.5783116084125894,,2.6516158303979456,2.6762698365814064,,"Dallas Keuchel",9434,572971
"Jake McGee","COL",0,0,0,1,0,0.1,0,0,0,0,1,1,0,,0,,3.157639694213868,3.157639694213868,,"Jake McGee",7550,459429
"Ross Stripling","LAD",0,0,0,5,0,3,6.000008106242642,3.000004053121321,0,0.4,1,0.5,0,,0,,2.8243059105337207,4.010178378674001,,"Ross Stripling",13273,548389
"Rick Porcello","BOS",0,0,0,2,1,4,9,6.75,0,0.4166666666666667,0.77777778,0.25,0,,4.5,,4.157639694213867,6.3811475679278375,,"Rick Porcello",2717,519144
"Andrew Chafin","ARI",1,0,0,3,0,0.2,0,0,0,0.6666666666666666,0.5,0,0,,13.500014081612017,,3.157639694213868,8.494064157451875,,"Andrew Chafin",12988,605177
"Kyle Hendricks","CHC",1,1,0,3,3,16,10.125,2.8125,2.25,0.29545454545454547,0.86206897,0.456521739,0.266666666,,3.9375,,5.282639694213867,3.700270599499345,,"Kyle Hendricks",12049,543294
"Francisco Liriano","HOU",0,1,0,5,0,2.1,7.714289918240094,3.857144959120047,3.857144959120047,0.16666666666666666,1,0.571428571,1,,3.857144959120047,,8.300499639707263,3.4914140042369355,,"Francisco Liriano",3201,434538
"Tyler Olson","CLE",0,0,0,3,0,2,9.000004827978817,0,0,0.2,1,0.6,0,,0,,1.1576386213296859,2.936445874527432,,"Tyler Olson",14741,621397
"David Robertson","NYY",2,0,0,8,0,13,11.076920639128911,2.7692301597822278,1.3846150798911139,0.3103448275862069,0.73770492,0.419354838,0.222222222,,4.153845239673342,,3.619178054177572,2.850659507215248,,"David Robertson",8241,502085
"Collin McHugh","HOU",0,0,0,2,0,6,10.5,6,1.5,0,0.55555556,0.333333333,0.142857142,,4.5,,4.990973027547201,4.899580376346907,,"Collin McHugh",7531,543521
"Carlos Estévez","COL",0,0,0,1,0,0.1,27.000028163224034,0,0,1,0,0,0,,27.000028163224034,,-2.8423665642803617,-2.8423665642803617,,"Carlos Estevez",14542,608032
"Archie Bradley","ARI",0,0,0,3,0,6,7.5,4.5,3,0.2222222222222222,0.96774194,0.55,0.4,,3,,7.324306360880534,4.473311610023181,,"Archie Bradley",12918,605151
"Trevor Bauer","CLE",1,1,0,2,2,8.1,11.879990936286212,3.239997528078058,0,0.2857142857142857,0.55555556,0.476190476,0,,0,,1.5976408843985062,2.878380442531015,,"Trevor Bauer",12703,545333
"Austin Maddox","BOS",0,0,0,2,0,2,9,9,4.5,0.4,1,0.166666666,0.25,,4.5,,10.657639694213866,7.71525229215622,,"Austin Maddox",14241,545348
"Brandon Morrow","LAD",0,0,0,14,0,13.2,7.902446009309079,1.3170743348848466,1.9756115023272698,0.2222222222222222,0.79545455,0.41025641,0.176470588,,3.9512230046545396,,4.694226418246188,4.0532288089295445,,"Brandon Morrow",9346,453344
"Brad Peacock","HOU",0,0,1,7,1,12.1,11.675675750910758,2.9189189377276894,1.4594594688638447,0.34375,0.72368421,0.272727272,0.111111111,,5.108108141023457,,3.8873694286457896,4.375357003261704,,"Brad Peacock",5401,502748
"Carson Smith","BOS",0,0,0,2,0,1.1,6.750001609325793,13.500003218651585,0,0.5,1,0.75,0,,0,,6.157640409469775,6.157640409469775,,"Carson Smith",13172,605476
"Oliver Pérez","WSN",1,0,0,2,0,1,0,0,0,0.5,1,0.5,0,,0,,3.1576396942138674,4.936447901639207,,"Oliver Perez",1514,424144
"Alan Busenitz","MIN",0,0,0,1,0,0.1,0,27.000028163224034,0,0,1,0,0,,0,,12.157649081955213,17.49407354519322,,"Alan Busenitz",15239,641427
"Chad Green","NYY",1,0,0,5,0,8.2,11.423081532034391,3.115385872373016,1.038461957457672,0.25,0.58139535,0.285714285,0.083333333,,4.153847829830688,,3.503793680033091,4.466756636373313,,"Chad Green",15552,643338
"Sonny Gray","NYY",0,1,0,2,2,8.1,6.480002471924771,6.480002471924771,1.0800004119874618,0.13636363636363635,0.66037736,0.545454545,0.142857142,,4.320001647949847,,6.157640838623484,6.091838104657521,,"Sonny Gray",12768,543243
"Fernando Rodney","ARI",0,0,0,1,0,1,18,0,0,0.6666666666666666,0.5,0.666666666,0,,9,,-0.8423603057861326,-0.8423603057861326,,"Fernando Rodney",494,407845
"Jorge De La Rosa","ARI",0,0,0,3,0,2.1,7.714277306390701,0,0,0.5,1,0.285714285,0,,0,,1.4433558483492672,3.73039002578563,,"Jorge De La Rosa",2047,407822
"Robbie Ray","ARI",0,1,0,2,1,6.2,12.1500120216727,5.4000053429656445,0,0.375,0.54545455,0.5,0,,6.750006678707055,,2.7076392489667307,3.774924084360652,,"Robbie Ray",11486,592662
"Trevor Hildenberger","MIN",0,0,0,1,0,1.1,0,13.500033393584838,0,0.2,0.66666667,0.6,0,,6.750016696792419,,7.657650825408814,10.325866873945472,,"Trevor Hildenberger",17002,657610
"Carl Edwards Jr.","CHC",1,1,0,7,0,4.2,15.428582989448335,11.571437242086251,1.928572873681042,0.14285714285714285,0.3030303,0.375,0.25,,11.571437242086251,,6.371927817015604,5.1109036998002235,,"Carl Edwards Jr.",13607,605218
"Max Scherzer","WSN",0,1,0,2,1,7.1,9.81818607425086,4.90909303712543,0,0.21052631578947367,0.5,0.5,0,,3.6818197778440727,,3.43036708516528,5.6134484893338445,,"Max Scherzer",3137,453286
"Zack Godley","ARI",0,0,0,1,0,5,9,3.6,0,0.26666666666666666,0.5,0.428571428,0,,3.6,,2.3576396942138675,4.136445993185044,,"Zack Godley",14862,643327
"Eduardo Rodriguez","BOS",0,0,0,1,0,0,0,0,0,1,0,1,0,,18,,6.157639694213867,6.157639694213867,,"Eduardo Rodriguez",13164,593958
"Pat Neshek","COL",0,0,0,1,0,1.1,13.500033393584838,6.750016696792419,0,0.5,0.33333333,0.25,0,,13.500033393584838,,2.4076378390147095,5.075853887551369,,"Pat Neshek",4682,450212
"Craig Kimbrel","BOS",0,0,0,2,0,2,9,4.5,0,0.5,0.83333333,0.125,0,,4.5,,4.157639694213867,8.604655441641807,,"Craig Kimbrel",6655,518886
"Addison Reed","BOS",0,0,0,3,0,2.1,0,3.8571433826369397,0,0.3,0.5,0.4,0,,7.714286765273879,,4.443354155092847,7.4927367973459935,,"Addison Reed",10586,592665
"Sammy Solís","WSN",0,0,0,3,0,1,9.000009655962813,0,0,0.6666666666666666,0.75,0.2,0,,9.000009655962813,,1.1576375484443533,1.1576375484443533,,"Sammy Solis",11457,519301
"Héctor Rondón","CHC",0,1,0,3,0,3,11.999988555919117,0,5.9999942779595585,0.5,1,0.25,1,,5.9999942779595585,,9.157633972173425,1.676845305723561,,"Hector Rondon",2391,444468
"Dellin Betances","NYY",0,1,0,5,0,4,13.5,11.25,0,0.25,0.71428571,0.75,0,,4.5,,3.9076396942138674,4.352341268956661,,"Dellin Betances",6216,476454
"Tyler Anderson","COL",0,0,0,1,0,1,9,0,9,0.3333333333333333,0,0.5,0.5,,18,,14.157639694213866,4.71525229215622,,"Tyler Anderson",12880,542881
"José Berríos","MIN",0,1,0,1,0,3,12,0,3,0.4444444444444444,0.55555556,0.2,0.2,,9,,4.824306360880534,3.4556501924991614,,"Jose Berrios",14168,621244
"Jose Quintana","CHC",0,1,0,4,3,13.1,8.09999849125771,3.3749993713573794,0.6749998742714759,0.2564102564102564,0.47945205,0.525,0.071428571,,5.399998994171807,,3.4576396383345234,4.3503860859672745,,"Jose Quintana",11423,500779
"Brandon McCarthy","LAD",0,1,0,1,0,1,0,0,9,0.25,0,0.4,0.5,,18,,16.157639694213866,6.71525229215622,,"Brandon McCarthy",4662,435221
"Gio González","WSN",0,0,0,2,2,8,12.375,6.75,2.25,0.25,0.65217391,0.352941176,0.333333333,,6.75,,5.907639694213867,3.9917444184422495,,"Gio Gonzalez",7448,461829
"Chris Sale","BOS",0,2,0,2,1,9.2,11.172410119020489,0.9310341765850407,3.724136706340163,0.34615384615384615,0.5952381,0.24137931,0.285714285,,8.379307589265366,,6.364535191340119,3.5614279944195255,,"Chris Sale",10603,519242
"Josh Fields","LAD",0,0,0,4,0,1,9.000009655962813,0,18.000019311925627,0.5,1,0.166666666,0.5,,18.000019311925627,,27.157665443448035,8.272870378145713,,"Josh Fields",5070,451661
"Wade Davis","CHC",0,0,4,5,0,6.1,11.368426758829798,8.526320069122349,2.8421066897074496,0.2727272727272727,0.97560976,0.384615384,0.333333333,,4.263160034561174,,7.5786945448699,5.15861508707016,,"Wade Davis",7441,451584
