Name,Team,W,L,SV,G,GS,IP,K/9,BB/9,HR/9,BABIP,LOB%,GB%,HR/FB,vFA (pi),ERA,xERA,FIP,xFIP,WAR,NameASCII,PlayerId,MLBAMID
"Nathan Eovaldi","BOS",2,1,0,6,2,22.1,6.447762111800765,1.2089553959626433,0.4029851319875478,0.2153846153846154,0.78313253,0.507692307,0.05,,1.6119405279501913,,2.712670318011205,3.6096391902692453,,"Nathan Eovaldi",9132,543135
"Josh Hader","MIL",0,0,0,7,0,10,14.400006866458352,0.900000429153647,0,0.2777777777777778,1,0.352941176,0,,0,,0.2604301929467283,1.5817229014832144,,"Josh Hader",14212,623352
"Corey Knebel","MIL",1,0,1,9,0,10,12.599989185342535,2.6999976825734002,0,0.13333333333333333,0.83333333,0.466666666,0,,0.8999992275244667,,1.5604329490649835,2.551401157381417,,"Corey Knebel",15010,608349
"Pedro Báez","LAD",1,0,0,10,0,11.1,11.117653919343,3.9705906854796433,0.7941181370959286,0.13636363636363635,0.92105263,0.217391304,0.066666666,,1.5882362741918572,,3.1604315757751467,4.199334552610355,,"Pedro Baez",5420,520980
"Wade Miley","MIL",0,0,0,4,4,14.2,5.522726075708633,2.45454492253717,0.6136362306342925,0.20454545454545456,0.95238095,0.488888888,0.071428571,,1.227272461268585,,3.6377041996018185,4.327882098214079,,"Wade Miley",8779,489119
"Joe Kelly","BOS",2,1,0,9,0,11.1,10.323529701331916,0,0,0.26666666666666666,0.77777778,0.466666666,0,,0.7941176693332243,,1.1310197541457958,2.4425964864994474,,"Joe Kelly",9761,523260
"Matt Barnes","BOS",2,0,0,10,0,8.2,9.346162759349227,6.2307751728994845,1.0384625288165807,0.10526315789473684,1,0.75,0.25,,1.0384625288165807,,4.6604330062879855,3.922716194185847,,"Matt Barnes",12863,598264
"Brandon Woodruff","MIL",1,1,0,4,1,12.1,14.594598356349625,2.189189753452444,0,0.3333333333333333,0.75,0.6,0,,1.4594598356349624,,1.1334040262821432,1.5351483428875865,,"Brandon Woodruff",16162,605540
"Jhoulys Chacín","MIL",2,1,0,3,3,12.1,6.567569260357331,4.378379506904888,0.7297299178174812,0.22857142857142856,0.95588235,0.542857142,0.09090909,,1.4594598356349624,,4.214485901511509,4.6334940699951055,,"Jhoulys Chacin",2608,468504
"Chris Sale","BOS",1,0,0,5,3,15.1,14.086959442254656,4.695653147418218,0.5869566434272773,0.3333333333333333,0.69892473,0.483870967,0.111111111,,4.1086965039909416,,2.638692337173122,2.760292528670446,,"Chris Sale",10603,519242
"Kyle Freeland","COL",0,0,0,1,1,6.2,8.09999613762086,1.3499993562701433,0,0.23529411764705882,1,0.470588235,0,,0,,1.8104322195050033,3.0491429524307843,,"Kyle Freeland",16256,607536
"Kenley Jansen","LAD",0,0,3,9,0,10.2,10.96875359583764,2.531250829808686,1.6875005532057907,0.1,1,0.454545454,0.222222222,,1.6875005532057907,,4.004181852378042,2.960231749182251,,"Kenley Jansen",3096,445276
"Dellin Betances","NYY",1,0,0,3,0,5.1,11.812507040802862,1.68750100582898,0,0.23076923076923078,0.75,0.538461538,0,,1.68750100582898,,1.0979303464286159,2.3366424083476267,,"Dellin Betances",6216,476454
"Heath Hembree","BOS",0,0,0,4,0,4.2,5.7857150739554095,9.64285845659235,0,0,1,0.375,0,,0,,5.0890032670936165,6.150755974822303,,"Heath Hembree",11632,592390
