Name,Team,WPA,-WPA,+WPA,RE24,REW,pLI,inLI,gmLI,exLI,Pulls,WPA/LI,Clutch,SD,MD,NameASCII,PlayerId,MLBAMID
"Henderson Alvarez III","MIA",2.516324281692505,-12.72263240814209,15.2389497756958,16.48440170288086,1.8064616918563843,1.0784279108047485,0.980167806148529,0.8775200247764587,1.236037015914917,27,0.7191299796104431,1.6141963897105844,0,0,"Henderson Alvarez III",5669,506693
"Doug Fister","WSN",2.7216219902038574,-8.979497909545898,11.70112419128418,19.55190086364746,2.1093239784240723,0.9194480776786804,0.9152528643608093,0.8760080337524414,1.0248249769210815,24,1.4203933477401733,1.539667210627738,0,0,"Doug Fister",9425,450729
"Miguel González","BAL",1.2175900042057037,-10.68965782225132,11.907248064875603,11.154400110244751,1.1772316470742226,0.9746175157351018,0.921810986065283,0.8461925911682623,1.2398077203677251,26,-0.20251478254795074,1.4518151332474154,0,1,"Miguel Gonzalez",7024,456068
"Jered Weaver","LAA",1.3268781900405884,-14.148324012756348,15.475201606750488,7.022200107574463,0.8478169441223145,0.9880791306495667,0.9065950512886047,0.861299991607666,1.14895761013031,33,-0.059141647070646286,1.4020282124090864,0,0,"Jered Weaver",4235,450308
"Mike Minor","ATL",-0.7485338449478149,-11.345985412597656,10.597452163696289,-11.531000137329102,-1.193394660949707,0.9695870280265808,0.9053525924682617,0.8565040230751038,1.0925920009613037,25,-2.1396634578704834,1.3676504014754114,0,0,"Mike Minor",10021,501985
"Matt Stites","ARI",0.6460779905319214,-1.4642459154129028,2.110323905944824,-6.933999538421631,-0.83598792552948,0.8195222616195679,0.7726143002510071,0.8189945816993713,0.8846923112869263,26,-0.5786102414131165,1.3669695341248485,8,5,"Matt Stites",12165,592781
"Zack Wheeler","NYM",0.4443002939224243,-13.874648094177246,14.318947792053223,-5.712400436401367,-0.5931127667427063,1.0215590000152588,0.9157845377922058,0.8765125274658203,0.9237225651741028,31,-0.883908212184906,1.318831984493493,0,0,"Zack Wheeler",10310,554430
"Hyun Jin Ryu","LAD",1.6007720232009888,-10.115431785583496,11.716203689575195,5.42080020904541,0.5792662501335144,1.0318995714187622,0.9684438109397888,0.86846923828125,0.9977153539657593,26,0.23906581103801727,1.3122208330683292,0,0,"Hyun Jin Ryu",14444,547943
"Bronson Arroyo","ARI",0.8206319212913513,-5.659051895141602,6.479683876037598,-0.7316001653671265,-0.06558394432067871,0.9944186210632324,0.9035628437995911,0.8770428895950317,1.2039077281951904,13,-0.46443048119544983,1.2896683678451706,0,0,"Bronson Arroyo",978,276520
"Max Scherzer","DET",3.1288082599639893,-14.474980354309082,17.603788375854492,22.187000274658203,2.3139703273773193,1.0393673181533813,0.9240506887435913,0.8634666800498962,1.1206687688827515,32,1.745768666267395,1.264532124720402,0,0,"Max Scherzer",3137,453286
