Name,Team,WPA,-WPA,+WPA,RE24,REW,pLI,inLI,gmLI,exLI,Pulls,WPA/LI,Clutch,SD,MD,NameASCII,PlayerId,MLBAMID
"Clay Hensley","SFG",0.8747659921646118,-3.039600133895874,3.9143660068511963,-2.5440001487731934,-0.28252261877059937,1.0381919145584106,0.7848255634307861,1.1414200067520142,1.1289913654327393,46,-0.939246416091919,1.7818324350137567,13,8,"Clay Hensley",4593,454535
"Homer Bailey","CIN",1.5922861099243164,-15.048731803894043,16.641016006469727,6.052999973297119,0.7354776263237,1.0463430881500244,0.9926338195800781,0.8701575994491577,1.46034836769104,31,-0.2534678876399994,1.775230804561963,0,0,"Homer Bailey",8362,456701
"Darren O'Day","BAL",3.4463160037994385,-2.6720800399780273,6.118395805358887,18.038000106811523,1.8593577146530151,1.127510666847229,1.0582553148269653,1.2962290048599243,1.4826678037643433,59,1.4304810762405396,1.626089566621852,23,7,"Darren O'Day",3321,503285
"Bruce Chen","KCR",-1.1416820287704468,-16.2869873046875,15.145305633544922,-17.087400436401367,-1.7870557308197021,1.011815071105957,0.9660905599594116,0.8747000098228455,1.2552940845489502,34,-2.622666120529175,1.494315633001311,0,0,"Bruce Chen",769,136600
"Jeremy Hellickson","TBR",1.252500057220459,-12.26840591430664,13.520906448364258,14.32759952545166,1.555498719215393,0.9990711808204651,0.9636730551719666,0.8698967695236206,1.455199956893921,31,-0.23961970210075378,1.4932841869394327,0,0,"Jeremy Hellickson",4371,476451
"Mike Zagurski","ARI",0.48440587520599365,-1.1423720121383667,1.6267778873443604,-5.727999687194824,-0.5991055369377136,0.46414878964424133,0.45963454246520996,0.7361733317375183,0.8104437589645386,32,-0.4302649199962616,1.4739084369324555,5,4,"Mike Zagurski",9683,489448
"Madison Bumgarner","SFG",0.848884105682373,-14.512758255004883,15.361641883850098,7.1570000648498535,0.8668882846832275,0.9840144515037537,0.8954497575759888,0.8673250079154968,0.996833324432373,30,-0.525638997554779,1.3883134271682094,0,0,"Madison Bumgarner",5524,518516
"Craig Stammen","WSN",2.4049999713897705,-4.471220016479492,6.876219749450684,15.64900016784668,1.607813835144043,0.9932722449302673,0.8945362567901611,1.014203429222107,1.2350772619247437,44,1.0377181768417358,1.3835716393844426,23,7,"Craig Stammen",7274,489334
"J.A. Happ","- - -",-0.30492594838142395,-10.417834401130676,10.11290828883648,-10.8957000374794,-1.2235846668481827,0.9144439900883977,0.8667060740582355,0.8412714387689318,1.1403439807891846,25,-1.6757595092058182,1.3423044789508243,0,1,"J.A. Happ",7410,457918
"Jason Vargas","SEA",1.3195202350616455,-13.50812816619873,14.827648162841797,11.434000968933105,1.390708327293396,0.8969703912734985,0.872494101524353,0.8720242381095886,1.0613806247711182,31,0.13108615577220917,1.3399994540752018,0,0,"Jason Vargas",8044,450306
"Mike Adams","TEX",2.567673921585083,-4.631869792938232,7.1995439529418945,6.310000419616699,0.6896909475326538,1.6186697483062744,1.3062726259231567,1.4888557195663452,1.400518536567688,54,0.26593896746635437,1.3203475028107463,25,5,"Mike Adams",1937,430606
"Kyle Lohse","STL",3.1042959690093994,-13.216012001037598,16.320308685302734,25.183000564575195,2.73325514793396,1.0326348543167114,0.9968303442001343,0.8635939359664917,1.6096727848052979,33,1.6885457038879395,1.3176437115017765,0,0,"Kyle Lohse",739,346798
"Hisashi Iwakuma","SEA",0.701909989118576,-8.16160786151886,8.863518238067627,4.890000581741333,0.6612696349620819,0.9129132053212208,0.8071693244733309,0.7042799949645996,1.0695000092188518,24,-0.49808280169963837,1.2669510632465832,2,1,"Hisashi Iwakuma",13048,547874
"Brad Lincoln","- - -",1.3065220415592194,-4.861256003379822,6.167778253555298,6.450799942016602,0.6914792656898499,0.8854345844586691,0.8179467343367063,0.9392384646030573,0.9268809571152642,42,0.21390238404273987,1.2616691200430101,15,4,"Brad Lincoln",4241,453184
"Enerio Del Rosario","HOU",0.02616199478507042,-0.3603380024433136,0.3865000009536743,-10.666000366210938,-1.1391539573669434,0.20956534147262573,0.2721240520477295,0.4105052649974823,0.374224990606308,16,-1.1090385913848877,1.233877911671481,1,0,"Enerio Del Rosario",4204,491688
"Matt Harrison","TEX",2.776658058166504,-12.06799030303955,14.844648361206055,27.940601348876953,2.9298577308654785,0.8928410410881042,0.8685094714164734,0.8578437566757202,1.3543071746826172,28,1.9215669631958008,1.188346146065613,0,0,"Matt Harrison",5551,457448
