Name,Team,W,L,SV,G,GS,IP,K/9,BB/9,HR/9,BABIP,LOB%,GB%,HR/FB,vFA (pi),ERA,xERA,FIP,xFIP,WAR,NameASCII,PlayerId,MLBAMID
"Adam Wainwright","STL",19,9,0,34,34,241.2,8.155862412271956,1.3034483307283948,0.558620713169312,0.3054331864904552,0.74485597,0.49112426,0.080645161,91.79167760854342,2.9420690893583767,,2.551302630799845,2.7958730715501368,6.180473804473877,"Adam Wainwright",2233,425794
"Clayton Kershaw","LAD",16,9,0,33,33,236,8.847457627118644,1.9830508474576272,0.4194915254237288,0.25081967213114753,0.80550098,0.4602649,0.058201058,93.35370481927711,1.8305084745762712,,2.386837426686691,2.874985650011291,7.1798529624938965,"Clayton Kershaw",2036,477132
"James Shields","KCR",13,9,0,34,34,228.2,7.7142860574654915,2.6763849587125175,0.7871720466801523,0.2981651376146789,0.79467681,0.416289592,0.085836909,92.78978941494361,3.148688186720609,,3.4676794674019815,3.7226957799215183,4.107985973358154,"James Shields",7059,448306
"R.A. Dickey","TOR",14,13,0,34,34,224.2,7.0905047720846195,2.844213778632813,1.4020772148189924,0.26461538461538464,0.73221757,0.403225806,0.126811594,82.82277807858911,4.206231644456977,,4.579011715197117,4.232090279736645,1.8396655321121216,"R.A. Dickey",1245,285079
"Cliff Lee","PHI",14,8,0,31,31,222.2,8.973053687248603,1.2934131441079066,0.8892215365741858,0.28691275167785235,0.76690212,0.443163097,0.108910891,91.83743722098214,2.869760413489418,,2.823303482764944,2.7782270201107884,5.604045391082764,"Cliff Lee",1636,424324
"Cole Hamels","PHI",8,14,0,33,33,220,8.263636363636364,2.0454545454545454,0.8590909090909091,0.2953451043338684,0.72463768,0.427432216,0.091304347,92.50927415699782,3.6,,3.2569452849301426,3.4442874100397933,4.674283981323242,"Cole Hamels",4972,430935
"Hisashi Iwakuma","SEA",14,6,0,33,33,219.2,7.579665458837534,1.7207889149793318,1.024279116059126,0.25163398692810457,0.81914894,0.487220447,0.118483412,90.46276225058685,2.663125701753728,,3.4439089673820957,3.276648075984014,4.103104114532471,"Hisashi Iwakuma",13048,547874
"Justin Verlander","DET",13,12,0,34,34,218.1,8.945037751174215,3.09160290939201,0.7832060703793092,0.3163934426229508,0.74508321,0.384,0.0781893,94.11507611596312,3.4625952585190514,,3.2768619987571603,3.666061648895074,4.806600093841553,"Justin Verlander",8700,434378
"Max Scherzer","DET",21,3,0,32,32,214.1,10.077760736818702,2.351477505257697,0.7558320552614026,0.25868725868725867,0.74411135,0.36346516,0.075949367,94.12768516078017,2.8973562118353766,,2.7399227977697733,3.1587953157202344,5.911601543426514,"Max Scherzer",3137,453286
"Chris Sale","CHW",11,14,0,30,30,214.1,9.489891360504277,1.9315708078902512,0.9657854039451256,0.289048473967684,0.76959396,0.466086956,0.125,94.3714118252516,3.065318890782355,,3.1738263850494675,2.951612759337469,4.787205696105957,"Chris Sale",10603,519242
"Jeff Samardzija","CHC",8,13,0,33,33,213.2,9.01404034704627,3.2854913414467717,1.053042096617555,0.3140916808149406,0.7164751,0.481605351,0.132978723,95.67623485062006,4.338533438064327,,3.773283375731327,3.4542669747491686,3.0165679454803467,"Jeff Samardzija",3254,502188
"Jordan Zimmermann","WSN",19,9,0,32,32,213.1,6.792187176123277,1.6874999195337335,0.8015624617785233,0.2711598746081505,0.74387947,0.475743348,0.095,94.52175370275792,3.248437345102437,,3.357229361087085,3.4801856087191414,3.8046514987945557,"Jordan Zimmermann",4505,519455
"Jon Lester","BOS",15,8,0,33,33,213.1,7.467188212126562,2.826562769562032,0.8015625764429642,0.3001579778830964,0.73712949,0.44976816,0.082969432,93.6574055783818,3.7546878580749374,,3.586916927248245,3.895584679436948,3.3134584426879883,"Jon Lester",4930,452657
"Derek Holland","TEX",10,9,0,33,33,213,7.9859149208667075,2.7042251583887262,0.845070361996477,0.3074433656957929,0.75100402,0.40829346,0.087719298,94.40438871473354,3.422534966085732,,3.437525709426498,3.679229733660722,4.461721420288086,"Derek Holland",4141,502706
"C.J. Wilson","LAA",17,7,0,33,33,212.1,7.968603589269961,3.6028260908933336,0.6357928395694118,0.29983792544570503,0.73529412,0.443729903,0.072115384,91.63300969747587,3.3908951443701962,,3.5093928816007325,3.9292982316090614,2.8776655197143555,"C.J. Wilson",3580,450351
"Jeremy Guthrie","KCR",15,12,0,33,33,211.2,4.719685266194274,2.5086615378870465,1.2755906124849388,0.29555236728837875,0.7816092,0.429370629,0.120967741,92.98423273899849,4.039370272868973,,4.791161546235317,4.549300247641087,0.6450223922729492,"Jeremy Guthrie",2072,425386
"CC Sabathia","NYY",14,13,0,32,32,211,7.464455516106883,2.7725120488396993,1.1943128825771012,0.3081761006289308,0.67375887,0.447004608,0.130232558,92.20355383532723,4.777251530308405,,4.095247816512009,3.762181287535754,2.1494882106781006,"CC Sabathia",404,282332
"Ervin Santana","KCR",9,10,0,32,32,211,6.867298578199052,2.175355450236967,1.1090047393364928,0.26666666666666666,0.76923077,0.46226415,0.124401913,93.09164798206278,3.241706161137441,,3.93411030000985,3.685418581743659,2.5413460731506348,"Ervin Santana",3200,429722
"Mat Latos","CIN",14,7,0,32,32,210.2,7.988923279105727,2.477847861968621,0.5981012080613913,0.29901960784313725,0.74572127,0.451400329,0.06862745,93.67838963052859,3.1613920997530682,,3.1048163956546047,3.5638129372157668,5.078685760498047,"Mat Latos",3815,502009
"Yu Darvish","TEX",13,9,0,32,32,209.2,11.89030177832813,3.4340221742463912,1.1160572066300771,0.2644444444444444,0.83926755,0.410147991,0.144444444,93.5439864703065,2.8330682937532727,,3.27678918745566,2.8375567688790517,4.615128993988037,"Yu Darvish",13074,506433
"Homer Bailey","CIN",11,12,0,32,32,209,8.569378616068615,2.325359021445755,0.8612440820169464,0.284452296819788,0.73732719,0.461403508,0.102040816,94.94636254019292,3.4880385321686327,,3.3062276004443176,3.3433857565736185,4.070610046386719,"Homer Bailey",8362,456701
"Doug Fister","DET",14,9,0,33,32,208.2,6.8578278103583,1.8977636707909762,0.6038338952516742,0.3317901234567901,0.73496659,0.543209876,0.088607594,89.52373584527619,3.666134364028022,,3.2587170059271204,3.420948134869624,4.05947170779109,"Doug Fister",9425,450729
"Patrick Corbin","ARI",14,8,0,32,32,208.1,7.689600750937573,2.3328002278125224,0.8208000801562578,0.2833333333333333,0.75865129,0.466887417,0.101063829,92.90008892276423,3.4128003332812824,,3.431854413339238,3.479071189314463,3.3397204875946045,"Patrick Corbin",9323,571578
"Chris Tillman","BAL",16,7,0,33,33,206.1,7.807754635116124,2.966074386524561,1.4394184522839784,0.26868327402135234,0.8045977,0.385934819,0.142241379,92.48995742585727,3.7075929831557017,,4.4242679800434415,3.8812028981504247,1.9515384435653687,"Chris Tillman",5279,501957
"Mike Minor","ATL",13,9,0,32,32,204.2,7.959283189822438,2.022801252662056,0.9674266860557659,0.2719298245614035,0.7505176,0.349914236,0.088,91.2050526968382,3.210097640094132,,3.3654439444939044,3.6368038771574707,3.3819894790649414,"Mike Minor",10021,501985
"Félix Hernández","SEA",12,10,0,31,31,204.1,9.513865758009556,2.026101041057591,0.660685122083997,0.31365313653136534,0.75117371,0.513611615,0.1,92.65168943676717,3.039151561586386,,2.607397627783236,2.6559604339751,6.079100608825684,"Felix Hernandez",4772,433587
"Mark Buehrle","TOR",12,10,0,33,33,203.2,6.142389832161803,2.2536826002895824,1.060556517783333,0.30474732006125577,0.73376103,0.453453453,0.105726872,84.94715395274213,4.153846361318053,,4.098590925865313,4.089344481113493,2.180147409439087,"Mark Buehrle",225,279824
"Eric Stults","SDP",11,13,0,33,33,203.2,5.788870992900692,1.7675941963055548,0.7954173883374996,0.30180180180180183,0.69550466,0.404191616,0.068965517,87.82095939490446,3.9328970867798594,,3.5290327959446346,4.1308299829895985,3.172706127166748,"Eric Stults",8011,445590
"Wade Miley","ARI",10,10,0,33,33,202.2,6.527959870994982,2.9309207584059105,0.932565695856426,0.2955665024630542,0.75745033,0.520259319,0.125,92.10172577063742,3.5526312223101946,,3.9804200716956597,3.7658498331681534,1.627563238143921,"Wade Miley",8779,489119
