Name,Team,W,L,SV,G,GS,IP,K/9,BB/9,HR/9,BABIP,LOB%,GB%,HR/FB,vFA (pi),ERA,xERA,FIP,xFIP,WAR,NameASCII,PlayerId,MLBAMID
"Roy Halladay","PHI",21,10,0,33,33,250.2,7.863031755345289,1.0771276377185326,0.8617021101748261,0.28991596638655465,0.8269066,0.511854951,0.112676056,,2.4414893121620076,,3.0060339171188133,2.799082366443503,6.1568803787231445,"Roy Halladay",1303,136880
"Félix Hernández","SEA",13,12,0,34,34,249.2,8.36315069744786,2.5233644345747854,0.6128170769681622,0.2626112759643917,0.7735697,0.538575667,0.084577114,94.89003831986692,2.271027991117307,,3.0417943629489805,3.1398020869193735,6.68214225769043,"Felix Hernandez",4772,433587
"CC Sabathia","NYY",21,7,0,34,34,237.2,7.460027890840124,2.802243979300351,0.7573632376487435,0.28125,0.75572519,0.507352941,0.086206896,94.46946337983513,3.180925598124723,,3.536467942431788,3.634620979663591,5.49483585357666,"CC Sabathia",404,282332
"Chris Carpenter","STL",16,9,0,35,35,235,6.855319594059045,2.4127661141101666,0.8042553713700555,0.2784992784992785,0.73292402,0.510699001,0.092920353,91.99113633897569,3.217021485480222,,3.6863531041091386,3.699120190117488,2.8352346420288086,"Chris Carpenter",1292,112020
"Dan Haren","- - -",12,12,0,35,35,235,8.272340425531915,2.068085106382979,1.1872340425531915,0.311046511627907,0.74443592,0.404526166,0.107638888,90.93444904003267,3.9063829787234043,,3.707629660342602,3.4894047747267054,3.6883490085601807,"Dan Haren",1757,429717
"Adam Wainwright","STL",20,11,0,33,33,230.1,8.322720878429294,2.188133188695026,0.586107104114739,0.27491961414790994,0.79111111,0.516181229,0.078947368,91.31315612792969,2.422576030340921,,2.856424186967814,3.0172155987620815,5.063146591186523,"Adam Wainwright",2233,425794
"Tim Hudson","ATL",17,9,0,34,34,228.2,5.470844994294637,2.912536184012972,0.7871719416251276,0.24926253687315633,0.81147541,0.640875912,0.130718954,91.3561362044818,2.8338189898504593,,4.088046418052296,3.768147336906905,1.7556467056274414,"Tim Hudson",921,218596
"Jered Weaver","LAA",13,12,0,34,34,224.1,9.347696455766632,2.1664189210789617,0.9227339849040023,0.27563025210084036,0.75670498,0.360197368,0.078498293,90.86375684862013,3.008915168165225,,3.0555541657951215,3.317768206358399,5.86284065246582,"Jered Weaver",4235,450308
"Justin Verlander","DET",18,9,0,33,33,224.1,8.78603288865412,2.848439886275993,0.5616642029276606,0.2861788617886179,0.71948262,0.409677419,0.056,95.93189064714218,3.3699852175659637,,2.9664011161953545,3.5160743575161115,6.6966166496276855,"Justin Verlander",8700,434378
"Brett Myers","HOU",14,8,0,33,33,223.2,7.242920354586028,2.6557374633482103,0.8047689282873364,0.28785607196401797,0.76284585,0.487369985,0.085470085,90.20389939692983,3.138598820320612,,3.5562328447819658,3.671449760841372,3.8669848442077637,"Brett Myers",962,408206
"Matt Cain","SFG",13,11,0,33,33,223.1,7.13283549600468,2.45820884325585,0.8865671237971918,0.25158227848101267,0.7527881,0.361934477,0.073578595,92.20570352789498,3.1432834389173165,,3.64649911681643,4.000905636933013,4.00890588760376,"Matt Cain",4732,430912
"Ervin Santana","LAA",17,10,0,33,33,222.2,6.830838167319882,2.950598734996162,1.0913173403410463,0.28826151560178304,0.75316928,0.350877192,0.092465753,93.10750967782218,3.9206585930770923,,4.28143521317824,4.306594399683088,2.096306324005127,"Ervin Santana",3200,429722
"Ubaldo Jiménez","COL",19,8,0,33,33,221.2,8.688722203246254,3.735338517283436,0.40601505622646045,0.27065026362038663,0.76494024,0.488454706,0.050761421,96.0764868951613,2.8827068992078693,,3.1003988183126303,3.599275390711824,5.974774360656738,"Ubaldo Jimenez",3374,434622
"Carl Pavano","MIN",17,11,0,32,32,221,4.764706211328719,1.5067874343518173,0.9773756330930706,0.28116343490304707,0.74027073,0.51226158,0.105726872,90.6168332122093,3.7466065935234374,,4.014494074680909,3.8571253087378787,2.7846031188964844,"Carl Pavano",790,134321
"Zack Greinke","KCR",10,14,0,33,33,220,7.404545454545454,2.25,0.7363636363636363,0.30547112462006076,0.65285379,0.459787556,0.075313807,93.61429282868527,4.172727272727273,,3.3414787899364127,3.6045532738281922,4.883828163146973,"Zack Greinke",1943,425844
"Randy Wolf","MIL",13,12,0,34,34,215.2,5.925810878388265,3.6306024395759087,1.2102008131919695,0.2750373692077728,0.75260805,0.394428152,0.101754385,88.99105480387288,4.173106252386102,,4.844457406476833,4.710238400041922,0.7944232225418091,"Randy Wolf",976,150116
"Bronson Arroyo","CIN",17,10,0,33,33,215.2,5.049458922645087,2.462132863107935,1.2102008988157646,0.23909774436090225,0.74387947,0.434017595,0.105454545,88.7842193851626,3.880989089305728,,4.607981493768257,4.417136198923963,1.2669516801834106,"Bronson Arroyo",978,276520
"Ryan Dempster","CHC",15,12,0,34,34,215.1,8.693498041324295,3.5944270747783142,1.0448915915053238,0.2937181663837012,0.71042471,0.47420965,0.112612612,91.67088181044268,3.845201056739592,,3.9927030641958217,3.7424645523688627,2.6004436016082764,"Ryan Dempster",517,133225
"John Lackey","BOS",14,11,0,33,33,215,6.530233021597433,3.0139537022757383,0.7534884255689346,0.31851851851851853,0.69252078,0.45614035,0.073170731,91.80698918632788,4.353488681064956,,3.8452843412313715,4.154238164232861,3.3148581981658936,"John Lackey",1507,407793
"John Danks","CHW",15,11,0,32,32,213,6.845070422535211,2.9577464788732395,0.7605633802816901,0.27403846153846156,0.71488646,0.4544,0.074074074,91.9127589873765,3.7183098591549295,,3.697560736159204,3.9922149469525046,4.313830375671387,"John Danks",6329,433579
"Cliff Lee","- - -",12,9,0,28,28,212.1,7.8414444578507805,0.7629513526557515,0.6781789801384458,0.28731942215088285,0.67849687,0.418530351,0.063241106,91.85483664772727,3.178963969398965,,2.583336919949099,3.058880485528375,7.326830863952637,"Cliff Lee",1636,424324
"Tim Lincecum","SFG",16,10,0,33,33,212.1,9.791208322128783,3.2213499241635826,0.7629512978282169,0.31040564373897706,0.76461169,0.488656195,0.099447513,92.14128069196428,3.433280840226976,,3.1484860649878468,3.087470966039047,4.29989767074585,"Tim Lincecum",5705,453311
"Roy Oswalt","- - -",13,13,0,33,32,211.2,8.20629960698644,2.3385827895557214,0.8078740545737946,0.25309734513274335,0.7778915,0.456790123,0.091346153,93.26666930292694,2.763779660384034,,3.271543223010725,3.3046988609410173,4.3949867859482765,"Roy Oswalt",571,400061
"Livan Hernandez","WSN",10,12,0,33,33,211.2,4.847244676874678,2.7212601694735032,0.6803150423683758,0.28653295128939826,0.73012232,0.392805755,0.057553956,84.44972566793894,3.65669335273002,,3.947133869326307,4.56841623109011,2.6474432945251465,"Livan Hernandez",1116,115817
"Mark Buehrle","CHW",13,13,0,33,33,210.1,4.236133224466345,2.0966719999883927,0.7274168163225035,0.31326949384404923,0.70168993,0.457259158,0.060070671,86.46276767285862,4.278922448955903,,3.900346408154906,4.49279151595262,3.8016200065612793,"Mark Buehrle",225,279824
"Roberto Hernandez","CLE",13,14,0,33,33,210.1,5.305863451787476,3.080823939747567,0.7274167635515089,0.2826747720364742,0.71483474,0.556053811,0.082524271,92.79845805921053,3.765451481913693,,4.104783739549238,4.250150433643524,2.862902879714966,"Roberto Hernandez",3273,433584
"Ricky Romero","TOR",14,9,0,32,32,210,7.457142857142857,3.5142857142857142,0.6428571428571429,0.2885572139303483,0.70155039,0.552238805,0.09375,91.3568050343965,3.7285714285714286,,3.634985283442906,3.6368825106393725,3.6674234867095947,"Ricky Romero",3403,460069
