Name,Team,W,L,SV,G,GS,IP,K/9,BB/9,HR/9,BABIP,LOB%,GB%,HR/FB,vFA (pi),ERA,xERA,FIP,xFIP,WAR,NameASCII,PlayerId,MLBAMID
"Chris Sale","BOS",17,8,0,32,32,214.1,12.933126278917333,1.8055987986800175,1.0077760736818702,0.30128205128205127,0.78399123,0.386831275,0.120603015,94.91858713753919,2.8973562118353766,2.68,2.453129568630708,2.6490041619038047,7.621091842651367,"Chris Sale",10603,519242
"Ervin Santana","MIN",16,8,0,33,33,211.1,7.111987039368107,2.597791673062602,1.3201892109006665,0.24455611390284757,0.7946693,0.411954765,0.117870722,93.18733057228916,3.2791796528823007,3.84,4.463633322201624,4.7703812094682725,2.71498703956604,"Ervin Santana",3200,429722
"Jeff Samardzija","SFG",9,15,0,32,32,207.2,8.884430611767746,1.3868379491539895,1.3001605773318652,0.30313588850174217,0.675,0.414715719,0.137614678,94.49231750198098,4.420545962928341,3.87,3.610288191507184,3.599596890063968,3.770524501800537,"Jeff Samardzija",3254,502188
"Justin Verlander","- - -",15,8,0,33,33,206,9.567961165048544,3.145631067961165,1.1796116504854368,0.2713472485768501,0.79731028,0.334545454,0.114893617,95.29967590480535,3.3640776699029127,4.27,3.842105713631343,4.167442996438267,4.146909713745117,"Justin Verlander",8700,434378
"Carlos Martinez","STL",12,11,0,32,32,205,9.526829977404336,3.1170734027451976,1.1853659418890188,0.2841121495327103,0.7493188,0.512681159,0.163636363,96.6010953985932,3.6439027102514285,3.42,3.9088592623246035,3.6283862625712655,3.1924617290496826,"Carlos Martinez",11682,593372
"Corey Kluber","CLE",18,4,0,29,29,203.2,11.7103115505243,1.5908347766749993,0.9279869530604162,0.26666666666666666,0.82568807,0.445396145,0.134615384,92.8191977446934,2.2536826002895824,2.59,2.4997018544779106,2.521766254791925,7.21213960647583,"Corey Kluber",2429,446372
"Rick Porcello","BOS",11,17,0,33,33,203.1,8.011476211445414,2.124590376515911,1.6819673814084295,0.3235294117647059,0.69679054,0.391640866,0.147286821,92.46520610346585,4.647541448628555,4.96,4.603541478231641,4.43107601081727,2.0199403762817383,"Rick Porcello",2717,519144
"Gerrit Cole","PIT",12,12,0,33,33,203,8.689655172413794,2.438423645320197,1.374384236453202,0.2984014209591474,0.74557316,0.457685664,0.158974358,96.16111642961341,4.25615763546798,4.33,4.083748068598104,3.807231951846278,3.3856942653656006,"Gerrit Cole",13125,543037
"Zack Greinke","ARI",17,7,0,32,32,202.1,9.563426207821077,2.001647345823016,1.1120263032350088,0.28488372093023256,0.75274725,0.468045112,0.133689839,90.77181014150943,3.2026357533168257,3.5,3.305909867978535,3.343653414223985,4.857717514038086,"Zack Greinke",1943,425844
"Jacob deGrom","NYM",15,10,0,31,31,201.1,10.683774294630933,2.63741708528546,1.2516555658981845,0.3046092184368738,0.76313181,0.452611218,0.16091954,95.85722159557014,3.5314567752127353,3.15,3.5003549086859898,3.229720631073501,4.144550323486328,"Jacob deGrom",10954,594798
"Chris Archer","TBR",10,12,0,34,34,201,11.149252884954736,2.686566960230057,1.2089551321035257,0.324853228962818,0.71298819,0.420262664,0.140625,95.71845666458073,4.07462655634892,3.73,3.3964456462343176,3.3493352488279164,4.4855780601501465,"Chris Archer",6345,502042
"Gio González","WSN",15,9,0,32,32,201,8.417910447761194,3.537313432835821,0.9402985074626866,0.2575187969924812,0.81547064,0.458256029,0.111111111,90.41357142857143,2.955223880597015,3.71,3.9287839728208325,4.243183925584774,3.7918834686279297,"Gio Gonzalez",7448,461829
"Marcus Stroman","TOR",13,9,0,33,33,201,7.343283024628822,2.7761191922377257,0.94029843608052,0.3098106712564544,0.78046745,0.621035058,0.177966101,94.08341512248744,3.0895520042645654,4.24,3.8989331702773464,3.584998583555259,3.401106595993042,"Marcus Stroman",13431,573186
"Max Scherzer","WSN",16,6,0,31,31,200.2,12.019933250150123,2.4667773461128983,0.9867109384451593,0.24528301886792453,0.80645161,0.365296803,0.107843137,94.26243942179144,2.511627843314951,2.49,2.898503488157563,3.281608885374565,6.431716442108154,"Max Scherzer",3137,453286
"Carlos Carrasco","CLE",18,6,0,32,32,200,10.17,2.07,0.945,0.30707070707070705,0.78156313,0.452054794,0.124260355,94.58966313463281,3.285,3.71,3.102639694213867,3.2407310168445114,5.3746161460876465,"Carlos Carrasco",6632,471911
"Clayton Richard","SDP",8,15,0,32,32,197.1,6.886823969308804,2.6908782396637045,1.0945945381682867,0.35064935064935066,0.70592538,0.592356687,0.193548387,91.67219518442623,4.788851104486254,4.57,4.22689639585048,3.7635787562501593,2.176915168762207,"Clayton Richard",3551,453385
"Luis Severino","NYY",14,6,0,31,31,193.1,10.706896833403931,2.3741379934939153,0.9775862326151415,0.27157894736842103,0.7545045,0.506122448,0.14,97.57981927710843,2.9793104232080507,3.1,3.074881071346977,3.0429204403975785,5.5976128578186035,"Luis Severino",15890,622663
"Zach Davies","MIL",17,9,0,33,33,191.1,5.83275230313332,2.587107876389779,0.9407665005053742,0.3021346469622332,0.74166667,0.501628664,0.119760479,89.59899524806701,3.9041809770973033,4.93,4.223841728119957,4.41753850490289,2.6844353675842285,"Zach Davies",13183,605200
"R.A. Dickey","ATL",10,10,0,31,31,190,6.442105263157894,3.1736842105263157,1.231578947368421,0.2899305555555556,0.73202055,0.469491525,0.131979695,83.75692733990148,4.2631578947368425,4.36,4.72079758895071,4.786191488410298,1.5414997339248657,"R.A. Dickey",1245,285079
"Patrick Corbin","ARI",14,13,0,33,32,189.2,8.446396356348354,2.8945515603216267,1.2337432880059391,0.32616487455197135,0.74278438,0.504347826,0.152941176,92.55381666614163,4.033391518480955,4.42,4.075038549397771,3.8873254087871567,3.0359011804684997,"Patrick Corbin",9323,571578
"Jose Quintana","- - -",11,11,0,32,32,188.2,9.874558436990993,2.909894032156766,1.097173159665666,0.3006134969325153,0.71360153,0.447524752,0.132183908,92.50229166666666,4.150176734387519,4.09,3.677074330190849,3.7327932144453637,4.032201528549194,"Jose Quintana",11423,500779
"Julio Teheran","ATL",11,13,0,32,32,188.1,7.21592998305383,3.440708336290568,1.4814160892362167,0.2813067150635209,0.73104693,0.4,0.136563876,91.81989311733129,4.4920358834904635,4.54,4.952330153575305,4.956519693141819,1.0012568235397339,"Julio Teheran",6797,527054
