Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR,NameASCII,PlayerId,MLBAMID
"George Springer","HOU",8,38,4,6,8,1,0.078947368,0.184210526,0.428571428,0.416666666,0.4,0.447368421,0.828571428,0.5286958531329506,,247.66410682604078,,,,,"George Springer",12856,543807
"Alex Bregman","HOU",8,38,2,8,5,0,0.289473684,0.105263157,0.333333334,0.277777777,0.291666666,0.552631578,0.625,0.49325998892655243,,223.4825149836616,,,,,"Alex Bregman",17678,608324
"Steve Pearce","BOS",13,47,4,12,11,0,0.191489361,0.170212765,0.368421052,0.269230769,0.289473684,0.425531914,0.657894736,0.4515166739200024,,186.7845595605164,,,,,"Steve Pearce",9957,456665
"Aaron Judge","NYY",5,22,3,6,4,0,0.136363636,0.136363636,0.52631579,0.384615384,0.421052631,0.5,0.947368421,0.5875669094649228,,283.930053814488,,,,,"Aaron Judge",15640,592450
"David Freese","LAD",14,26,2,3,6,0,0.038461538,0.192307692,0.409090909,0.375,0.363636363,0.423076923,0.772727272,0.48212225849811846,,211.9062340752513,,,,,"David Freese",9549,501896
"J.D. Martinez","BOS",14,62,3,6,14,0,0.161290322,0.177419354,0.22,0.315789473,0.3,0.403225806,0.52,0.3816429873307546,,139.10244406921606,,,,,"J.D. Martinez",6184,502110
"Marwin Gonzalez","HOU",8,36,2,3,9,0,0.027777777,0.25,0.242424242,0.409090909,0.333333333,0.388888888,0.575757575,0.4123000337017907,,168.23508031071245,,,,,"Marwin Gonzalez",5497,503556
"Chris Taylor","LAD",15,48,1,6,3,1,0.1875,0.270833333,0.153846153,0.4,0.282051282,0.416666666,0.435897435,0.37704916919271153,,141.69972315416527,,,,,"Chris Taylor",13757,621035
"Yasiel Puig","LAD",16,56,2,4,8,2,0.107142857,0.178571428,0.18,0.342105263,0.3,0.375,0.48,0.36448066993193196,,133.30184995516933,,,,,"Yasiel Puig",14225,624577
"Manny Piña","MIL",5,12,0,1,0,0,0.416666666,0.083333333,0.142857143,0.5,0.428571428,0.666666666,0.571428571,0.5378320266803106,,244.4943924867442,,,,,"Manny Pina",2829,444489
"Francisco Lindor","CLE",3,12,2,3,2,0,0,0.166666666,0.545454546,0.285714285,0.363636363,0.363636363,0.909090909,0.5291562188755382,,241.24887940538224,,,,,"Francisco Lindor",12916,596019
"Tony Kemp","HOU",6,19,1,3,1,0,0.263157894,0.157894736,0.285714286,0.3,0.285714285,0.47368421,0.571428571,0.4465690945324145,,191.62044032341348,,,,,"Tony Kemp",14894,643393
