Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR,NameASCII,PlayerId,MLBAMID
"Daniel Murphy","NYM",14,64,7,13,11,1,0.09375,0.203125,0.396551725,0.315789473,0.327586206,0.390625,0.724137931,0.46368340651194256,,204.43965792896103,,,,,"Daniel Murphy",4316,502517
"Jorge Soler","CHC",7,25,3,6,5,0,0.24,0.2,0.631578947,0.545454545,0.47368421,0.6,1.105263157,0.6691289663314819,,340.1627316125854,,,,,"Jorge Soler",14221,624585
"Colby Rasmus","HOU",6,24,4,4,6,1,0.291666666,0.291666666,0.764705883,0.5,0.411764705,0.583333333,1.176470588,0.6687868400053545,,345.9236724835087,,,,,"Colby Rasmus",9893,458675
"Kyle Schwarber","CHC",9,31,5,6,8,0,0.129032258,0.258064516,0.555555555,0.285714285,0.333333333,0.419354838,0.888888888,0.5353915768284951,,248.451836696009,,,,,"Kyle Schwarber",16478,656941
"José Bautista","TOR",11,49,4,7,11,0,0.163265306,0.142857142,0.365853659,0.266666666,0.292682926,0.408163265,0.658536585,0.4475275959287371,,188.83427676694419,,,,,"Jose Bautista",1887,430832
"Justin Turner","LAD",5,20,0,2,4,1,0.05,0.15,0.315789474,0.625,0.526315789,0.55,0.842105263,0.5821536089244642,,285.26378464282055,,,,,"Justin Turner",5235,457759
"Stephen Piscotty","STL",4,18,3,5,6,0,0.111111111,0.444444444,0.625,0.6,0.375,0.444444444,1,0.5881937278641595,,287.5314516311906,,,,,"Stephen Piscotty",13367,572039
"Ben Zobrist","KCR",16,75,2,15,6,1,0.093333333,0.08,0.212121212,0.305084745,0.303030303,0.364864864,0.515151515,0.36698897845215267,,132.79462917816304,,,,,"Ben Zobrist",7435,450314
"Alcides Escobar","KCR",16,77,1,13,9,1,0,0.129870129,0.185714286,0.360655737,0.328571428,0.346666666,0.514285714,0.3631952373186747,,130.17502139960538,,,,,"Alcides Escobar",6310,444876
"Curtis Granderson","NYM",14,64,3,10,12,4,0.140625,0.109375,0.20754717,0.266666666,0.283018867,0.375,0.490566037,0.3702851515263319,,140.39146930938537,,,,,"Curtis Granderson",4747,434158
"Josh Donaldson","TOR",11,48,3,9,8,1,0.125,0.208333333,0.292682926,0.25,0.243902439,0.354166666,0.536585365,0.38181621457139653,,143.46005652181003,,,,,"Josh Donaldson",5038,518626
"Salvador Perez","KCR",16,64,4,10,8,0,0.0625,0.140625,0.25862069,0.244444444,0.258620689,0.328125,0.517241379,0.363440815359354,,130.34459494797684,,,,,"Salvador Perez",7304,521692
"Jason Heyward","STL",4,16,1,2,2,0,0.125,0.125,0.285714285,0.363636363,0.357142857,0.4375,0.642857142,0.45860765129327774,,198.66733445939434,,,,,"Jason Heyward",4940,518792
"Alex Gordon","KCR",16,63,2,10,6,0,0.126984126,0.222222222,0.185185185,0.289473684,0.24074074,0.349206349,0.425925925,0.3418144791845291,,115.41144150602439,,,,,"Alex Gordon",5209,460086
