Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR,NameASCII,PlayerId,MLBAMID
"Pablo Sandoval","SFG",16,70,6,9,13,0,0.042857142,0.114285714,0.348484849,0.339622641,0.363636363,0.385714285,0.712121212,0.45655282511227374,,197.75504889902064,,,,,"Pablo Sandoval",5409,467055
"Carlos Beltrán","STL",12,50,3,8,6,3,0.14,0.1,0.357142857,0.342857142,0.357142857,0.44,0.714285714,0.47704680562019347,,206.76625783554417,,,,,"Carlos Beltran",589,136860
"Ryan Ludwick","CIN",5,22,3,4,4,0,0.181818181,0.227272727,0.5,0.3,0.333333333,0.454545454,0.833333333,0.5189055800437927,,231.94425143120745,,,,,"Ryan Ludwick",1260,407886
"Raul Ibanez","NYY",8,26,3,3,5,0,0.153846153,0.23076923,0.454545454,0.307692307,0.318181818,0.423076923,0.772727272,0.48616450548171997,,212.42645909515034,,,,,"Raul Ibanez",607,116380
"Delmon Young","DET",13,52,3,5,9,0,0.057692307,0.211538461,0.229166666,0.352941176,0.3125,0.365384615,0.541666666,0.38484522408130123,,143.5871096824322,,,,,"Delmon Young",2140,430321
"Ryan Zimmerman","WSN",5,22,2,3,4,0,0,0.272727272,0.333333334,0.428571428,0.38095238,0.363636363,0.714285714,0.4450600472363559,,183.26985395172238,,,,,"Ryan Zimmerman",4220,475582
"Austin Jackson","DET",13,58,1,9,4,0,0.120689655,0.275862068,0.18,0.393939393,0.28,0.368421052,0.46,0.36108753032851637,,127.27043138438079,,,,,"Austin Jackson",9848,457706
"David Ross","ATL",1,4,1,1,2,0,0,0,0.75,0.666666666,0.75,0.75,1.5,0.9563359022140503,,528.7528548944583,,,,,"David Ross",1551,424325
"Brandon Phillips","CIN",5,25,1,1,7,1,0,0.16,0.25,0.4,0.375,0.36,0.625,0.40988980293273924,,158.48156129574267,,,,,"Brandon Phillips",791,408252
"Miguel Cabrera","DET",13,57,2,5,8,0,0.122807017,0.122807017,0.183673469,0.275,0.265306122,0.368421052,0.448979591,0.3539463132619858,,122.3658752964198,,,,,"Miguel Cabrera",1744,408234
"Freddie Freeman","ATL",1,5,0,0,0,0,0.2,0.2,0.25,1,0.75,0.8,1,0.7429412007331848,,384.95212029556376,,,,,"Freddie Freeman",5361,518692
"Joey Votto","CIN",5,22,0,3,0,0,0.181818181,0.227272727,0,0.538461538,0.388888888,0.5,0.388888888,0.4066774465821006,,156.3168439910973,,,,,"Joey Votto",4314,458015
"Chris Carpenter","STL",3,5,0,0,1,0,0,0.4,0.4,1,0.6,0.6,1,0.6795458555221557,,343.22471687601575,,,,,"Chris Carpenter",1292,112020
"Matt Carpenter","STL",9,17,1,3,3,0,0.176470588,0.294117647,0.285714286,0.375,0.285714285,0.411764705,0.571428571,0.42082591267193065,,168.88056690853242,,,,,"Matt Carpenter",8090,572761
"Marco Scutaro","SFG",16,70,0,11,8,0,0.071428571,0.042857142,0.0625,0.344262295,0.328125,0.376811594,0.390625,0.3405971466631129,,119.6157529081233,,,,,"Marco Scutaro",1555,340192
"Jay Bruce","CIN",5,22,1,2,4,0,0.09090909,0.09090909,0.263157895,0.25,0.263157894,0.363636363,0.526315789,0.3837393522262573,,140.8595022868339,,,,,"Jay Bruce",9892,457803
