Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR,NameASCII,PlayerId,MLBAMID
"Juan Soto","NYY",14,64,4,12,9,0,0.21875,0.140625,0.306122449,0.324324324,0.326530612,0.46875,0.632653061,0.4543023849687269,,203.34994329364696,,,,,"Juan Soto",20123,665742
"Fernando Tatis Jr.","SDP",7,30,4,8,7,0,0.1,0.066666666,0.576923077,0.35,0.423076923,0.5,1,0.6092069943745931,,303.38144093029365,,,,,"Fernando Tatis Jr.",19709,665487
"Giancarlo Stanton","NYY",14,62,7,9,16,1,0.096774193,0.177419354,0.436363637,0.210526315,0.272727272,0.338709677,0.709090909,0.42565284009839666,,183.19726836043654,,,,,"Giancarlo Stanton",4949,519317
"Mark Vientos","NYM",13,58,5,8,14,0,0.051724137,0.327586206,0.309090909,0.419354838,0.327272727,0.362068965,0.636363636,0.4228130640654728,,177.7623889138997,,,,,"Mark Vientos",22184,668901
"Pete Alonso","NYM",13,58,4,10,10,2,0.206896551,0.258620689,0.295454546,0.307692307,0.272727272,0.431034482,0.568181818,0.41974553413558424,,175.6977310037206,,,,,"Pete Alonso",19251,624413
"Mookie Betts","LAD",16,75,4,14,16,2,0.146666666,0.133333333,0.274193549,0.28,0.29032258,0.386666666,0.564516129,0.3877655176652802,,152.35773176352828,,,,,"Mookie Betts",13611,605141
"Jesse Winker","NYM",10,32,1,7,4,1,0.21875,0.125,0.318181818,0.352941176,0.318181818,0.53125,0.636363636,0.4918987825512886,,224.2618130148176,,,,,"Jesse Winker",13590,608385
"Tommy Edman","LAD",16,67,2,12,13,5,0.044776119,0.149253731,0.180327869,0.36,0.327868852,0.353846153,0.508196721,0.3677089892900907,,138.8583133692402,,,,,"Tommy Edman",19470,669242
"Steven Kwan","CLE",10,48,0,10,2,2,0.125,0.083333333,0.023809524,0.421052631,0.38095238,0.458333333,0.404761904,0.38781023149689037,,157.82763008401918,,,,,"Steven Kwan",24610,680757
"Jackson Chourio","MIL",3,12,2,3,3,1,0.083333333,0.083333333,0.545454546,0.375,0.454545454,0.5,1,0.6194570859273275,,306.23153433988887,,,,,"Jackson Chourio",28806,694192
"Bryce Harper","PHI",4,17,1,3,3,0,0.294117647,0.294117647,0.416666667,0.5,0.333333333,0.529411764,0.75,0.5226981008754057,,240.88868244621642,,,,,"Bryce Harper",11579,547180
"Justyn-Henry Malloy","DET",7,11,0,1,0,0,0.181818181,0.09090909,0.125,0.714285714,0.625,0.727272727,0.75,0.6254311312328685,,324.92246883704064,,,,,"Justyn-Henry Malloy",29606,669234
"Michael Harris II","ATL",2,8,1,2,2,0,0,0.125,0.5,0.666666666,0.625,0.625,1.125,0.7436486706137657,,389.00018509845677,,,,,"Michael Harris II",25931,671739
"Brayan Rocchio","CLE",10,39,1,4,2,0,0.128205128,0.179487179,0.151515151,0.4,0.333333333,0.421052631,0.484848484,0.39625901768082067,,163.77067882408048,,,,,"Brayan Rocchio",23690,677587
"Zach McKinstry","DET",5,9,1,1,1,0,0.111111111,0,0.714285714,0.333333333,0.428571428,0.555555555,1.142857142,0.6630917920006646,,351.4137467145225,,,,,"Zach McKinstry",19392,656716
"Anthony Volpe","NYY",14,59,1,10,6,5,0.169491525,0.220338983,0.12244898,0.371428571,0.285714285,0.406779661,0.408163265,0.3591764332919285,,136.43640625382778,,,,,"Anthony Volpe",27647,683011
"Shohei Ohtani","LAD",16,76,3,14,10,0,0.171052631,0.289473684,0.163934426,0.305555555,0.229508196,0.373333333,0.393442622,0.3453237056732178,,123.79148307009501,,,,,"Shohei Ohtani",19755,660271
"Max Muncy","LAD",16,67,3,8,5,2,0.223880597,0.298507462,0.204081632,0.192307692,0.163265306,0.388059701,0.367346938,0.34966655453639245,,126.7145180405775,,,,,"Max Muncy",13301,571970
"Francisco Lindor","NYM",13,62,2,11,8,0,0.161290322,0.209677419,0.215686275,0.297297297,0.25490196,0.370967741,0.470588235,0.3522914896408717,,130.29653534378397,,,,,"Francisco Lindor",12916,596019
