Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR,NameASCII,PlayerId,MLBAMID
"Eric Hosmer","KCR",15,66,2,8,12,0,0.136363636,0.242424242,0.192982457,0.461538461,0.350877192,0.439393939,0.543859649,0.4269197317270132,,176.7842858447973,,,,,"Eric Hosmer",3516,543333
"Jon Jay","STL",9,36,0,3,2,0,0.083333333,0.083333333,0.034482759,0.538461538,0.48275862,0.571428571,0.517241379,0.48875900166375297,,219.47603006341794,,,,,"Jon Jay",5227,445055
"Pablo Sandoval","SFG",17,78,0,12,5,0,0.064102564,0.141025641,0.098591549,0.433333333,0.366197183,0.423076923,0.464788732,0.3911556183517753,,156.39406462343487,,,,,"Pablo Sandoval",5409,467055
"Hunter Pence","SFG",17,74,1,12,8,2,0.108108108,0.121621621,0.136363636,0.375,0.333333333,0.405405405,0.469696969,0.3880979781215255,,154.30490089440724,,,,,"Hunter Pence",8252,452254
"Matt Carpenter","STL",9,39,4,6,8,0,0.076923076,0.307692307,0.444444445,0.3,0.277777777,0.333333333,0.722222222,0.4493129727167961,,192.5241303222816,,,,,"Matt Carpenter",8090,572761
"A.J. Ellis","LAD",4,17,1,4,2,0,0.235294117,0.058823529,0.307692308,0.545454545,0.538461538,0.647058823,0.846153846,0.6214862391352654,,313.70734170415176,,,,,"A.J. Ellis",5677,454560
"Bryce Harper","WSN",4,19,3,4,4,0,0.105263157,0.157894736,0.588235294,0.181818181,0.294117647,0.368421052,0.882352941,0.5241566927809465,,241.65815051474104,,,,,"Bryce Harper",11579,547180
"Nelson Cruz","BAL",7,30,2,5,7,0,0.066666666,0.166666666,0.25,0.38095238,0.357142857,0.4,0.607142857,0.4390903015931447,,185.59837210630292,,,,,"Nelson Cruz",2434,443558
"Brandon Moss","OAK",1,6,2,2,5,0,0.166666666,0.333333333,1.2,0,0.4,0.5,1.6,0.8541302680969238,,481.1139401134363,,,,,"Brandon Moss",4467,461235
"Lorenzo Cain","KCR",15,68,0,13,8,2,0.073529411,0.132352941,0.083333333,0.384615384,0.333333333,0.388059701,0.416666666,0.35753775977376684,,128.37245550442543,,,,,"Lorenzo Cain",9077,456715
"Kolten Wong","STL",8,30,3,4,6,1,0.033333333,0.166666666,0.482758621,0.19047619,0.24137931,0.266666666,0.724137931,0.40995340922783163,,165.6313089831313,,,,,"Kolten Wong",12532,543939
"Mike Moustakas","KCR",15,55,5,9,7,0,0.036363636,0.163636363,0.326923077,0.184210526,0.23076923,0.259259259,0.557692307,0.35330233640140957,,125.41715469717285,,,,,"Mike Moustakas",4892,519058
"Brandon Belt","SFG",17,73,1,6,8,0,0.150684931,0.232876712,0.06557377,0.386363636,0.295081967,0.397260273,0.360655737,0.3413374274969101,,122.3552799586807,,,,,"Brandon Belt",10264,474832
"Hanley Ramirez","LAD",4,16,0,2,2,1,0.0625,0,0.071428572,0.428571428,0.428571428,0.5,0.5,0.4469771422445774,,194.4722296060828,,,,,"Hanley Ramirez",8001,434670
"Miguel Cabrera","DET",3,12,1,2,1,0,0.083333333,0.166666666,0.363636364,0.375,0.363636363,0.416666666,0.727272727,0.49086831510066986,,223.06905032366979,,,,,"Miguel Cabrera",1744,408234
"Nate Schierholtz","WSN",4,3,0,0,0,0,0.666666666,0,1,1,1,1,2,0.9860374629497528,,557.2428758286153,,,,,"Nate Schierholtz",6201,435625
"Matt Adams","STL",9,35,3,5,7,0,0.142857142,0.142857142,0.3,0.181818181,0.233333333,0.342857142,0.533333333,0.3648564327846874,,134.81834199579708,,,,,"Matt Adams",9393,571431
"Victor Martinez","DET",3,12,1,3,3,0,0,0.333333333,0.416666667,0.428571428,0.333333333,0.333333333,0.75,0.4660128206014633,,205.72592863303103,,,,,"Victor Martinez",393,400121
"J.D. Martinez","DET",3,12,2,2,5,0,0,0.333333333,0.583333333,0.166666666,0.25,0.25,0.833333333,0.4627758860588074,,203.4673314572756,,,,,"J.D. Martinez",6184,502110
"Oscar Taveras","STL",7,7,1,2,1,0,0,0.142857142,0.428571429,0.4,0.428571428,0.428571428,0.857142857,0.5597635507583618,,267.9906090831682,,,,,"Oscar Taveras",11173,570805
