Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR,NameASCII,PlayerId,MLBAMID
"Josh Donaldson","TOR",9,39,1,6,5,0,0.076923076,0.179487179,0.25,0.5,0.416666666,0.461538461,0.666666666,0.47041403306157964,,202.9950600780078,,,,,"Josh Donaldson",5038,518626
"Kris Bryant","CHC",17,75,3,11,8,1,0.12,0.28,0.215384616,0.414634146,0.307692307,0.4,0.523076923,0.39642988284428915,,148.41537870583207,,,,,"Kris Bryant",15429,592178
"Justin Turner","LAD",11,46,2,6,8,1,0.152173913,0.108695652,0.228571429,0.285714285,0.285714285,0.456521739,0.514285714,0.42317055878431903,,170.3237650588637,,,,,"Justin Turner",5235,457759
"Jayson Werth","WSN",5,23,1,4,3,1,0.173913043,0.391304347,0.277777778,0.75,0.388888888,0.52173913,0.666666666,0.499824855638587,,215.70955743796188,,,,,"Jayson Werth",1327,150029
"Anthony Rizzo","CHC",17,75,3,11,10,2,0.106666666,0.173333333,0.215384616,0.306122448,0.276923076,0.373333333,0.492307692,0.3647178901384955,,127.16848412299233,,,,,"Anthony Rizzo",3473,519203
"Conor Gillaspie","SFG",5,19,1,3,6,0,0,0.263157894,0.263157895,0.538461538,0.421052631,0.421052631,0.684210526,0.46603748045469584,,197.82189452974131,,,,,"Conor Gillaspie",9009,543216
"Joe Panik","SFG",4,17,0,3,2,0,0.176470588,0.235294117,0.153846154,0.6,0.461538461,0.529411764,0.615384615,0.47468774809556846,,203.61753551591605,,,,,"Joe Panik",11936,605412
"Edwin Encarnación","TOR",9,39,3,5,9,0,0.102564102,0.128205128,0.285714286,0.259259259,0.285714285,0.358974358,0.571428571,0.3767093226716325,,138.5950024805754,,,,,"Edwin Encarnacion",2151,429665
"Kyle Schwarber","CHC",5,20,0,2,2,1,0.15,0.2,0.05882353,0.538461538,0.411764705,0.5,0.470588235,0.4292290240526199,,170.39065796772985,,,,,"Kyle Schwarber",16478,656941
"Michael Saunders","TOR",8,22,1,2,1,0,0.045454545,0.454545454,0.190476191,0.7,0.38095238,0.409090909,0.571428571,0.4190052395517176,,167.66354633369122,,,,,"Michael Saunders",9981,459431
"Francisco Lindor","CLE",15,62,2,5,6,1,0.064516129,0.258064516,0.155172414,0.4,0.310344827,0.354838709,0.465517241,0.3538375525705276,,118.6761856954223,,,,,"Francisco Lindor",12916,596019
"Brandon Guyer","CLE",10,24,0,6,3,0,0.166666666,0.208333333,0.055555555,0.461538461,0.333333333,0.5,0.388888888,0.40993985782066983,,157.23339028441916,,,,,"Brandon Guyer",2636,446386
"Coco Crisp","CLE",12,32,2,5,4,1,0.09375,0.09375,0.307692307,0.238095238,0.269230769,0.344827586,0.576923076,0.3869225937744667,,141.41440824880723,,,,,"Coco Crisp",1572,424825
"Daniel Murphy","WSN",5,22,0,3,6,2,0.227272727,0.045454545,0,0.4375,0.4375,0.545454545,0.4375,0.4110507547855377,,156.23130326421747,,,,,"Daniel Murphy",4316,502517
"Elvis Andrus","TEX",3,11,1,2,1,0,0,0,0.454545455,0.3,0.363636363,0.363636363,0.818181818,0.4855359575965188,,205.73224565263538,,,,,"Elvis Andrus",8709,462101
"Brock Holt","BOS",3,10,1,1,1,0,0,0.2,0.4,0.428571428,0.4,0.4,0.8,0.5013686656951905,,219.43201207902638,,,,,"Brock Holt",9345,571788
