Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR,NameASCII,PlayerId,MLBAMID
"David Freese","STL",18,71,5,12,21,0,0.098591549,0.197183098,0.396825397,0.454545454,0.396825396,0.464788732,0.793650793,0.5268964494977678,,244.81251431589862,,,,,"David Freese",9549,501896
"Albert Pujols","STL",18,82,5,15,16,1,0.146341463,0.134146341,0.338235294,0.365384615,0.352941176,0.463414634,0.69117647,0.4676898105724438,,204.26234390339428,,,,,"Albert Pujols",1177,405395
"Ryan Braun","MIL",11,47,2,7,10,1,0.085106382,0.191489361,0.30952381,0.483870967,0.404761904,0.468085106,0.714285714,0.5039369958512326,,224.6313289235048,,,,,"Ryan Braun",3410,460075
"Miguel Cabrera","DET",11,47,4,7,10,2,0.255319148,0.234042553,0.457142857,0.35,0.314285714,0.489361702,0.771428571,0.4988892248698643,,218.59104704707045,,,,,"Miguel Cabrera",1744,408234
"Nelson Cruz","TEX",17,70,8,13,16,0,0.1,0.2,0.419354839,0.15,0.225806451,0.314285714,0.64516129,0.4011493420255357,,148.5325551111634,,,,,"Nelson Cruz",2434,443558
"Ian Kinsler","TEX",17,80,1,10,11,3,0.175,0.1125,0.123076923,0.345454545,0.307692307,0.4375,0.43076923,0.38799589495115644,,139.5969803982412,,,,,"Ian Kinsler",6195,435079
"Allen Craig","STL",15,47,4,9,8,0,0.170212765,0.276595744,0.378378378,0.25,0.243243243,0.391304347,0.621621621,0.430361737375674,,178.69663443610636,,,,,"Allen Craig",3433,501800
"Chris Young","ARI",5,20,3,5,4,2,0.1,0.25,0.555555556,0.4,0.388888888,0.45,0.944444444,0.5793399691581727,,273.3956042831383,,,,,"Chris Young",3882,455759
"Mike Napoli","TEX",17,70,3,11,15,1,0.142857142,0.185714285,0.172413794,0.363636363,0.327586206,0.414285714,0.5,0.38878341632730823,,140.1319698998399,,,,,"Mike Napoli",3057,435063
"Paul Goldschmidt","ARI",4,19,2,4,6,1,0.105263157,0.263157894,0.375,0.555555555,0.4375,0.526315789,0.8125,0.5651628845616391,,263.68582837326085,,,,,"Paul Goldschmidt",9218,502671
"Lance Berkman","STL",18,76,2,17,11,2,0.118421052,0.157894736,0.125,0.36,0.3125,0.413333333,0.4375,0.37788386602659485,,142.75494504592464,,,,,"Lance Berkman",548,204020
"Chase Utley","PHI",5,21,0,5,1,0,0.142857142,0.142857142,0.25,0.538461538,0.4375,0.571428571,0.6875,0.5355546247391474,,246.97461121835858,,,,,"Chase Utley",1679,400284
"Jerry Hairston","MIL",11,45,0,8,4,0,0.088888888,0.088888888,0.153846154,0.405405405,0.384615384,0.422222222,0.538461538,0.4090709898206923,,159.6583329771549,,,,,"Jerry Hairston",144,150020
"Matt Holliday","STL",16,62,1,13,5,0,0.161290322,0.225806451,0.117647058,0.388888888,0.294117647,0.419354838,0.411764705,0.3767465122284428,,141.97598020057094,,,,,"Matt Holliday",1873,407812
"Desmond Jennings","TBR",4,18,2,3,2,0,0.166666666,0.055555555,0.466666667,0.25,0.333333333,0.444444444,0.8,0.5169475873311361,,237.73650235992844,,,,,"Desmond Jennings",1965,457775
"Prince Fielder","MIL",11,46,3,6,6,0,0.130434782,0.195652173,0.342105263,0.23076923,0.236842105,0.369565217,0.578947368,0.3942277323115956,,149.49230037682923,,,,,"Prince Fielder",4613,425902
"Jimmy Rollins","PHI",5,21,0,6,0,2,0.047619047,0.047619047,0.2,0.47368421,0.45,0.476190476,0.65,0.4868791103363037,,213.63712677778545,,,,,"Jimmy Rollins",971,276519
"Jorge Posada","NYY",5,19,0,4,0,0,0.210526315,0.315789473,0.142857143,0.75,0.428571428,0.578947368,0.571428571,0.5034844749852231,,221.2206094756685,,,,,"Jorge Posada",841,120691
"Adrian Beltré","TEX",17,76,5,14,9,0,0.026315789,0.25,0.277777778,0.291666666,0.263888888,0.302631578,0.541666666,0.35915207544962563,,120.00241308029466,,,,,"Adrian Beltre",639,134181
"David Murphy","TEX",15,49,0,5,3,1,0.163265306,0.122448979,0.12195122,0.371428571,0.31707317,0.428571428,0.43902439,0.3811151583989461,,134.9226668746045,,,,,"David Murphy",6035,461815
"Kelly Shoppach","TBR",4,11,2,3,6,0,0.09090909,0.363636363,0.6,0.5,0.4,0.454545454,1,0.604243126782504,,297.03926995093707,,,,,"Kelly Shoppach",3867,431159
"Delmon Young","DET",9,36,5,6,6,0,0.055555555,0.194444444,0.441176471,0.136363636,0.235294117,0.277777777,0.676470588,0.4024668137232463,,153.0880915154408,,,,,"Delmon Young",2140,430321
"Robinson Canó","NYY",5,24,2,2,9,0,0.083333333,0.166666666,0.363636363,0.3125,0.318181818,0.375,0.681818181,0.4380954348522684,,176.79965653380563,,,,,"Robinson Cano",3269,429664
"Ryan Roberts","ARI",5,20,2,2,6,0,0,0.2,0.35,0.357142857,0.35,0.35,0.7,0.45012751817703245,,184.8989930616979,,,,,"Ryan Roberts",5653,440251
"Ryan Raburn","DET",9,32,2,4,5,0,0.125,0.21875,0.25,0.315789473,0.285714285,0.375,0.535714285,0.39595239609479904,,148.662630638075,,,,,"Ryan Raburn",2218,430605
