Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR,NameASCII,PlayerId,MLBAMID
"Nelson Cruz","TEX",16,63,6,13,11,1,0.047619047,0.269841269,0.416666667,0.351351351,0.316666666,0.349206349,0.733333333,0.4531709724856961,,180.37779266964034,,,,,"Nelson Cruz",2434,443558
"Cody Ross","SFG",15,59,5,11,10,0,0.118644067,0.186440677,0.392156862,0.285714285,0.294117647,0.389830508,0.686274509,0.45470440084651365,,189.30526747072904,,,,,"Cody Ross",1760,425496
"Curtis Granderson","NYY",9,38,1,3,6,1,0.210526315,0.131578947,0.25,0.409090909,0.357142857,0.513513513,0.607142857,0.48467916572416153,,206.18380431675547,,,,,"Curtis Granderson",4747,434158
"Robinson Canó","NYY",9,36,4,8,6,0,0.027777777,0.083333333,0.428571429,0.285714285,0.342857142,0.361111111,0.771428571,0.47882623308234745,,202.20634305395726,,,,,"Robinson Cano",3269,429664
"Ian Kinsler","TEX",16,64,3,7,9,3,0.125,0.109375,0.240740741,0.288888888,0.296296296,0.38095238,0.537037037,0.39563268139248803,,141.27665517903165,,,,,"Ian Kinsler",6195,435079
"Mitch Moreland","TEX",15,51,1,5,7,0,0.078431372,0.176470588,0.152173914,0.416666666,0.347826086,0.4,0.5,0.38984755350618944,,137.34527180658353,,,,,"Mitch Moreland",3086,519048
"Carlos Pena","TBR",4,17,1,4,4,0,0.176470588,0.411764705,0.428571429,0.5,0.285714285,0.411764705,0.714285714,0.4675840349758373,,201.80788521841362,,,,,"Carlos Pena",934,150289
"Brian McCann","ATL",4,16,1,2,3,0,0.0625,0.25,0.285714286,0.5,0.428571428,0.4375,0.714285714,0.4764842204749584,,199.9423356856719,,,,,"Brian McCann",4810,435263
"Lance Berkman","NYY",5,19,1,3,4,0,0.105263157,0.157894736,0.375,0.307692307,0.3125,0.368421052,0.6875,0.4285677106756913,,168.05229785449058,,,,,"Lance Berkman",548,204020
"Bengie Molina","TEX",13,44,2,7,8,1,0.045454545,0.181818181,0.195121952,0.322580645,0.292682926,0.34090909,0.487804878,0.36318129978396674,,119.22375944774389,,,,,"Bengie Molina",24,134260
"Jason Bartlett","TBR",5,17,0,0,0,0,0.058823529,0.058823529,0.066666666,0.428571428,0.4,0.470588235,0.466666666,0.42231421260272756,,171.0439971161592,,,,,"Jason Bartlett",8219,430583
"Ben Zobrist","TBR",5,22,1,2,2,0,0.09090909,0.272727272,0.25,0.384615384,0.3,0.363636363,0.55,0.39546232602813025,,152.7963347527649,,,,,"Ben Zobrist",7435,450314
"Eric Hinske","ATL",4,4,1,1,2,0,0.25,0.25,1,0,0.333333333,0.5,1.333333333,0.6932938545942307,,344.60769044233905,,,,,"Eric Hinske",1305,400134
"Matt Treanor","TEX",4,14,1,3,2,0,0.142857142,0.142857142,0.3,0.142857142,0.2,0.428571428,0.5,0.4167447899069105,,155.6237524260079,,,,,"Matt Treanor",2265,276354
"Brandon Phillips","CIN",3,12,1,2,1,0,0,0.083333333,0.333333333,0.3,0.333333333,0.333333333,0.666666666,0.42769895990689594,,165.16207198185396,,,,,"Brandon Phillips",791,408252
"Jay Bruce","CIN",3,10,1,1,1,0,0.2,0,0.375,0.142857142,0.25,0.4,0.625,0.4369462788105011,,171.33230825927944,,,,,"Jay Bruce",9892,457803
"Ryan Howard","PHI",9,38,0,1,0,0,0.131578947,0.447368421,0.121212121,0.625,0.303030303,0.394736842,0.424242424,0.34875572886731887,,114.26953559851908,,,,,"Ryan Howard",2154,429667
"Orlando Hudson","MIN",3,13,1,2,2,0,0,0.153846153,0.25,0.333333333,0.333333333,0.333333333,0.583333333,0.3964315503835678,,148.1974202293892,,,,,"Orlando Hudson",1307,407861
"Edgar Renteria","SFG",11,37,2,7,6,0,0.027027027,0.135135135,0.171428572,0.285714285,0.285714285,0.324324324,0.457142857,0.3442756581950832,,115.62213389644549,,,,,"Edgar Renteria",1178,121074
"Delmon Young","MIN",3,13,0,1,0,0,0.076923076,0.076923076,0.166666667,0.363636363,0.333333333,0.384615384,0.5,0.3841847823216365,,139.8749178973431,,,,,"Delmon Young",2140,430321
"Cliff Lee","TEX",1,2,0,0,0,0,0,0,0.5,0.5,0.5,0.5,1,0.6351407766342163,,304.03850966285523,,,,,"Cliff Lee",1636,424324
"Mike Sweeney","PHI",1,1,0,0,0,0,0,0,0,1,1,1,1,0.8950726389884949,,478.7972925558881,,,,,"Mike Sweeney",634,123041
"Carlos Ruiz","PHI",9,35,1,3,2,0,0.114285714,0.2,0.153846154,0.222222222,0.192307692,0.382352941,0.346153846,0.3351828148870757,,105.21306343569341,,,,,"Carlos Ruiz",2579,434563
"Buster Posey","SFG",15,65,1,6,5,1,0.092307692,0.276923076,0.101694915,0.4,0.288135593,0.353846153,0.389830508,0.3285128641873598,,105.10447310915265,,,,,"Buster Posey",9166,457763
"Dan Johnson","TBR",5,12,0,1,0,0,0.25,0.333333333,0.111111111,0.4,0.222222222,0.416666666,0.333333333,0.35574986537297565,,125.80904759729212,,,,,"Dan Johnson",2167,430681
"Tim Hudson","ATL",2,2,0,0,0,0,0,0.5,0,1,0.5,0.5,0.5,0.44753631949424744,,180.6269653985211,,,,,"Tim Hudson",921,218596
"Nate McLouth","ATL",3,2,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.44753631949424744,,180.6269653985211,,,,,"Nate McLouth",3190,434661
"Aaron Rowand","SFG",7,11,0,2,2,0,0,0.454545454,0.272727273,0.5,0.272727272,0.272727272,0.545454545,0.34302942861210217,,114.79059222873975,,,,,"Aaron Rowand",254,400023
"Travis Ishikawa","SFG",10,13,0,2,1,0,0.153846153,0.307692307,0.1,0.333333333,0.2,0.384615384,0.3,0.33078967607938325,,106.62366666995437,,,,,"Travis Ishikawa",4793,448170
"David Ross","ATL",2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"David Ross",1551,424325
"Jason Repko","MIN",1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"Jason Repko",2628,434705
"Matt Tolbert","MIN",1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"Matt Tolbert",7365,445196
