Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR,NameASCII,PlayerId,MLBAMID
"Coco Crisp","OAK",5,22,0,4,2,1,0.136363636,0.09090909,0.222222223,0.411764705,0.388888888,0.454545454,0.611111111,0.4445211074569009,,189.14362493757392,,,,,"Coco Crisp",1572,424825
"Marlon Byrd","PIT",6,23,1,4,5,0,0.04347826,0.260869565,0.227272727,0.466666666,0.363636363,0.391304347,0.59090909,0.42491116990213806,,178.72458058690123,,,,,"Marlon Byrd",950,407781
"Jhonny Peralta","DET",10,34,1,2,6,0,0.029411764,0.147058823,0.212121212,0.37037037,0.333333333,0.352941176,0.545454545,0.3883186999489279,,146.57432561902175,,,,,"Jhonny Peralta",1738,425509
"Xander Bogaerts","BOS",12,34,0,9,2,0,0.176470588,0.264705882,0.185185185,0.421052631,0.296296296,0.411764705,0.481481481,0.38589756629046273,,141.3880236192124,,,,,"Xander Bogaerts",12161,593428
"James Loney","TBR",5,19,0,1,2,0,0.105263157,0.157894736,0.125,0.461538461,0.375,0.47368421,0.5,0.4313512036674901,,180.87537537785735,,,,,"James Loney",4556,425766
"Ryan Ludwick","CIN",1,4,0,0,0,0,0,0,0.5,0.75,0.75,0.75,1.25,0.8574697226285934,,473.86006795597035,,,,,"Ryan Ludwick",1260,407886
"Russell Martin","PIT",6,22,2,2,6,0,0.136363636,0.227272727,0.352941176,0.25,0.294117647,0.363636363,0.647058823,0.40620567310940137,,165.69857495051426,,,,,"Russell Martin",4616,431145
"Yunel Escobar","TBR",5,19,0,3,2,0,0,0.052631578,0.105263158,0.444444444,0.421052631,0.421052631,0.526315789,0.4141861325816104,,169.042675362316,,,,,"Yunel Escobar",4191,488862
"Andrew McCutchen","PIT",6,26,0,3,0,0,0.192307692,0.115384615,0.047619047,0.388888888,0.333333333,0.461538461,0.38095238,0.3743467378616333,,143.51286800538483,,,,,"Andrew McCutchen",9847,457705
"Shin-Soo Choo","CIN",1,4,1,2,1,0,0,0.25,1,0,0.333333333,0.5,1.333333333,0.7058180272579193,,368.25389985713156,,,,,"Shin-Soo Choo",3174,425783
"Lonnie Chisenhall","CLE",1,4,0,0,0,0,0,0.25,0,1,0.75,0.75,0.75,0.6659486442804337,,339.66378147737487,,,,,"Lonnie Chisenhall",7571,502082
"Matt Holliday","STL",17,71,4,10,10,0,0.028169014,0.154929577,0.260869565,0.24074074,0.246376811,0.267605633,0.507246376,0.3322311757316052,,112.1143454445911,,,,,"Matt Holliday",1873,407812
"Yasiel Puig","LAD",10,41,0,6,4,0,0.024390243,0.341463414,0.076923077,0.52,0.333333333,0.365853658,0.41025641,0.3430708574085701,,121.95989733645938,,,,,"Yasiel Puig",14225,624577
"Chris Johnson","ATL",4,16,0,1,5,0,0,0.3125,0,0.636363636,0.4375,0.4375,0.4375,0.38847004249691963,,150.86578561593475,,,,,"Chris Johnson",1191,453400
"Allen Craig","STL",6,17,0,1,0,0,0.058823529,0.117647058,0.0625,0.428571428,0.375,0.411764705,0.4375,0.37650927725960226,,142.94842627457268,,,,,"Allen Craig",3433,501800
"Francisco Liriano","PIT",2,5,0,0,0,0,0.2,0,0,0.5,0.5,0.666666666,0.5,0.5259859760602316,,249.11036126412336,,,,,"Francisco Liriano",3201,434538
"Shane Robinson","STL",8,16,1,3,3,0,0,0.125,0.25,0.307692307,0.3125,0.3125,0.5625,0.3772558607161045,,143.46832694442324,,,,,"Shane Robinson",4249,453203
"Carlos Santana","CLE",1,4,0,0,0,0,0,0.25,0.25,0.666666666,0.5,0.5,0.75,0.5397263020277023,,252.65271675978198,,,,,"Carlos Santana",2396,467793
"Yan Gomes","CLE",1,4,0,0,0,0,0,0,0.25,0.5,0.5,0.5,0.75,0.5397263020277023,,252.65271675978198,,,,,"Yan Gomes",9627,543228
"Evan Gattis","ATL",4,16,0,3,1,0,0.125,0.1875,0,0.454545454,0.357142857,0.4375,0.357142857,0.36373190209269524,,133.63880897320348,,,,,"Evan Gattis",11003,594828
"Jose Lobaton","TBR",4,7,1,1,1,0,0,0.285714285,0.428571429,0.25,0.285714285,0.285714285,0.714285714,0.42703671966280254,,177.90119632005462,,,,,"Jose Lobaton",4243,446653
"Ryan Raburn","CLE",1,4,0,0,0,0,0.25,0.5,0.333333333,1,0.333333333,0.5,0.666666666,0.49025002121925354,,218.54636288789777,,,,,"Ryan Raburn",2218,430605
"Kelly Johnson","TBR",2,3,0,0,0,0,0,0.666666666,0.666666667,1,0.333333333,0.333333333,1,0.5385705629984537,,254.7867800247906,,,,,"Kelly Johnson",2234,430637
"Seth Smith","OAK",4,17,1,1,2,0,0.058823529,0.294117647,0.1875,0.4,0.3125,0.352941176,0.5,0.35331572592258453,,126.27141694617588,,,,,"Seth Smith",7331,452234
"Mike Napoli","BOS",15,52,2,5,7,0,0.115384615,0.403846153,0.217391304,0.347826086,0.217391304,0.307692307,0.434782608,0.32650827444516695,,100.44815969293333,,,,,"Mike Napoli",3057,435063
"Jose Constanza","ATL",2,1,0,0,1,0,0,0,0,1,1,1,1,0.8879315257072449,,498.67734964679,,,,,"Jose Constanza",6003,468429
"Desmond Jennings","TBR",5,18,0,1,2,1,0.111111111,0.166666666,0.0625,0.384615384,0.3125,0.388888888,0.375,0.34459736612108016,,121.0718284104276,,,,,"Desmond Jennings",1965,457775
"Reed Johnson","ATL",3,3,0,1,0,0,0.333333333,0,0,0.5,0.5,0.666666666,0.5,0.44396576285362244,,189.5115149526965,,,,,"Reed Johnson",1702,407862
"Nick Punto","LAD",6,6,0,0,0,0,0,0.666666666,0.166666667,1,0.333333333,0.333333333,0.5,0.3598175346851349,,133.6218336652497,,,,,"Nick Punto",1429,346857
"Sean Rodríguez","TBR",4,6,1,1,1,0,0,0,0.5,0,0.166666666,0.166666666,0.666666666,0.3502209186553955,,124.94841067608036,,,,,"Sean Rodriguez",6589,446481
"Josh Reddick","OAK",5,19,1,1,1,0,0.105263157,0.263157894,0.235294118,0.272727272,0.235294117,0.315789473,0.470588235,0.3243438137902154,,106.29969976401084,,,,,"Josh Reddick",3892,502210
"Freddie Freeman","ATL",4,17,0,4,0,0,0.058823529,0.235294117,0.0625,0.416666666,0.3125,0.352941176,0.375,0.32427801104152904,,106.1641787666727,,,,,"Freddie Freeman",5361,518692
"David DeJesus","TBR",5,16,0,2,1,0,0.0625,0.375,0.076923077,0.428571428,0.23076923,0.375,0.307692307,0.323797270655632,,106.73333317752791,,,,,"David DeJesus",1825,430203
"Delmon Young","TBR",5,13,1,1,3,0,0.076923076,0.076923076,0.272727273,0.2,0.272727272,0.307692307,0.545454545,0.3230990469455719,,106.25201436075491,,,,,"Delmon Young",2140,430321
"Andrelton Simmons","ATL",4,15,0,0,2,0,0.133333333,0.2,0.083333333,0.333333333,0.25,0.357142857,0.333333333,0.3162063956260681,,100.54332255197072,,,,,"Andrelton Simmons",10847,592743
"Todd Frazier","CIN",1,4,0,0,0,0,0,0.25,0.25,0.333333333,0.25,0.25,0.5,0.3177434206008911,,98.00916539939828,,,,,"Todd Frazier",785,453943
"Ramon Santiago","DET",5,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"Ramon Santiago",1417,421124
"John Buck","PIT",1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"John Buck",2041,407833
"Scott Van Slyke","LAD",2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"Scott Van Slyke",4365,475100
"Hernán Pérez","DET",2,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,"Hernan Perez",5751,541650
"Paul Janish","ATL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"Paul Janish",7412,457926
"Josh Harrison","PIT",2,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,"Josh Harrison",8202,543281
"Dee Strange-Gordon","LAD",2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"Dee Strange-Gordon",8203,543829
"Quintin Berry","BOS",3,0,0,0,0,3,0,0,0,0,0,0,0,0,,,,,,,"Quintin Berry",9414,450641
"Kevin Kiermaier","TBR",1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"Kevin Kiermaier",11038,595281
"Brayan Peña","DET",1,3,0,0,1,0,0,0,0,0.333333333,0.333333333,0.333333333,0.333333333,0.2959771752357483,,82.91892008984883,,,,,"Brayan Pena",3231,430910
"Yadier Molina","STL",17,69,1,4,4,0,0.101449275,0.144927536,0.080645161,0.31372549,0.274193548,0.347826086,0.354838709,0.3119775389923769,,98.0102567242656,,,,,"Yadier Molina",7007,425877
"Miguel Cabrera","DET",11,45,2,4,7,1,0.066666666,0.2,0.142857143,0.29032258,0.261904761,0.311111111,0.404761904,0.3085019900040193,,91.55287069580271,,,,,"Miguel Cabrera",1744,408234
"A.J. Burnett","PIT",1,1,0,0,0,0,0,0,0,0,0,0,0,0,,-100,,,,,"A.J. Burnett",512,150359
"Jake Peavy","BOS",1,1,0,0,0,0,0,0,0,0,0,0,0,0,,-100,,,,,"Jake Peavy",1051,408241
"Felix Doubront","BOS",1,1,0,0,0,0,0,1,0,0,0,0,0,0,,-100,,,,,"Felix Doubront",1478,467094
"Gerald Laird","ATL",1,1,0,0,0,0,0,0,0,0,0,0,0,0,,-100,,,,,"Gerald Laird",1698,408042
"Chris Capuano","LAD",1,1,0,0,0,0,0,0,0,0,0,0,0,0,,-100,,,,,"Chris Capuano",1701,425626
"Travis Snider","PIT",1,1,0,0,0,0,0,1,0,0,0,0,0,0,,-100,,,,,"Travis Snider",2830,501983
"Clay Buchholz","BOS",1,1,0,0,0,0,0,1,0,0,0,0,0,0,,-100,,,,,"Clay Buchholz",3543,453329
"Ricky Nolasco","LAD",1,1,0,0,0,0,0,1,0,0,0,0,0,0,,-100,,,,,"Ricky Nolasco",3830,445060
"Chris Heisey","CIN",1,1,0,0,0,0,0,0,0,0,0,0,0,0,,-100,,,,,"Chris Heisey",3978,502317
"Charlie Morton","PIT",1,1,0,0,0,0,0,0,0,0,0,0,0,0,,-100,,,,,"Charlie Morton",4676,450203
"Devin Mesoraco","CIN",1,1,0,0,0,0,0,0,0,0,0,0,0,0,,-100,,,,,"Devin Mesoraco",5666,519023
"Julio Teheran","ATL",1,1,0,0,0,0,0,1,0,0,0,0,0,0,,-100,,,,,"Julio Teheran",6797,527054
"Derek Norris","OAK",1,1,0,0,0,0,0,1,0,0,0,0,0,0,,-100,,,,,"Derek Norris",6867,519083
"Johnny Cueto","CIN",1,1,0,0,0,0,0,0,0,0,0,0,0,0,,-100,,,,,"Johnny Cueto",6893,456501
"Sam Fuld","TBR",2,1,0,1,0,0,0,1,0,0,0,0,0,0,,-100,,,,,"Sam Fuld",8254,453539
"Jeanmar Gómez","PIT",1,1,0,0,0,0,0,1,0,0,0,0,0,0,,-100,,,,,"Jeanmar Gomez",9033,491646
"Kris Medlen","ATL",1,1,0,0,0,0,0,1,0,0,0,0,0,0,,-100,,,,,"Kris Medlen",9417,450665
"Jordan Schafer","ATL",1,1,0,0,0,0,0,1,0,0,0,0,0,0,,-100,,,,,"Jordan Schafer",9883,457788
"Brandon Workman","BOS",1,1,0,0,0,0,0,1,0,0,0,0,0,0,,-100,,,,,"Brandon Workman",11428,519443
"Alex Wood","ATL",1,1,0,0,0,0,0,0,0,0,0,0,0,0,,-100,,,,,"Alex Wood",13781,622072
"Evan Longoria","TBR",5,20,1,2,3,0,0.15,0.3,0.176470588,0.2,0.176470588,0.3,0.352941176,0.2973633885383606,,88.51120081495596,,,,,"Evan Longoria",9368,446334
"Michael Brantley","CLE",1,4,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0.22198288142681122,,33.61706237352203,,,,,"Michael Brantley",4106,488726
"Jay Bruce","CIN",1,4,0,0,1,0,0,0.5,0,0.5,0.25,0.25,0.25,0.22198288142681122,,31.324097536919766,,,,,"Jay Bruce",9892,457803
"Gerrit Cole","PIT",2,4,0,0,1,0,0,0.5,0,0.5,0.25,0.25,0.25,0.22198288142681122,,37.41077006632871,,,,,"Gerrit Cole",13125,543037
"Don Kelly","DET",9,14,0,0,0,0,0.214285714,0.214285714,0,0.25,0.181818181,0.357142857,0.181818181,0.27471016134534565,,68.2585557760363,,,,,"Don Kelly",2216,430603
"Justin Morneau","PIT",6,25,0,4,0,0,0.04,0.08,0.041666667,0.318181818,0.291666666,0.32,0.333333333,0.29154356956481936,,85.85096525582439,,,,,"Justin Morneau",1737,408047
"Zack Cozart","CIN",1,4,0,0,0,0,0.25,0,0,0,0,0.25,0,0.17250660061836243,,-3.129855748542744,,,,,"Zack Cozart",2616,446359
"Alberto Callaspo","OAK",4,6,0,0,0,0,0,0.166666666,0.166666667,0.2,0.166666666,0.166666666,0.333333333,0.21182894706726074,,28.737849972632134,,,,,"Alberto Callaspo",3336,430948
"Freddy Garcia","ATL",1,2,0,0,0,0,0,0,0,0,0,0,0,0,,-100,,,,,"Freddy Garcia",1077,150119
"Garrett Jones","PIT",2,2,0,0,0,0,0,0.5,0,0,0,0,0,0,,-100,,,,,"Garrett Jones",2714,434540
"Gaby Sanchez","PIT",2,2,0,0,0,0,0,0,0,0,0,0,0,0,,-100,,,,,"Gaby Sanchez",3361,459991
"Mike Minor","ATL",1,2,0,0,0,0,0,0,0,0,0,0,0,0,,-100,,,,,"Mike Minor",10021,501985
"Alex Avila","DET",11,40,1,3,4,0,0.2,0.275,0.096774194,0.210526315,0.161290322,0.35,0.258064516,0.29738023579120637,,83.88611647215983,,,,,"Alex Avila",7476,488671
"Shane Victorino","BOS",14,61,1,6,12,2,0.032786885,0.229508196,0.098039216,0.277777777,0.215686274,0.333333333,0.31372549,0.3030067344506582,,84.24743024258873,,,,,"Shane Victorino",1677,425664
"Mark Ellis","LAD",10,44,0,5,1,1,0.068181818,0.204545454,0.125,0.322580645,0.25,0.302325581,0.375,0.2982860720434854,,90.77297548916079,,,,,"Mark Ellis",1443,407885
"Lance Lynn","STL",3,5,0,0,0,0,0.2,0.4,0,0,0,0.25,0,0.17250660061836243,,0.8864406876055335,,,,,"Lance Lynn",2520,458681
"Justin Upton","ATL",4,18,0,2,0,0,0.222222222,0.222222222,0.071428572,0.2,0.142857142,0.333333333,0.214285714,0.2732783787780338,,70.64940443702714,,,,,"Justin Upton",5222,457708
"Clint Barmes","PIT",6,11,0,0,0,0,0,0.09090909,0,0.3,0.272727272,0.272727272,0.272727272,0.24216314337470315,,51.46376255242387,,,,,"Clint Barmes",1830,425549
"Jordy Mercer","PIT",5,9,0,0,0,0,0.111111111,0.222222222,0,0.333333333,0.25,0.333333333,0.25,0.22198288142681122,,37.41077006632871,,,,,"Jordy Mercer",6547,474568
"Jon Lester","BOS",1,3,0,0,0,0,0,0.333333333,0,0,0,0,0,0,,-100,,,,,"Jon Lester",4930,452657
"Ryan Hanigan","CIN",1,3,0,0,0,0,0,0,0,0,0,0,0,0,,-100,,,,,"Ryan Hanigan",4952,452672
"B.J. Upton","ATL",3,3,0,1,0,0,0,1,0,0,0,0,0,0,,-100,,,,,"B.J. Upton",5015,425834
"Daric Barton","OAK",2,3,0,0,0,0,0,1,0,0,0,0,0,0,,-100,,,,,"Daric Barton",5928,435558
"Hyun Jin Ryu","LAD",2,3,0,0,1,0,0,0.333333333,0,0,0,0,0,0,,-100,,,,,"Hyun Jin Ryu",14444,547943
"Kolten Wong","STL",7,6,0,0,0,1,0,0.166666666,0,0.2,0.166666666,0.166666666,0.166666666,0.14798858761787415,,-16.187245142614223,,,,,"Kolten Wong",12532,543939
"Ben Zobrist","TBR",5,20,1,3,1,0,0.1,0.2,0.166666667,0.153846153,0.166666666,0.25,0.333333333,0.2628620684146881,,64.72779967894755,,,,,"Ben Zobrist",7435,450314
"David Ross","BOS",8,27,0,2,2,0,0.037037037,0.407407407,0.12,0.428571428,0.24,0.269230769,0.36,0.2756439241079184,,65.38494346651379,,,,,"David Ross",1551,424325
"Andy Dirks","DET",3,6,0,2,0,0,0.166666666,0.333333333,0,0,0,0.166666666,0,0.11500440041224162,,-41.8342221926916,,,,,"Andy Dirks",6453,543108
"Stephen Vogt","OAK",5,17,0,2,1,0,0.058823529,0.411764705,0.125,0.333333333,0.1875,0.235294117,0.3125,0.24009418487548828,,48.22242292775506,,,,,"Stephen Vogt",5000,519390
"Brandon Phillips","CIN",1,4,0,0,0,0,0,0,0,0,0,0,0,0,,-100,,,,,"Brandon Phillips",791,408252
"Jose Tabata","PIT",4,4,0,0,0,0,0,0.25,0,0,0,0,0,0,,-100,,,,,"Jose Tabata",2411,467798
"Joey Votto","CIN",1,4,0,0,0,0,0,0.5,0,0,0,0,0,0,,-100,,,,,"Joey Votto",4314,458015
"Nick Swisher","CLE",1,4,0,0,0,0,0,0.5,0,0,0,0,0,0,,-100,,,,,"Nick Swisher",4599,430897
"Asdrúbal Cabrera","CLE",1,4,0,0,0,0,0,0.25,0,0,0,0,0,0,,-100,,,,,"Asdrubal Cabrera",4962,452678
"Michael Bourn","CLE",1,4,0,0,0,0,0,0.5,0,0,0,0,0,0,,-100,,,,,"Michael Bourn",6387,456422
"Jason Kipnis","CLE",1,4,0,0,0,0,0,0,0,0,0,0,0,0,,-100,,,,,"Jason Kipnis",9776,543401
"Jed Lowrie","OAK",5,22,1,2,3,0,0.09090909,0.318181818,0.2,0.166666666,0.15,0.227272727,0.35,0.25637652386318555,,59.44661371781035,,,,,"Jed Lowrie",4418,476704
"Zack Greinke","LAD",3,7,0,0,1,0,0,0,0,0.142857142,0.142857142,0.142857142,0.142857142,0.1268473608153207,,-28.612339078914506,,,,,"Zack Greinke",1943,425844
"Juan Uribe","LAD",10,40,2,4,7,0,0,0.275,0.17948718,0.269230769,0.23076923,0.23076923,0.41025641,0.2769542015515841,,75.91803373909299,,,,,"Juan Uribe",454,346874
"Brandon Moss","OAK",5,21,1,2,1,0,0.142857142,0.619047619,0.166666666,0.25,0.111111111,0.238095238,0.277777777,0.24092077357428415,,48.79222983738879,,,,,"Brandon Moss",4467,461235
"Adron Chambers","STL",5,5,0,0,0,0,0,0.6,0,0,0,0,0,0,,-100,,,,,"Adron Chambers",7995,518545
"Clayton Kershaw","LAD",4,8,0,0,0,0,0,0.375,0,0.2,0.125,0.125,0.125,0.11099144071340561,,-39.65397603227499,,,,,"Clayton Kershaw",2036,477132
"Joe Kelly","STL",4,8,0,1,0,0,0,0.625,0,0.333333333,0.125,0.125,0.125,0.11099144071340561,,-41.95106470045537,,,,,"Joe Kelly",9761,523260
"Jason Heyward","ATL",4,18,1,1,4,0,0,0.388888888,0.166666667,0.2,0.166666666,0.166666666,0.333333333,0.21539936463038126,,30.344013306833048,,,,,"Jason Heyward",4940,518792
"Daniel Nava","BOS",9,28,0,1,2,0,0.107142857,0.321428571,0.04,0.3125,0.2,0.285714285,0.24,0.2461706783090319,,45.067633140346516,,,,,"Daniel Nava",5450,537953
"José Molina","TBR",4,9,0,0,0,0,0.111111111,0.444444444,0,0,0,0.111111111,0,0.07666960027482775,,-63.62352549934253,,,,,"Jose Molina",25,150040
"Prince Fielder","DET",11,45,0,3,0,0,0.066666666,0.155555555,0.025,0.272727272,0.225,0.311111111,0.25,0.26418662865956627,,61.004184107456055,,,,,"Prince Fielder",4613,425902
"Michael Young","LAD",9,10,0,0,0,0,0,0.1,0,0.111111111,0.1,0.1,0.1,0.08879315257072448,,-55.11226776697966,,,,,"Michael Young",1286,276545
"Jose Iglesias","DET",11,31,0,2,1,0,0.032258064,0.161290322,0,0.285714285,0.23076923,0.285714285,0.23076923,0.24069864835057941,,44.81280199335507,,,,,"Jose Iglesias",10231,578428
"Elliot Johnson","ATL",4,15,0,1,0,0,0.066666666,0.266666666,0.142857143,0.1,0.071428571,0.133333333,0.214285714,0.1537158727645874,,-12.610713938254317,,,,,"Elliot Johnson",4751,471107
"Starling Marte","PIT",6,26,1,2,1,1,0.038461538,0.192307692,0.166666666,0.111111111,0.125,0.192307692,0.291666666,0.21816168152368987,,34.749789070884226,,,,,"Starling Marte",9241,516782
"Matt Joyce","TBR",4,8,0,0,0,0,0,0.5,0,0,0,0,0,0,,-100,,,,,"Matt Joyce",3353,459964
"Mike Carp","BOS",6,8,0,0,1,0,0,0.375,0,0,0,0,0,0,,-100,,,,,"Mike Carp",7480,455077
"Michael Wacha","STL",3,8,0,1,1,0,0,0.625,0,0,0,0,0,0,,-100,,,,,"Michael Wacha",14078,608379
"Adam Wainwright","STL",4,11,0,1,0,0,0.09090909,0.363636363,0,0,0,0.1,0,0.06900264024734497,,-71.19093774934505,,,,,"Adam Wainwright",2233,425794
"Eric Sogard","OAK",4,11,0,0,0,0,0.09090909,0.09090909,0,0,0,0.1,0,0.06900264024734497,,-69.71911734619096,,,,,"Eric Sogard",7927,519299
"Will Middlebrooks","BOS",10,28,0,2,1,0,0.107142857,0.357142857,0.08,0.266666666,0.16,0.25,0.24,0.21103197115438957,,20.844850804369326,,,,,"Will Middlebrooks",7002,519025
"Austin Jackson","DET",11,47,0,3,3,1,0.106382978,0.382978723,0.023809524,0.375,0.214285714,0.29787234,0.238095238,0.25158633830699517,,52.318204590986554,,,,,"Austin Jackson",9848,457706
"Brian McCann","ATL",4,16,0,0,1,0,0.1875,0.375,0,0,0,0.1875,0,0.12937995046377182,,-29.557596695208932,,,,,"Brian McCann",4810,435263
"Jarrod Saltalamacchia","BOS",10,35,0,1,5,0,0.085714285,0.542857142,0.03125,0.461538461,0.1875,0.257142857,0.21875,0.22230601481028966,,28.61658538530692,,,,,"Jarrod Saltalamacchia",5557,457454
"Andre Ethier","LAD",10,26,0,1,0,0,0.115384615,0.307692307,0,0.2,0.130434782,0.23076923,0.130434782,0.18207206863623399,,9.844664405877507,,,,,"Andre Ethier",6265,444843
"Matt Adams","STL",17,67,1,5,4,0,0.044776119,0.283582089,0.095238095,0.302325581,0.222222222,0.268656716,0.317460317,0.262471457025898,,63.535550712651414,,,,,"Matt Adams",9393,571431
"Josh Donaldson","OAK",5,22,0,0,0,0,0.045454545,0.363636363,0,0.23076923,0.142857142,0.181818181,0.142857142,0.15244640816341748,,-12.197358829876661,,,,,"Josh Donaldson",5038,518626
"Jonny Gomes","BOS",15,48,1,8,5,0,0.104166666,0.25,0.119047619,0.206896551,0.166666666,0.270833333,0.285714285,0.2388483648714812,,40.02001417664886,,,,,"Jonny Gomes",1845,430404
"Dustin Pedroia","BOS",16,70,0,8,7,1,0.071428571,0.185714285,0.063492063,0.288461538,0.238095238,0.285714285,0.301587301,0.2614467646394457,,55.598166107844285,,,,,"Dustin Pedroia",8370,456030
"Omar Infante","DET",11,42,0,1,3,0,0.071428571,0.142857142,0.051282051,0.242424242,0.205128205,0.261904761,0.256410256,0.22559973960969507,,34.40440596638557,,,,,"Omar Infante",1609,408299
"Skip Schumaker","LAD",8,22,0,0,2,0,0.09090909,0.181818181,0,0.1875,0.157894736,0.227272727,0.157894736,0.13318972885608674,,-24.195684297570292,,,,,"Skip Schumaker",3704,435401
"Wil Myers","TBR",5,21,0,0,0,0,0.047619047,0.333333333,0,0.153846153,0.1,0.142857142,0.1,0.11742330732799712,,-35.53005663639718,,,,,"Wil Myers",10047,571976
"Torii Hunter","DET",11,48,0,5,2,0,0.041666666,0.229166666,0.044444444,0.264705882,0.2,0.25,0.244444444,0.22623890514175096,,34.8450131717535,,,,,"Torii Hunter",731,116338
"Daniel Descalso","STL",14,28,0,4,0,0,0.071428571,0.178571428,0,0.19047619,0.153846153,0.214285714,0.153846153,0.15710194464083072,,-9.840948048086679,,,,,"Daniel Descalso",8392,518614
"David Freese","STL",17,62,1,3,4,0,0.096774193,0.258064516,0.089285714,0.23076923,0.178571428,0.258064516,0.267857142,0.2419185801859825,,49.223079222203594,,,,,"David Freese",9549,501896
"Neil Walker","PIT",6,26,0,1,1,0,0.076923076,0.192307692,0.041666667,0.105263157,0.083333333,0.153846153,0.125,0.1361137697329888,,-22.38617332998876,,,,,"Neil Walker",7539,435522
"Matt Carpenter","STL",17,76,0,8,4,1,0.052631578,0.22368421,0.072463768,0.277777777,0.217391304,0.263157894,0.289855072,0.2457622595523533,,51.89971431217628,,,,,"Matt Carpenter",8090,572761
"Jon Jay","STL",17,61,0,6,3,2,0.114754098,0.147540983,0,0.227272727,0.192307692,0.283333333,0.192307692,0.2284916679064433,,39.872938086125124,,,,,"Jon Jay",5227,445055
"Pete Kozma","STL",14,41,0,3,2,2,0.097560975,0.170731707,0.028571429,0.178571428,0.142857142,0.25,0.171428571,0.18222892598101967,,7.656806980252546,,,,,"Pete Kozma",2539,518902
"Stephen Drew","BOS",16,57,1,4,4,0,0.035087719,0.333333333,0.092592592,0.142857142,0.111111111,0.140350877,0.203703703,0.15173361594216866,,-20.03232617501535,,,,,"Stephen Drew",4251,452220
