Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR,NameASCII,PlayerId,MLBAMID
"Jose Altuve","HOU",18,82,5,14,9,2,0.060975609,0.085365853,0.276315789,0.307692307,0.328947368,0.365853658,0.605263157,0.39784926757579897,,153.37508696852063,,,,,"Jose Altuve",5417,514888
"Anthony Rendon","WSN",17,75,3,11,15,0,0.146666666,0.133333333,0.262295082,0.333333333,0.327868852,0.413333333,0.590163934,0.40060247787057535,,146.88574100635861,,,,,"Anthony Rendon",12861,543685
"Ronald Acuña Jr.","ATL",5,23,1,1,2,0,0.173913043,0.217391304,0.444444444,0.583333333,0.444444444,0.565217391,0.888888888,0.574250428572945,,260.0072445487647,,,,,"Ronald Acuna Jr.",18401,660670
"Gleyber Torres","NYY",9,40,3,8,10,2,0.075,0.15,0.378378378,0.321428571,0.324324324,0.375,0.702702702,0.43628104627132414,,177.63236171779658,,,,,"Gleyber Torres",16997,650402
"Juan Soto","WSN",17,75,5,12,14,1,0.12,0.28,0.276923077,0.333333333,0.276923076,0.373333333,0.553846153,0.3780140166413294,,132.08642910561977,,,,,"Juan Soto",20123,665742
"DJ LeMahieu","NYY",9,44,3,10,7,0,0.09090909,0.136363636,0.3,0.322580645,0.325,0.386363636,0.625,0.41629613123156806,,164.11602919951943,,,,,"DJ LeMahieu",9874,518934
"Marcell Ozuna","STL",9,39,2,6,5,0,0.025641025,0.333333333,0.27027027,0.454545454,0.324324324,0.358974358,0.594594594,0.39417648773926955,,148.30216480607785,,,,,"Marcell Ozuna",10324,542303
"José Martínez","STL",7,13,0,1,3,0,0,0.23076923,0.153846154,0.7,0.538461538,0.538461538,0.692307692,0.5216434414570148,,231.81485679341625,,,,,"Jose Martinez",7996,500874
"Willy Adames","TBR",6,20,2,3,2,0,0.15,0.25,0.411764705,0.3,0.294117647,0.4,0.705882352,0.4452917218208313,,188.30178617751872,,,,,"Willy Adames",15986,642715
"Max Muncy","LAD",5,23,3,4,7,1,0.173913043,0.086956521,0.473684211,0.142857142,0.263157894,0.391304347,0.736842105,0.4256386586597988,,167.64067284203455,,,,,"Max Muncy",13301,571970
"Alex Bregman","HOU",18,77,4,13,12,1,0.155844155,0.168831168,0.234375,0.234042553,0.234375,0.363636363,0.46875,0.3510190868063977,,121.7025832870649,,,,,"Alex Bregman",17678,608324
"Tommy Pham","TBR",6,26,2,2,3,1,0.038461538,0.153846153,0.24,0.368421052,0.36,0.384615384,0.6,0.4098699069940127,,164.34506548855435,,,,,"Tommy Pham",2967,502054
"Michael A. Taylor","WSN",8,23,2,4,2,0,0.04347826,0.304347826,0.285714286,0.416666666,0.333333333,0.391304347,0.619047619,0.4189834335575933,,158.92841595818928,,,,,"Michael A. Taylor",11489,572191
"Russell Martin","LAD",1,5,1,2,4,0,0.2,0.4,1,1,0.5,0.6,1.5,0.7692989587783814,,392.79704439564455,,,,,"Russell Martin",4616,431145
"Luis Arraez","MIN",3,11,0,1,1,0,0,0.181818181,0.363636364,0.555555555,0.454545454,0.454545454,0.818181818,0.5214785500006243,,234.4588924651097,,,,,"Luis Arraez",18568,650333
"Enrique Hernández","LAD",3,8,1,2,3,0,0.125,0.25,0.571428572,0.5,0.428571428,0.5,1,0.5895127579569817,,275.0062823600324,,,,,"Enrique Hernandez",10472,571771
"Eric Thames","MIL",1,4,1,1,1,0,0,0.25,1,0.5,0.5,0.5,1.5,0.7890500724315643,,401.75552814476305,,,,,"Eric Thames",3711,519346
"Justin Turner","LAD",5,24,2,3,5,1,0.041666666,0.083333333,0.380952381,0.222222222,0.285714285,0.333333333,0.666666666,0.39421356469392776,,147.0518526301995,,,,,"Justin Turner",5235,457759
"Dansby Swanson","ATL",5,19,0,3,2,0,0.052631578,0.315789473,0.166666667,0.583333333,0.388888888,0.421052631,0.555555555,0.41151137728440135,,153.3852859298558,,,,,"Dansby Swanson",18314,621020
"Eric Sogard","TBR",2,4,1,2,2,0,0,0.25,0.75,0.5,0.5,0.5,1.25,0.7022858411073685,,362.113782105874,,,,,"Eric Sogard",7927,519299
"Yasmani Grandal","MIL",1,4,1,1,2,0,0.25,0.25,1,0,0.333333333,0.5,1.333333333,0.6574576497077942,,315.53994719401237,,,,,"Yasmani Grandal",11368,518735
"Jorge Polanco","MIN",3,14,1,1,2,1,0.142857142,0.071428571,0.272727273,0.222222222,0.272727272,0.428571428,0.545454545,0.41275396943092346,,160.92555089388512,,,,,"Jorge Polanco",13152,593871
"David Freese","LAD",4,8,0,2,0,0,0,0.375,0.125,0.8,0.5,0.5,0.625,0.4781857505440712,,202.06802025537976,,,,,"David Freese",9549,501896
"Cameron Maybin","NYY",5,7,1,2,1,2,0.142857142,0.571428571,0.5,1,0.333333333,0.428571428,0.833333333,0.49991969551358906,,220.67288215340187,,,,,"Cameron Maybin",5223,457727
"Joc Pederson","LAD",5,17,1,3,1,0,0.117647058,0.294117647,0.333333334,0.333333333,0.266666666,0.352941176,0.6,0.3895918095813078,,144.0238112445411,,,,,"Joc Pederson",11899,592626
"Adam Eaton","WSN",17,75,2,11,10,1,0.133333333,0.12,0.163934426,0.26,0.245901639,0.361111111,0.409836065,0.3355506898628341,,104.26567536059255,,,,,"Adam Eaton",11205,594809
"Ji Man Choi","TBR",6,23,1,2,1,0,0.304347826,0.434782608,0.1875,0.4,0.1875,0.434782608,0.375,0.37003531145012897,,137.40386318516025,,,,,"Ji Man Choi",5452,596847
"Nelson Cruz","MIN",3,14,1,2,1,0,0.285714285,0.214285714,0.3,0.166666666,0.2,0.428571428,0.5,0.3978800986494337,,150.86595429732355,,,,,"Nelson Cruz",2434,443558
"Matt Duffy","TBR",3,5,0,2,0,0,0,0,0,0.6,0.6,0.6,0.6,0.5217643618583679,,240.022277820423,,,,,"Matt Duffy",13836,622110
"Miles Mikolas","STL",3,3,0,0,0,0,0,0.333333333,0.5,1,0.5,0.5,1,0.608332097530365,,288.61077779330867,,,,,"Miles Mikolas",9803,571945
"Paul Goldschmidt","STL",9,39,2,5,2,0,0.051282051,0.282051282,0.27027027,0.333333333,0.27027027,0.307692307,0.54054054,0.3398540145472476,,112.71163848251504,,,,,"Paul Goldschmidt",9218,502671
"Eddie Rosario","MIN",3,13,1,1,1,0,0,0.307692307,0.307692308,0.375,0.307692307,0.307692307,0.615384615,0.3765703714810885,,136.4536159056847,,,,,"Eddie Rosario",12155,592696
"Giancarlo Stanton","NYY",5,18,1,1,2,0,0.222222222,0.277777777,0.230769231,0.25,0.23076923,0.388888888,0.461538461,0.3577738139364455,,124.53582089103065,,,,,"Giancarlo Stanton",4949,519317
"Aaron Judge","NYY",9,42,1,6,2,2,0.166666666,0.261904761,0.088235294,0.363636363,0.264705882,0.390243902,0.352941176,0.33484038492528406,,109.02532951878692,,,,,"Aaron Judge",15640,592450
"Martín Maldonado","HOU",7,21,1,2,2,0,0.047619047,0.285714285,0.2,0.384615384,0.3,0.333333333,0.5,0.3488058987117949,,120.20574498914695,,,,,"Martin Maldonado",6887,455117
"Yandy Díaz","TBR",4,13,2,2,2,0,0,0.307692307,0.461538462,0.142857142,0.23076923,0.23076923,0.692307692,0.3652830353150001,,134.18977174002302,,,,,"Yandy Diaz",16578,650490
"Tyler Flowers","ATL",2,1,0,0,0,0,0,0,0,1,1,1,1,0.8696072697639465,,453.51657528366457,,,,,"Tyler Flowers",9134,452095
"Robbie Grossman","OAK",1,4,0,0,0,0,0,0.25,0,0.666666666,0.5,0.5,0.5,0.43480363488197327,,179.7561147763153,,,,,"Robbie Grossman",5254,543257
"Jurickson Profar","OAK",1,4,0,0,0,0,0,0.25,0,0.666666666,0.5,0.5,0.5,0.43480363488197327,,179.7561147763153,,,,,"Jurickson Profar",10815,595777
"Billy Hamilton","ATL",2,1,0,2,0,1,1,0,0,0,0,1,0,0.6902945041656494,,336.03599442685794,,,,,"Billy Hamilton",10199,571740
"Travis Shaw","MIL",1,1,0,0,0,0,1,0,0,0,0,1,0,0.6902945041656494,,337.0537123871799,,,,,"Travis Shaw",11982,543768
"Jake Marisnick","HOU",14,12,0,0,0,1,0.083333333,0.416666666,0,0.666666666,0.363636363,0.416666666,0.363636363,0.34739363193511963,,119.25059119839598,,,,,"Jake Marisnick",11339,545350
"Gavin Lux","LAD",4,10,1,1,1,0,0.1,0.6,0.333333333,0.5,0.222222222,0.3,0.555555555,0.34994378685951233,,118.04756396711564,,,,,"Gavin Lux",19955,666158
"Matt Adams","WSN",4,4,0,1,0,0,0.25,0.25,0,0.5,0.333333333,0.5,0.333333333,0.389975443482399,,139.92321288660898,,,,,"Matt Adams",9393,571431
"Matt Olson","OAK",1,4,0,0,0,0,0.25,0.25,0,0.5,0.333333333,0.5,0.333333333,0.389975443482399,,149.43761004690955,,,,,"Matt Olson",14344,621566
"Matt Chapman","OAK",1,4,0,0,0,0,0.25,0,0,0.333333333,0.333333333,0.5,0.333333333,0.389975443482399,,149.43761004690955,,,,,"Matt Chapman",16505,656305
"Adam Duvall","ATL",5,12,1,2,5,0,0.083333333,0.416666666,0.272727273,0.4,0.272727272,0.333333333,0.545454545,0.3344318758357655,,102.88500742416973,,,,,"Adam Duvall",10950,594807
"Aaron Hicks","NYY",5,17,1,1,3,1,0.235294117,0.294117647,0.230769231,0.142857142,0.153846153,0.352941176,0.384615384,0.32766596359365124,,104.17307649936387,,,,,"Aaron Hicks",5297,543305
"Matt Beaty","LAD",4,8,0,1,0,0,0,0.125,0,0.428571428,0.375,0.375,0.375,0.32610272616147995,,102.42758482228543,,,,,"Matt Beaty",17710,607461
"CC Sabathia","NYY",2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"CC Sabathia",404,282332
"Fernando Rodney","WSN",6,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"Fernando Rodney",494,407845
"Adam Ottavino","NYY",8,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"Adam Ottavino",1247,493603
"Sean Doolittle","WSN",9,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"Sean Doolittle",1581,448281
"Héctor Rondón","HOU",4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"Hector Rondon",2391,444468
"Kenley Jansen","LAD",2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"Kenley Jansen",3096,445276
"Will Harris","HOU",12,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"Will Harris",3192,501789
"Zack Britton","NYY",7,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"Zack Britton",3240,502154
"Joe Smith","HOU",10,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"Joe Smith",3281,501925
"Darren O'Day","ATL",4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"Darren O'Day",3321,503285
"Liam Hendriks","OAK",1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"Liam Hendriks",3548,521230
"Yusmeiro Petit","OAK",1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"Yusmeiro Petit",4020,433589
"Mark Melancon","ATL",3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"Mark Melancon",4264,453343
"Charlie Morton","TBR",2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"Charlie Morton",4676,450203
"Jake Diekman","OAK",1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"Jake Diekman",5003,518617
"Brad Peacock","HOU",5,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"Brad Peacock",5401,502748
"Pedro Báez","LAD",2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"Pedro Baez",5420,520980
"Jake Odorizzi","MIN",1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"Jake Odorizzi",6397,543606
"Trevor May","MIN",2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"Trevor May",6398,543507
"Andrew Miller","STL",6,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"Andrew Miller",6785,453192
"Julio Teheran","ATL",2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"Julio Teheran",6797,527054
"Ryan Pressly","HOU",10,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"Ryan Pressly",7005,519151
"Daniel Hudson","WSN",9,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"Daniel Hudson",7146,543339
"Javy Guerra","WSN",2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"Javy Guerra",7407,457915
"J.A. Happ","NYY",3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"J.A. Happ",7410,457918
"Hunter Strickland","WSN",2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"Hunter Strickland",7836,519326
"Justin Verlander","HOU",6,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"Justin Verlander",8700,434378
"Wade Miley","HOU",1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"Wade Miley",8779,489119
"Oliver Drake","TBR",2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"Oliver Drake",8823,543118
"Joe Kelly","LAD",3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"Joe Kelly",9761,523260
"Sergio Romo","MIN",2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"Sergio Romo",9817,489265
"Chaz Roe","TBR",3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"Chaz Roe",9866,475054
"Kyle Gibson","MIN",1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"Kyle Gibson",10123,502043
"Aroldis Chapman","NYY",5,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"Aroldis Chapman",10233,547973
"Shane Greene","ATL",2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"Shane Greene",10756,572888
"Adam Kolarek","LAD",3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"Adam Kolarek",10843,592473
"Tyler Lyons","NYY",2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"Tyler Lyons",11334,544928
"Tommy Kahnle","NYY",8,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"Tommy Kahnle",11384,592454
"Luke Jackson","ATL",3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"Luke Jackson",11752,592426
"James Paxton","NYY",3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"James Paxton",11828,572020
"Chris Martin","ATL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"Chris Martin",11847,455119
"Cory Spangenberg","MIL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"Cory Spangenberg",12294,605486
"Chris Devenski","HOU",3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"Chris Devenski",12763,606965
"John Brebbia","STL",5,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"John Brebbia",12777,605154
"Ross Stripling","LAD",1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"Ross Stripling",13273,548389
"Luis Cessa","NYY",2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"Luis Cessa",13345,570666
"Taylor Rogers","MIN",1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"Taylor Rogers",13449,573124
"Blake Snell","TBR",3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"Blake Snell",13543,605483
"Max Fried","ATL",5,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"Max Fried",13743,608331
"Tyler Duffey","MIN",2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"Tyler Duffey",13758,608648
"Roberto Osuna","HOU",9,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"Roberto Osuna",13764,532077
"Brent Suter","MIL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"Brent Suter",13942,608718
"José Berríos","MIN",1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"Jose Berrios",14168,621244
"Josh Hader","MIL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"Josh Hader",14212,623352
"Tyler Glasnow","TBR",2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"Tyler Glasnow",14374,607192
"Emilio Pagán","TBR",4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"Emilio Pagan",14771,641941
"Tyler Webb","STL",5,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"Tyler Webb",14974,643778
"Giovanny Gallegos","STL",5,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"Giovanny Gallegos",14986,606149
"Chad Green","NYY",6,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"Chad Green",15552,643338
"Masahiro Tanaka","NYY",3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"Masahiro Tanaka",15764,547888
"Zack Littell","MIN",2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"Zack Littell",15823,641793
"Wander Suero","WSN",4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"Wander Suero",15855,593833
"Sean Manaea","OAK",1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"Sean Manaea",15873,640455
"Luis Severino","NYY",2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"Luis Severino",15890,622663
"Daniel Ponce de Leon","STL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"Daniel Ponce de Leon",16110,594965
"Ryan Yarbrough","TBR",3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"Ryan Yarbrough",16502,642232
"Bryan Abreu","HOU",1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"Bryan Abreu",16609,650556
"Josh James","HOU",9,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"Josh James",16794,657624
"Sean Newcomb","ATL",4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"Sean Newcomb",16943,656794
"Génesis Cabrera","STL",2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"Genesis Cabrera",17490,650893
"Diego Castillo","TBR",4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"Diego Castillo",17496,650895
"Tanner Rainey","WSN",9,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"Tanner Rainey",17610,663432
"Andrew Stevenson","WSN",1,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,"Andrew Stevenson",17932,664057
"Cody Stashak","MIN",2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"Cody Stashak",18088,664054
"Ryan Helsley","STL",5,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"Ryan Helsley",18138,664854
"Nick Anderson","TBR",4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"Nick Anderson",18337,623433
"Kenta Maeda","LAD",4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"Kenta Maeda",18498,628317
"Colin Poche","TBR",5,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"Colin Poche",19403,621363
"Devin Smeltzer","MIN",1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"Devin Smeltzer",19487,656970
"Dustin May","LAD",2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"Dustin May",19716,669160
"Jonathan Loáisiga","NYY",4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"Jonathan Loaisiga",19753,642528
"Jesús Luzardo","OAK",1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"Jesus Luzardo",19959,666200
"Brendan McKay","TBR",3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"Brendan McKay",20186,656713
"Brusdar Graterol","MIN",1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"Brusdar Graterol",20367,660813
"Randy Dobnak","MIN",1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"Randy Dobnak",23798,677976
"Keston Hiura","MIL",1,4,0,0,0,0,0,0.75,0.25,1,0.25,0.25,0.5,0.3041660487651825,,84.07342359161636,,,,,"Keston Hiura",20003,669374
"Avisaíl García","TBR",5,20,1,4,3,0,0,0.25,0.15,0.357142857,0.3,0.3,0.45,0.314378622174263,,99.76175574449664,,,,,"Avisail Garcia",5760,541645
"George Springer","HOU",18,85,4,11,8,3,0.14117647,0.235294117,0.219178082,0.224489795,0.205479452,0.317647058,0.424657534,0.31759513055577,,99.09706778394045,,,,,"George Springer",12856,543807
"Howie Kendrick","WSN",17,67,2,8,12,0,0.059701492,0.164179104,0.158730159,0.32,0.285714285,0.328358208,0.444444444,0.3163323879241943,,91.67439516199894,,,,,"Howie Kendrick",4229,435062
"Francisco Cervelli","ATL",2,3,0,0,0,0,0.333333333,0.333333333,0,0,0,0.333333333,0,0.23009816805521646,,34.52855465235645,,,,,"Francisco Cervelli",5275,465041
"Mike Brosseau","TBR",1,3,0,0,0,0,0.333333333,0.333333333,0,0,0,0.333333333,0,0.23009816805521646,,42.76063062596149,,,,,"Mike Brosseau",19683,670712
"Clayton Kershaw","LAD",2,1,0,0,0,0,0,0,0,0,0,0,0,0,,-100,,,,,"Clayton Kershaw",2036,477132
"Rich Hill","LAD",1,1,0,0,0,0,0,1,0,0,0,0,0,0,,-100,,,,,"Rich Hill",4806,448179
"Josh Tomlin","ATL",2,1,0,0,0,0,0,1,0,0,0,0,0,0,,-100,,,,,"Josh Tomlin",9388,458708
"Drew Pomeranz","MIL",1,1,0,0,0,0,0,1,0,0,0,0,0,0,,-100,,,,,"Drew Pomeranz",11426,519141
"Carlos Martinez","STL",4,1,0,0,0,0,0,1,0,0,0,0,0,0,,-100,,,,,"Carlos Martinez",11682,593372
"Ben Gamel","MIL",1,1,0,0,0,0,0,0,0,0,0,0,0,0,,-100,,,,,"Ben Gamel",12160,592325
"Joe Ross","WSN",2,1,0,0,0,0,0,1,0,0,0,0,0,0,,-100,,,,,"Joe Ross",12972,605452
"Julio Urías","LAD",3,1,0,0,0,0,0,1,0,0,0,0,0,0,,-100,,,,,"Julio Urias",14765,628711
"Brandon Woodruff","MIL",1,1,0,0,0,0,0,0,0,0,0,0,0,0,,-100,,,,,"Brandon Woodruff",16162,605540
"Yairo Muñoz","STL",1,1,0,0,0,0,0,1,0,0,0,0,0,0,,-100,,,,,"Yairo Munoz",16313,622168
"Seth Brown","OAK",1,1,0,0,0,0,0,0,0,0,0,0,0,0,,-100,,,,,"Seth Brown",18171,664913
"Sean Murphy","OAK",1,1,0,0,0,0,0,0,0,0,0,0,0,0,,-100,,,,,"Sean Murphy",19352,669221
"C.J. Cron","MIN",2,6,0,0,0,0,0.166666666,0.166666666,0,0.25,0.2,0.333333333,0.2,0.259983628988266,,57.60288396006763,,,,,"C.J. Cron",12546,543068
"Gio Urshela","NYY",9,35,2,4,2,0,0.057142857,0.114285714,0.212121212,0.222222222,0.242424242,0.285714285,0.454545454,0.30926747832979473,,91.72968886603114,,,,,"Gio Urshela",10681,570482
