Name,Team,WPA,-WPA,+WPA,RE24,REW,pLI,phLI,PH,WPA/LI,Clutch,NameASCII,PlayerId,MLBAMID
"Alex Gordon","KCR",0.9073300361633301,-0.875190019607544,1.7825199365615845,3.7720000743865967,0.41730526089668274,1.1748534440994263,,0,0.05414240062236786,0.7181497016141252,"Alex Gordon",5209,460086
"Eric Hosmer","KCR",1.4432499408721924,-0.9363899827003479,2.3796401023864746,8.085000038146973,0.9161240458488464,1.119196891784668,,0,0.7329803109169006,0.5565603869408198,"Eric Hosmer",3516,543333
"Travis Ishikawa","SFG",0.49274805188179016,-0.542896032333374,1.0356440544128418,4.251999855041504,0.5247775912284851,1.0367001295089722,0.3084000051021576,2,-0.050012096762657166,0.5253164184812025,"Travis Ishikawa",4793,448170
"Matt Adams","STL",0.7704979777336121,-0.5965999960899353,1.3670979738235474,3.059000015258789,0.35758429765701294,1.2233883142471313,,0,0.18767984211444855,0.44212671134096326,"Matt Adams",9393,571431
"Michael Morse","SFG",0.37856802344322205,-0.2982499897480011,0.6768180131912231,0.1870000809431076,0.054646559059619904,0.9788004755973816,1.3754667043685913,6,-0.010659094899892807,0.39742640129313334,"Michael Morse",3035,434604
"Matt Carpenter","STL",0.8330699801445007,-0.544343888759613,1.3774139881134033,4.354499816894531,0.5104011297225952,0.9633435606956482,,0,0.47724607586860657,0.38752326928892533,"Matt Carpenter",8090,572761
"Grégor Blanco","SFG",0.1157219409942627,-1.3201640844345093,1.435886025428772,1.70330011844635,0.2200332134962082,1.079025387763977,,0,-0.24519149959087372,0.3524382264117031,"Gregor Blanco",3123,453923
"J.D. Martinez","DET",0.37985000014305115,-0.17274799942970276,0.5525979995727539,1.6790000200271606,0.17655439674854279,1.1023499965667725,,0,0.0771583691239357,0.26742366138006,"J.D. Martinez",6184,502110
"Juan Carlos Perez","SFG",0.127889946103096,-0.3690440058708191,0.4969339966773987,0.13700008392333984,0.03961284086108208,1.1990777254104614,1.743880033493042,5,-0.154242604970932,0.2608995325352544,"Juan Carlos Perez",5371,543633
"Delmon Young","BAL",0.21479001641273499,-0.3491159975528717,0.5639060139656067,0.650999903678894,0.06300969421863556,2.1663331985473633,3.8210999965667725,2,-0.0961901992559433,0.19533931286264178,"Delmon Young",2140,430321
"Buster Posey","SFG",-0.29285985231399536,-1.1196099519729614,0.8267499804496765,-3.861999988555908,-0.3972567319869995,1.0118430852890015,,0,-0.46902549266815186,0.17959340920399586,"Buster Posey",9166,457763
"Josh Willingham","KCR",0.12883198261260986,-0.004479995928704739,0.13331200182437897,-0.07900000363588333,-0.009702702052891254,0.8960999846458435,0.8960999846458435,4,-0.021012701094150543,0.16478235271793315,"Josh Willingham",2103,425545
"Jarrod Dyson","KCR",-0.07062208652496338,-0.4345000088214874,0.3638780117034912,-1.8079999685287476,-0.20996657013893127,1.2944369316101074,,0,-0.21284526586532593,0.15828711413125968,"Jarrod Dyson",4866,502481
"Hunter Pence","SFG",0.6765498518943787,-1.175618052482605,1.8521679639816284,6.004000186920166,0.7076212167739868,1.1328325271606445,,0,0.44444113969802856,0.1527785160529389,"Hunter Pence",8252,452254
